"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1992","Mickey Tettleton","Tigers","157","654","32","82","83","0","18.7 %","20.9 %",".230",".257",".238",".379",".469",".375","133","-2.5","22.2","3.0","5.0","1012939"
"2005","Victor Martinez","Indians","147","622","20","73","80","0","10.1 %","12.5 %",".170",".322",".305",".378",".475",".367","128","-3.4","17.7","9.4","4.8","393"
"2008","Russell Martin","Dodgers","155","650","13","87","69","18","13.8 %","12.8 %",".116",".309",".280",".385",".396",".350","112","0.9","10.6","16.6","4.8","4616"
"2013","Buster Posey","Giants","148","595","15","61","72","2","10.1 %","11.8 %",".156",".312",".294",".371",".450",".357","134","-4.2","18.7","8.2","4.8","9166"
"2000","Jason Kendall","Pirates","152","678","14","112","58","22","11.7 %","11.7 %",".150",".349",".320",".412",".470",".390","127","-1.0","24.0","5.0","4.8","993"
"1996","Todd Hundley","Mets","153","624","41","85","112","1","12.7 %","23.4 %",".291",".279",".259",".356",".550",".378","134","-1.3","25.3","5.7","4.7","284"
"2012","Joe Mauer","Twins","147","641","10","81","85","8","14.0 %","13.7 %",".127",".364",".319",".416",".446",".376","139","0.2","29.6","-5.5","4.7","1857"
"2012","Miguel Montero","Diamondbacks","141","573","15","65","88","0","12.7 %","22.7 %",".152",".362",".286",".391",".438",".364","125","-5.5","11.6","14.7","4.7","3364"
"2004","Jason Kendall","Pirates","147","658","3","86","51","11","9.1 %","6.2 %",".071",".337",".319",".399",".390",".355","112","2.4","12.8","12.8","4.6","993"
"1990","Lance Parrish","Angels","133","523","24","54","70","2","8.8 %","20.5 %",".183",".299",".268",".338",".451",".352","122","-0.6","12.8","15.2","4.6","1010021"
"2001","Mike Piazza","Mets","141","573","36","81","94","0","11.7 %","15.2 %",".272",".302",".300",".384",".573",".395","143","-0.9","31.2","-2.2","4.6","893"
"2011","Matt Wieters","Orioles","139","551","22","72","68","1","8.7 %","15.2 %",".188",".276",".262",".328",".450",".340","110","-1.4","5.0","20.8","4.6","4298"
"2011","Alex Avila","Tigers","141","551","19","63","82","3","13.2 %","23.8 %",".211",".366",".295",".389",".506",".384","140","-1.6","24.2","1.2","4.6","7476"
"2004","Ivan Rodriguez","Tigers","135","575","19","72","86","7","7.1 %","15.8 %",".176",".373",".334",".383",".510",".382","134","-5.4","19.8","7.1","4.5","1275"
"1999","Mike Piazza","Mets","141","593","40","100","124","2","8.6 %","11.8 %",".272",".283",".303",".361",".575",".390","131","-0.5","24.2","4.8","4.5","893"
"2003","Ivan Rodriguez","Marlins","144","578","16","90","85","10","9.5 %","15.9 %",".176",".333",".297",".369",".474",".363","122","-0.2","16.2","10.6","4.5","1275"
"1997","Jason Kendall","Pirates","144","572","8","71","49","18","8.6 %","9.3 %",".140",".314",".294",".391",".434",".369","119","1.1","15.0","12.4","4.5","993"
"1990","Darren Daulton","Phillies","143","540","12","62","57","7","13.3 %","13.3 %",".148",".293",".268",".367",".416",".350","116","0.8","10.8","12.6","4.4","1003010"
"2011","Yadier Molina","Cardinals","139","518","14","55","65","4","6.4 %","8.5 %",".160",".311",".305",".349",".465",".353","126","-4.1","11.2","14.3","4.4","7007"
"2004","Jorge Posada","Yankees","137","547","21","72","81","1","16.1 %","16.8 %",".209",".300",".272",".400",".481",".384","135","-5.2","18.9","7.5","4.4","841"
"1997","Todd Hundley","Mets","132","508","30","78","86","2","16.3 %","22.8 %",".276",".304",".273",".394",".549",".396","143","-0.9","26.8","1.8","4.4","284"
"2004","Javy Lopez","Orioles","150","638","23","83","86","0","7.4 %","15.2 %",".187",".344",".316",".370",".503",".373","127","-4.3","17.9","5.1","4.4","103"
"2006","Jorge Posada","Yankees","143","545","23","65","93","3","11.7 %","17.8 %",".215",".303",".277",".374",".492",".373","125","-4.2","13.5","12.4","4.3","841"
"2003","Jason Kendall","Pirates","150","666","6","84","58","8","7.4 %","6.0 %",".090",".340",".325",".399",".416",".363","119","-1.1","14.7","7.0","4.3","993"
"1999","Mike Lieberthal","Phillies","145","574","31","84","96","0","7.7 %","15.0 %",".251",".304",".300",".363",".551",".385","123","0.0","18.0","8.2","4.2","959"
"2004","Jason Varitek","Red Sox","137","536","18","67","73","10","11.6 %","23.5 %",".186",".372",".296",".390",".482",".375","125","-1.2","15.9","8.0","4.1","217"
"2011","Miguel Montero","Diamondbacks","140","553","18","65","86","1","8.5 %","17.5 %",".187",".317",".282",".351",".469",".353","118","-3.9","7.7","14.0","4.1","3364"
"2013","Russell Martin","Pirates","127","506","15","51","55","9","11.5 %","21.3 %",".151",".266",".226",".327",".377",".315","101","-0.6","0.2","22.7","4.1","4616"
"2009","Brian McCann","Braves","138","551","21","63","94","4","8.9 %","15.1 %",".205",".297",".281",".349",".486",".359","119","-2.6","10.6","11.7","4.0","4810"
"2002","Jorge Posada","Yankees","143","598","20","79","99","1","13.5 %","23.9 %",".200",".333",".268",".370",".468",".362","123","-3.0","13.6","5.7","4.0","841"
"2006","Ramon Hernandez","Orioles","144","560","23","66","91","1","7.7 %","14.1 %",".204",".285",".275",".343",".479",".352","110","-3.1","4.0","17.8","4.0","918"
"1996","Terry Steinbach","Athletics","145","571","35","79","100","0","8.6 %","20.1 %",".257",".287",".272",".342",".529",".370","117","-0.6","12.8","7.4","3.9","1012473"
"2012","Matt Wieters","Orioles","144","593","23","67","83","3","10.1 %","18.9 %",".186",".274",".249",".329",".435",".331","107","-4.9","0.0","18.3","3.9","4298"
"2000","Brad Ausmus","Tigers","150","604","7","75","51","11","11.4 %","13.1 %",".099",".301",".266",".357",".365",".329","92","0.0","-6.2","25.5","3.9","546"
"2009","Victor Martinez","- - -","155","672","23","88","108","1","11.2 %","11.0 %",".177",".312",".303",".381",".480",".375","126","-1.4","20.4","-4.4","3.9","393"
"2011","Brian McCann","Braves","128","527","24","51","71","3","10.8 %","16.9 %",".195",".287",".270",".351",".466",".350","122","-3.9","9.3","10.6","3.8","4810"
"1994","Mike Piazza","Dodgers","107","441","24","64","92","1","7.5 %","14.7 %",".222",".330",".319",".370",".541",".384","139","-1.1","20.8","3.9","3.8","893"
"2003","Jason Varitek","Red Sox","142","521","25","63","85","3","9.8 %","20.3 %",".239",".300",".273",".351",".512",".363","120","-2.5","10.4","9.9","3.8","217"
"1998","Javy Lopez","Braves","133","534","34","73","106","5","5.6 %","15.9 %",".256",".278",".284",".328",".540",".368","123","-0.3","15.4","6.4","3.8","103"
"2009","Yadier Molina","Cardinals","140","544","6","45","54","9","9.2 %","7.2 %",".089",".309",".293",".366",".383",".336","106","-3.0","0.8","19.2","3.8","7007"
"2013","Salvador Perez","Royals","138","526","13","48","79","0","4.0 %","12.0 %",".141",".311",".292",".323",".433",".329","106","-2.4","1.0","16.1","3.7","7304"
"2012","A.J. Ellis","Dodgers","133","505","13","44","52","0","12.9 %","21.2 %",".144",".329",".270",".373",".414",".341","117","-1.6","8.8","10.3","3.7","5677"
"2002","Mike Piazza","Mets","135","541","33","69","98","0","10.5 %","15.2 %",".264",".276",".280",".359",".544",".381","136","-0.9","23.2","-4.0","3.7","893"
"2003","A.J. Pierzynski","Twins","137","533","11","63","74","3","4.5 %","10.3 %",".152",".331",".312",".360",".464",".350","112","0.7","8.8","9.0","3.6","746"
"2008","Geovany Soto","Cubs","141","563","23","66","86","0","11.0 %","21.5 %",".219",".332",".285",".364",".504",".373","120","-4.5","9.6","7.7","3.6","3707"
"2004","Victor Martinez","Indians","141","591","23","77","108","0","10.2 %","11.7 %",".210",".286",".283",".359",".492",".359","119","-4.1","10.4","5.7","3.5","393"
"2013","Jonathan Lucroy","Brewers","147","580","18","59","82","9","7.9 %","11.9 %",".175",".290",".280",".340",".455",".345","117","-5.6","5.4","10.2","3.5","7870"
"2010","Victor Martinez","Red Sox","127","538","20","64","79","1","7.4 %","9.7 %",".191",".303",".302",".351",".493",".364","122","-2.4","11.6","4.3","3.5","393"
"1997","Dan Wilson","Mariners","146","563","15","66","74","7","6.9 %","12.8 %",".154",".288",".270",".326",".423",".330","94","0.6","-3.4","19.2","3.5","1102"
"2001","Jorge Posada","Yankees","138","557","22","59","95","2","11.1 %","23.7 %",".198",".334",".277",".363",".475",".356","120","-2.2","11.6","4.8","3.5","841"
"1996","Dan Wilson","Mariners","138","540","18","51","83","1","5.9 %","16.3 %",".159",".313",".285",".330",".444",".336","93","-0.8","-6.2","21.8","3.5","1102"
"2013","Carlos Santana","Indians","154","642","20","75","74","3","14.5 %","17.1 %",".187",".301",".268",".377",".455",".364","133","-4.3","20.1","-9.2","3.5","2396"
"2005","Ivan Rodriguez","Tigers","129","525","14","71","50","7","2.1 %","17.7 %",".169",".309",".276",".290",".444",".312","90","4.4","-1.9","18.5","3.5","1275"
"1991","Craig Biggio","Astros","149","609","4","79","46","19","8.7 %","11.7 %",".079",".331",".295",".358",".374",".332","112","1.4","9.9","3.1","3.5","549"
"2003","Ramon Hernandez","Athletics","140","536","21","70","78","0","6.2 %","14.7 %",".184",".285",".273",".331",".458",".340","107","-0.6","3.9","12.1","3.4","918"
"1991","Tom Pagnozzi","Cardinals","140","510","2","38","57","9","7.1 %","12.4 %",".087",".298",".264",".319",".351",".300","88","-3.4","-10.0","26.9","3.4","1009960"
"2005","Joe Mauer","Twins","131","554","9","61","55","13","11.0 %","11.6 %",".117",".322",".294",".372",".411",".340","108","1.8","7.4","7.2","3.4","1857"
"2012","A.J. Pierzynski","White Sox","135","520","27","68","77","0","5.4 %","15.0 %",".223",".280",".278",".326",".501",".351","119","-3.2","8.4","6.7","3.4","746"
"2011","Carlos Santana","Indians","155","658","27","84","79","5","14.7 %","20.2 %",".217",".263",".239",".351",".457",".351","124","-2.0","16.3","-5.9","3.3","2396"
"1999","Brad Ausmus","Tigers","127","527","9","62","54","12","9.7 %","13.5 %",".140",".309",".275",".365",".415",".350","102","-1.7","-0.1","16.4","3.3","546"
"2008","Kurt Suzuki","Athletics","148","588","7","54","42","2","7.5 %","11.7 %",".091",".310",".279",".346",".370",".322","97","-1.5","-3.7","17.1","3.3","8259"
"1994","Chris Hoiles","Orioles","99","406","19","45","53","2","15.5 %","18.0 %",".202",".258",".247",".371",".449",".362","113","0.4","7.5","12.8","3.3","1005935"
"2005","Jason Varitek","Red Sox","133","539","22","70","70","2","11.5 %","21.7 %",".209",".329",".281",".366",".489",".369","124","-4.6","11.1","3.3","3.3","217"
"2012","Carlos Santana","Indians","143","609","18","72","76","3","14.9 %","16.6 %",".168",".278",".252",".365",".420",".344","120","-5.3","8.7","1.8","3.2","2396"
"2003","Mike Lieberthal","Phillies","131","561","13","68","81","0","6.8 %","10.5 %",".140",".333",".313",".373",".453",".361","119","-3.6","10.2","3.8","3.2","959"
"2009","Kurt Suzuki","Athletics","147","614","15","74","88","8","4.6 %","9.6 %",".147",".280",".274",".313",".421",".320","94","4.1","-0.9","11.3","3.1","8259"
"1990","Craig Biggio","Astros","150","621","4","53","42","25","8.5 %","12.7 %",".072",".315",".276",".342",".348",".317","98","0.4","-0.8","9.2","3.1","549"
"2005","Jorge Posada","Yankees","142","546","19","67","71","1","12.1 %","17.2 %",".169",".288",".262",".352",".430",".341","110","-2.7","3.6","8.9","3.1","841"
"2006","Victor Martinez","Indians","153","652","16","82","93","0","10.9 %","12.0 %",".149",".341",".316",".391",".465",".370","123","-6.8","12.8","-2.9","3.1","393"
"1995","Mike Stanley","Yankees","118","470","18","63","83","1","12.1 %","22.6 %",".213",".313",".268",".360",".481",".366","120","-0.4","11.7","4.0","3.1","1012416"
"2006","Jason Kendall","Athletics","143","626","1","76","50","11","8.5 %","8.6 %",".047",".323",".295",".367",".342",".321","93","1.6","-4.4","14.8","3.1","993"
"2006","Ivan Rodriguez","Tigers","136","580","13","74","69","8","4.5 %","14.8 %",".137",".336",".300",".332",".437",".330","96","2.4","-0.4","11.9","3.0","1275"
"1994","Ivan Rodriguez","Rangers","99","405","16","56","57","6","7.7 %","10.4 %",".190",".298",".298",".360",".488",".364","112","-0.1","6.5","10.7","3.0","1275"
"1995","Ivan Rodriguez","Rangers","130","517","12","56","67","0","3.1 %","9.3 %",".146",".314",".303",".327",".449",".338","95","-1.0","-4.2","17.2","3.0","1275"
"2004","Johnny Estrada","Braves","134","517","9","56","76","0","7.5 %","12.8 %",".136",".348",".314",".378",".450",".358","115","-2.1","8.1","4.9","3.0","955"
"1990","Brian Harper","Twins","134","509","6","61","54","3","3.7 %","5.3 %",".138",".300",".294",".328",".432",".338","106","-0.4","3.4","8.5","2.9","1005376"
"1990","Mickey Tettleton","Orioles","135","559","15","68","51","2","19.0 %","28.6 %",".158",".308",".223",".376",".381",".350","121","-1.4","12.0","-2.4","2.9","1012939"
"2003","Paul Lo Duca","Dodgers","147","630","7","64","52","0","7.0 %","8.6 %",".104",".291",".273",".335",".377",".314","92","-3.3","-9.8","17.7","2.8","662"
"2002","Mike Lieberthal","Phillies","130","530","15","46","52","0","7.2 %","10.9 %",".164",".291",".279",".349",".443",".347","112","-3.5","4.3","6.7","2.8","959"
"2000","Javy Lopez","Braves","134","525","24","60","89","0","6.7 %","15.2 %",".198",".298",".287",".337",".484",".351","104","0.1","3.0","9.3","2.8","103"
"2006","Paul Lo Duca","Mets","124","551","5","80","49","3","4.4 %","6.9 %",".109",".335",".318",".355",".428",".342","105","-1.6","2.3","7.5","2.7","662"
"2006","Kenji Johjima","Mariners","144","542","18","61","76","3","3.7 %","8.5 %",".160",".290",".291",".332",".451",".338","105","-4.7","-1.2","11.1","2.7","5811"
"2002","Paul Lo Duca","Dodgers","149","632","10","74","64","3","5.4 %","4.9 %",".121",".282",".281",".330",".402",".321","99","-4.0","-4.7","11.7","2.7","662"
"1994","Terry Steinbach","Athletics","103","403","11","51","57","2","6.5 %","15.4 %",".157",".311",".285",".327",".442",".330","97","0.0","-1.4","15.3","2.7","1012473"
"2001","Ramon Hernandez","Athletics","136","509","15","55","60","1","7.3 %","13.4 %",".155",".267",".254",".316",".408",".313","91","-0.3","-6.0","15.7","2.7","918"
"2007","Kenji Johjima","Mariners","135","513","14","52","61","0","2.9 %","8.0 %",".146",".289",".287",".322",".433",".330","101","-4.7","-4.3","13.5","2.6","5811"
"2010","Yadier Molina","Cardinals","136","521","6","34","62","8","8.1 %","9.8 %",".080",".281",".262",".329",".342",".300","84","-3.2","-13.0","21.9","2.6","7007"
"1996","Benito Santiago","Phillies","136","533","30","71","85","2","9.2 %","19.5 %",".239",".278",".264",".332",".503",".354","113","0.3","9.2","2.0","2.6","1130"
"1991","Benito Santiago","Padres","152","614","17","60","87","8","3.7 %","18.6 %",".136",".303",".267",".296",".403",".309","92","-2.4","-8.1","12.9","2.6","1130"
"2010","Mike Napoli","Angels","140","510","26","60","68","4","8.2 %","26.9 %",".230",".279",".238",".316",".468",".341","115","-0.5","8.3","-1.2","2.5","3057"
"1993","Mickey Tettleton","Tigers","152","637","32","79","110","3","17.1 %","21.8 %",".247",".269",".245",".372",".492",".375","127","-2.2","19.1","-14.3","2.5","1012939"
"2013","Matt Wieters","Orioles","148","579","22","59","79","2","7.4 %","18.0 %",".182",".247",".235",".287",".417",".302","87","-2.2","-10.9","14.8","2.5","4298"
"1990","Todd Zeile","Cardinals","144","570","15","62","57","2","11.8 %","13.5 %",".154",".259",".244",".333",".398",".330","102","-1.4","0.2","3.6","2.5","457"
"2004","Paul Lo Duca","- - -","143","594","13","68","80","4","6.1 %","8.2 %",".135",".292",".286",".338",".421",".331","100","-4.7","-4.3","9.7","2.5","662"
"2007","Jason Varitek","Red Sox","131","518","17","57","68","1","13.7 %","23.6 %",".166",".313",".255",".367",".421",".345","105","-2.9","0.3","7.1","2.5","217"
"2004","Michael Barrett","Cubs","134","506","16","55","65","1","6.5 %","12.6 %",".202",".299",".287",".337",".489",".349","107","-0.9","3.9","4.3","2.5","762"
"2002","Jason Kendall","Pirates","145","605","3","59","44","15","8.1 %","4.8 %",".073",".293",".283",".350",".356",".318","91","-1.9","-8.8","13.2","2.4","993"
"1993","Ivan Rodriguez","Rangers","137","519","10","56","66","8","5.6 %","13.5 %",".140",".297",".273",".315",".412",".319","94","-1.2","-5.3","12.6","2.4","1275"
"2002","Jason Varitek","Red Sox","132","519","10","58","61","4","7.9 %","18.3 %",".126",".312",".266",".332",".392",".319","91","-1.7","-7.4","13.0","2.3","217"
"2002","Benito Santiago","Giants","126","517","16","56","74","4","5.2 %","14.1 %",".172",".295",".278",".315",".450",".324","99","-1.5","-2.4","9.1","2.3","1130"
"1992","Brian Harper","Twins","140","546","9","58","73","0","4.8 %","4.0 %",".104",".301",".307",".343",".410",".335","105","-0.5","2.8","0.4","2.3","1005376"
"1993","Brian Harper","Twins","147","573","12","52","73","1","5.1 %","5.1 %",".121",".302",".304",".347",".425",".339","103","-0.9","1.4","3.0","2.3","1005376"
"2008","Jason Kendall","Brewers","151","587","2","46","49","8","8.5 %","7.7 %",".078",".265",".246",".327",".324",".293","74","0.5","-18.5","21.7","2.2","993"
"1999","Jason Varitek","Red Sox","144","544","20","70","76","1","8.5 %","15.6 %",".213",".285",".269",".330",".482",".347","101","-0.7","-0.1","4.7","2.2","217"
"2000","Bengie Molina","Angels","130","513","14","59","71","1","4.5 %","6.4 %",".140",".275",".281",".318",".421",".322","84","0.3","-10.7","15.1","2.2","24"
"1994","Benito Santiago","Marlins","101","369","11","35","41","1","6.8 %","15.4 %",".151",".297",".273",".322",".424",".325","93","-0.7","-3.8","13.4","2.2","1130"
"2005","Jason Kendall","Athletics","150","676","0","70","53","8","7.4 %","5.8 %",".050",".287",".271",".345",".321",".304","86","2.3","-9.1","6.7","2.1","993"
"1992","Joe Oliver","Reds","143","534","10","42","57","2","6.6 %","14.0 %",".118",".297",".270",".316",".388",".304","89","-0.9","-7.4","10.2","2.1","1009778"
"2008","Bengie Molina","Giants","145","569","16","47","95","0","3.3 %","6.7 %",".153",".285",".292",".322",".445",".329","96","-7.0","-9.8","11.6","2.0","24"
"1996","Javy Lopez","Braves","138","526","23","56","69","1","5.3 %","16.0 %",".184",".297",".282",".322",".466",".337","102","-2.6","-1.4","6.6","2.0","103"
"2011","Kurt Suzuki","Athletics","134","515","14","54","44","2","7.4 %","12.4 %",".148",".244",".237",".301",".385",".302","90","-2.7","-8.7","10.8","2.0","8259"
"2005","Gregg Zaun","Blue Jays","133","512","11","61","61","2","14.3 %","13.7 %",".122",".274",".251",".355",".373",".327","96","-0.9","-3.2","5.3","2.0","580"
"2006","A.J. Pierzynski","White Sox","140","543","16","65","64","1","4.1 %","13.3 %",".141",".318",".295",".333",".436",".330","93","-0.8","-5.9","7.6","2.0","746"
"1990","B.J. Surhoff","Brewers","135","530","6","55","59","18","7.7 %","7.0 %",".099",".285",".276",".331",".376",".316","98","0.6","-0.7","2.3","1.9","117"
"2001","Ben Davis","Padres","138","526","11","56","57","4","12.5 %","21.3 %",".118",".289",".239",".337",".357",".308","89","-1.0","-8.8","11.1","1.9","1074"
"2007","Brian McCann","Braves","139","552","18","51","92","0","6.3 %","13.4 %",".183",".282",".270",".320",".452",".329","95","-3.4","-6.9","7.8","1.9","4810"
"2009","A.J. Pierzynski","White Sox","138","535","13","57","49","1","4.5 %","9.7 %",".125",".312",".300",".331",".425",".327","92","-2.8","-8.4","8.6","1.8","746"
"1992","B.J. Surhoff","Brewers","139","543","4","63","62","14","8.5 %","7.6 %",".069",".263",".252",".314",".321",".287","77","-0.4","-14.6","14.4","1.7","117"
"1998","Charles Johnson","- - -","133","506","19","44","58","0","8.9 %","25.5 %",".163",".260",".218",".289",".381",".296","80","-0.9","-13.4","14.8","1.7","523"
"2004","Mike Lieberthal","Phillies","131","529","17","58","61","1","7.0 %","13.0 %",".176",".284",".271",".335",".447",".338","99","-5.1","-5.7","5.5","1.7","959"
"2007","Ivan Rodriguez","Tigers","129","515","11","50","63","2","1.7 %","18.6 %",".139",".327",".281",".294",".420",".308","82","-1.5","-12.9","11.9","1.6","1275"
"2010","Kurt Suzuki","Athletics","131","544","13","55","71","3","6.1 %","9.0 %",".123",".245",".242",".303",".366",".297","84","1.1","-9.1","6.7","1.6","8259"
"1997","Mike Lieberthal","Phillies","134","510","20","59","77","3","8.6 %","14.9 %",".196",".251",".246",".314",".442",".328","93","-1.1","-5.9","6.2","1.6","959"
"2011","John Buck","Marlins","140","530","16","41","57","0","10.2 %","21.7 %",".139",".268",".227",".316",".367",".303","87","-1.0","-9.2","7.9","1.6","2041"
"2013","A.J. Pierzynski","Rangers","134","529","17","48","70","1","2.1 %","14.4 %",".153",".288",".272",".297",".425",".313","90","-3.1","-9.3","6.6","1.6","746"
"2000","Jason Varitek","Red Sox","139","519","10","55","65","1","11.6 %","16.2 %",".141",".282",".248",".342",".388",".325","86","-0.2","-10.1","8.1","1.5","217"
"1994","Mike Macfarlane","Royals","92","370","14","53","47","1","9.5 %","19.2 %",".207",".284",".255",".359",".462",".360","112","0.2","6.0","-3.1","1.5","1007905"
"1990","Tony Pena","Red Sox","143","540","7","62","56","8","8.0 %","13.1 %",".086",".293",".263",".322",".348",".305","84","-1.0","-11.1","8.1","1.5","1010153"
"1991","B.J. Surhoff","Brewers","143","553","5","57","68","5","4.7 %","6.0 %",".083",".296",".289",".319",".372",".309","91","-2.2","-7.8","3.6","1.4","117"
"2009","Russell Martin","Dodgers","143","588","7","63","53","11","11.7 %","13.6 %",".079",".284",".250",".352",".329",".309","87","-0.5","-9.8","5.2","1.4","4616"
"2012","Ryan Doumit","Twins","134","528","18","56","75","0","5.5 %","18.6 %",".186",".306",".275",".320",".461",".332","109","-2.0","3.7","-7.8","1.4","2113"
"1994","Mickey Tettleton","Tigers","107","444","17","57","51","0","21.8 %","22.1 %",".215",".295",".248",".419",".463",".387","129","-0.4","16.7","-17.0","1.4","1012939"
"1993","Joe Oliver","Reds","139","521","14","40","75","0","5.2 %","17.5 %",".145",".262",".239",".276",".384",".289","71","0.1","-18.5","12.2","1.2","1009778"
"1992","Tom Pagnozzi","Cardinals","139","523","7","33","44","2","5.4 %","12.2 %",".109",".273",".249",".290",".359",".287","80","-1.6","-13.1","8.2","1.2","1009960"
"2007","Bengie Molina","Giants","134","517","19","38","81","0","2.9 %","10.3 %",".157",".276",".276",".298",".433",".315","85","-4.7","-15.0","9.5","1.1","24"
