"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1994","Greg Vaughn","Brewers","95","423","19","59","55","9","12.1 %","22.0 %",".224",".290",".254",".345",".478",".353","108","-0.4","3.9","-3.1","1.5","1233"
"1992","Chad Curtis","Angels","139","507","10","59","46","43","10.1 %","14.0 %",".113",".286",".259",".341",".372",".327","102","1.6","2.5","-4.7","1.5","1002898"
"1997","Doug Glanville","Cubs","146","510","4","79","35","19","4.7 %","9.0 %",".093",".324",".300",".333",".392",".322","88","-0.9","-8.7","7.2","1.5","956"
"2006","Pat Burrell","Phillies","144","567","29","80","95","0","17.3 %","23.1 %",".245",".294",".258",".388",".502",".381","126","-5.3","14.1","-18.1","1.5","949"
"1997","Henry Rodriguez","Expos","132","523","26","55","83","3","8.0 %","28.5 %",".235",".296",".244",".306",".479",".335","99","-0.7","-1.5","-0.3","1.5","1427"
"2007","Manny Ramirez","Red Sox","133","569","20","84","88","0","12.5 %","16.2 %",".197",".325",".296",".388",".493",".376","126","-3.6","14.8","-19.8","1.4","210"
"1992","Roberto Kelly","Yankees","152","640","10","81","66","28","6.4 %","15.0 %",".112",".308",".272",".322",".384",".319","99","3.5","2.8","-10.5","1.4","1006815"
"2003","Frank Catalanotto","Blue Jays","133","535","13","83","59","2","6.5 %","11.6 %",".174",".319",".299",".351",".472",".356","113","1.7","10.6","-14.8","1.4","1241"
"2005","Craig Monroe","Tigers","157","623","20","69","89","8","6.4 %","15.2 %",".169",".295",".277",".322",".446",".328","101","0.4","1.3","-8.6","1.4","1464"
"1997","Ryan Klesko","Braves","143","525","24","67","84","4","9.1 %","24.8 %",".229",".311",".261",".334",".490",".354","112","-0.9","7.3","-9.6","1.4","1041"
"1995","Rusty Greer","Rangers","131","478","13","58","61","3","11.5 %","13.8 %",".153",".293",".271",".355",".424",".347","101","0.0","0.9","-2.9","1.4","1252"
"1998","Dante Bichette","Rockies","161","695","22","97","122","14","4.0 %","10.9 %",".178",".347",".331",".357",".509",".374","103","1.0","3.4","-10.9","1.4","1000946"
"1991","Joe Orsulak","Orioles","143","521","5","57","43","6","5.4 %","8.6 %",".080",".296",".278",".321",".358",".308","91","0.4","-5.3","2.4","1.4","1009852"
"1994","Turner Ward","Brewers","102","427","9","55","45","6","12.2 %","15.9 %",".125",".258",".232",".328",".357",".306","78","0.3","-12.4","11.6","1.4","1013625"
"1995","Tom Goodwin","Royals","133","537","4","72","28","50","7.1 %","13.4 %",".071",".332",".288",".346",".358",".321","86","2.0","-7.8","3.6","1.4","1114"
"2008","Garret Anderson","Angels","145","593","15","66","84","7","4.9 %","13.0 %",".140",".314",".293",".325",".433",".327","98","-1.9","-3.6","-2.5","1.4","2"
"2007","Pat Burrell","Phillies","155","598","30","77","97","0","19.1 %","20.1 %",".246",".276",".256",".400",".502",".392","132","-4.2","20.9","-26.5","1.4","949"
"1993","Shane Mack","Twins","128","553","10","66","61","15","7.4 %","13.7 %",".135",".308",".276",".335",".412",".333","100","1.0","0.9","-4.7","1.4","1007928"
"2000","Troy O'Leary","Red Sox","138","563","13","68","70","0","7.8 %","13.5 %",".150",".283",".261",".320",".411",".319","82","-0.9","-14.6","7.9","1.4","789"
"1991","Kevin McReynolds","Mets","143","578","16","65","74","6","8.5 %","8.0 %",".157",".256",".259",".322",".416",".327","107","-1.2","3.7","-9.6","1.3","1008690"
"2011","Martin Prado","Braves","129","590","13","66","57","4","5.8 %","8.8 %",".125",".266",".260",".302",".385",".302","89","-0.8","-8.2","2.5","1.3","3312"
"1998","Gregg Jefferies","- - -","144","592","9","72","58","12","4.9 %","5.4 %",".110",".304",".301",".333",".411",".325","92","1.1","-4.7","-0.6","1.3","1006379"
"2000","Jacque Jones","Twins","154","552","19","66","76","7","4.7 %","20.1 %",".178",".331",".285",".319",".463",".334","91","-0.8","-7.9","2.0","1.3","735"
"1993","Al Martin","Pirates","143","528","18","85","64","16","8.0 %","23.1 %",".200",".341",".281",".338",".481",".356","116","-0.4","9.8","-15.2","1.3","1167"
"2006","Adam Dunn","Reds","160","683","40","99","92","7","16.4 %","28.4 %",".257",".276",".234",".365",".490",".363","115","-1.0","12.2","-21.7","1.3","319"
"2001","Dmitri Young","Reds","142","586","21","68","69","8","6.3 %","13.1 %",".180",".319",".302",".350",".481",".352","109","-0.6","6.1","-11.7","1.3","505"
"1998","Jose Canseco","Blue Jays","151","658","46","98","107","29","9.9 %","24.2 %",".281",".241",".237",".318",".518",".354","110","-1.6","6.9","-16.3","1.3","1001918"
"2002","Moises Alou","Cubs","132","534","15","50","61","8","8.8 %","11.4 %",".145",".287",".275",".337",".419",".330","101","-2.6","-2.0","-2.2","1.3","261"
"1993","Jerald Clark","Rockies","140","512","13","65","67","9","3.9 %","11.7 %",".161",".300",".282",".324",".444",".338","91","-0.6","-6.1","1.0","1.3","1002289"
"1992","Jerald Clark","Padres","146","526","12","45","58","3","4.2 %","18.4 %",".141",".277",".242",".278",".383",".296","83","0.5","-9.3","5.9","1.3","1002289"
"2001","Ben Grieve","Devil Rays","154","639","11","72","72","7","13.6 %","24.9 %",".124",".353",".264",".372",".387",".340","107","0.9","6.6","-15.7","1.3","1209"
"1996","Jason Giambi","Athletics","140","598","20","84","79","0","8.5 %","15.9 %",".190",".319",".291",".355",".481",".362","112","-0.6","9.4","-18.3","1.2","818"
"2005","Ryan Klesko","Padres","137","520","18","61","58","3","14.4 %","15.4 %",".169",".266",".248",".358",".418",".343","115","-2.7","6.9","-11.4","1.2","1041"
"1998","B.J. Surhoff","Orioles","162","634","22","79","92","9","7.7 %","12.8 %",".178",".288",".279",".332",".457",".337","102","-1.2","0.4","-9.8","1.2","117"
"2009","Chase Headley","Padres","156","612","12","62","64","10","10.1 %","21.7 %",".131",".325",".262",".342",".392",".326","104","0.3","3.5","-11.1","1.2","4720"
"2010","Raul Ibanez","Phillies","155","636","16","75","83","4","10.7 %","17.0 %",".169",".311",".275",".349",".444",".343","110","-2.9","4.8","-13.2","1.2","607"
"1996","Todd Hollandsworth","Dodgers","149","526","12","64","59","21","7.8 %","17.7 %",".146",".339",".291",".348",".437",".345","117","1.4","12.5","-15.7","1.2","433"
"2003","Jeromy Burnitz","- - -","126","505","31","63","77","5","6.9 %","22.2 %",".248",".248",".239",".299",".487",".329","101","1.0","1.4","-6.0","1.2","867"
"1991","Kal Daniels","Dodgers","137","531","17","54","73","6","11.9 %","21.8 %",".148",".293",".249",".337",".397",".331","111","0.8","7.7","-14.4","1.1","1002973"
"1992","Mariano Duncan","Phillies","142","605","8","71","50","23","2.8 %","17.9 %",".122",".314",".267",".292",".389",".306","92","3.3","-2.0","-6.6","1.1","1003554"
"2008","Gregor Blanco","Braves","144","519","1","52","38","13","14.3 %","19.1 %",".058",".321",".251",".366",".309",".315","89","2.8","-4.4","-1.4","1.1","3123"
"1998","Troy O'Leary","Red Sox","156","657","23","95","83","2","5.5 %","16.4 %",".198",".293",".270",".314",".468",".336","97","-0.5","-3.4","-7.9","1.1","789"
"2004","Craig Biggio","Astros","156","700","24","100","63","7","5.7 %","13.4 %",".188",".297",".281",".337",".469",".348","107","-0.5","5.7","-17.8","1.1","549"
"1995","Tim Raines","White Sox","133","581","12","81","67","13","12.0 %","9.0 %",".137",".297",".285",".374",".422",".356","114","1.6","11.8","-19.9","1.1","1406"
"2001","Pat Burrell","Phillies","155","618","27","70","89","2","11.3 %","26.2 %",".212",".316",".258",".346",".469",".348","110","-0.1","8.2","-17.0","1.1","949"
"2007","Shannon Stewart","Athletics","146","630","12","79","48","11","7.5 %","9.5 %",".104",".306",".290",".345",".394",".329","100","0.8","0.8","-11.5","1.1","1322"
"1990","George Bell","Blue Jays","142","608","21","67","86","3","5.3 %","13.2 %",".157",".271",".265",".303",".422",".317","96","-0.4","-3.0","-5.6","1.1","1000808"
"2001","Greg Vaughn","Devil Rays","136","562","24","74","82","11","12.6 %","23.1 %",".200",".266",".233",".333",".433",".329","100","0.0","-0.2","-8.6","1.1","1233"
"2011","Alfonso Soriano","Cubs","137","508","26","50","88","2","5.3 %","22.2 %",".225",".266",".244",".289",".469",".326","100","-4.0","-3.7","-2.2","1.0","847"
"2004","Matt Lawton","Indians","150","680","20","109","70","23","10.9 %","12.4 %",".144",".293",".277",".366",".421",".347","111","0.7","10.3","-23.1","1.0","390"
"2010","Rajai Davis","Athletics","143","561","5","66","52","50","4.6 %","13.9 %",".093",".322",".284",".320",".377",".309","92","6.6","1.4","-10.6","1.0","3708"
"1995","Al Martin","Pirates","124","486","13","70","41","20","9.1 %","18.9 %",".159",".332",".282",".351",".442",".347","106","-0.9","2.7","-8.9","1.0","1167"
"2001","Jacque Jones","Twins","149","520","14","57","49","12","7.5 %","17.7 %",".141",".317",".276",".335",".417",".327","96","-1.5","-3.9","-4.0","1.0","735"
"2006","Luis Gonzalez","Diamondbacks","153","668","15","93","73","0","10.3 %","8.7 %",".172",".277",".271",".352",".444",".341","98","0.8","-1.2","-11.8","0.9","55"
"2009","Carlos Lee","Astros","160","662","26","65","102","5","6.2 %","7.7 %",".189",".290",".300",".343",".489",".356","118","-9.8","4.5","-16.6","0.9","243"
"2009","Adam Dunn","Nationals","159","668","38","81","105","0","17.4 %","26.5 %",".262",".324",".267",".398",".529",".395","142","-2.6","32.1","-44.8","0.9","319"
"2007","Raul Ibanez","Mariners","149","636","21","80","105","0","8.3 %","15.3 %",".188",".316",".291",".351",".480",".357","119","-1.0","14.1","-27.4","0.8","607"
"2002","Marty Cordova","Orioles","131","513","18","55","64","1","9.2 %","21.6 %",".181",".295",".253",".325",".434",".330","103","-3.1","-1.4","-7.7","0.8","132"
"2006","Jay Payton","Athletics","142","588","10","78","59","8","3.7 %","8.8 %",".122",".310",".296",".325",".418",".321","93","1.8","-3.8","-8.0","0.8","890"
"1999","Carlos Lee","White Sox","127","518","16","66","84","4","2.5 %","13.9 %",".171",".311",".293",".312",".463",".333","92","-0.1","-5.6","-4.4","0.8","243"
"1994","Derrick May","Cubs","100","378","8","43","51","3","7.9 %","9.0 %",".136",".295",".284",".340",".420",".331","97","-0.3","-1.8","-2.8","0.8","1008293"
"1997","Ron Gant","Cardinals","139","562","17","68","62","14","10.3 %","28.8 %",".159",".302",".229",".310",".388",".309","82","0.3","-12.4","2.3","0.8","1032"
"1994","Bernard Gilkey","Cardinals","105","431","6","52","45","15","9.0 %","15.1 %",".111",".289",".253",".336",".363",".315","88","-0.5","-7.3","0.6","0.8","1004706"
"1991","Kirk Gibson","Royals","132","540","16","81","55","18","12.8 %","19.1 %",".167",".270",".236",".341",".403",".337","108","2.0","7.0","-17.3","0.8","1004669"
"1995","Mark McLemore","Rangers","129","542","5","73","41","21","10.9 %","13.1 %",".096",".297",".261",".346",".358",".317","82","-0.7","-13.5","2.6","0.8","1088"
"2004","Reed Johnson","Blue Jays","141","582","10","68","61","6","4.8 %","16.8 %",".110",".313",".270",".320",".380",".308","79","2.5","-12.8","0.4","0.7","1702"
"2001","Chuck Knoblauch","Yankees","137","600","9","66","44","38","9.7 %","12.2 %",".102",".274",".250",".339",".351",".311","90","3.7","-4.2","-9.2","0.7","609"
"2013","Eric Young","- - -","148","598","2","70","32","46","7.7 %","16.7 %",".087",".301",".249",".310",".336",".288","78","9.9","-4.8","-6.3","0.7","7158"
"2011","Logan Morrison","Marlins","123","525","23","54","72","2","10.3 %","18.9 %",".221",".265",".247",".330",".468",".346","116","-1.0","8.8","-18.5","0.7","9205"
"1994","Juan Gonzalez","Rangers","107","463","19","57","85","6","6.5 %","14.3 %",".197",".284",".275",".330",".472",".339","96","-0.6","-2.9","-5.8","0.7","1251"
"1996","Chad Curtis","- - -","147","587","12","85","46","18","11.9 %","15.0 %",".125",".280",".252",".341",".377",".323","88","-1.5","-11.2","-2.9","0.7","1002898"
"1997","Matt Lawton","Twins","142","548","14","74","60","7","13.9 %","14.8 %",".167",".273",".248",".366",".415",".350","106","-0.3","3.6","-15.8","0.7","390"
"1993","Eric Davis","- - -","131","511","20","71","68","35","10.8 %","20.7 %",".177",".264",".237",".319",".415",".322","97","4.2","2.6","-13.6","0.7","1003048"
"1990","Jim Eisenreich","Royals","142","545","5","61","51","12","7.7 %","9.4 %",".117",".302",".280",".335",".397",".329","105","-3.3","-0.1","-11.0","0.7","1003719"
"2001","B.J. Surhoff","Braves","141","531","10","68","58","9","7.2 %","9.0 %",".134",".279",".271",".321",".405",".311","86","0.5","-9.1","-1.8","0.7","117"
"1998","Garret Anderson","Angels","156","658","15","62","79","8","4.4 %","12.2 %",".161",".317",".294",".325",".455",".334","97","0.3","-2.1","-14.0","0.6","2"
"1991","Dan Gladden","Twins","126","511","6","65","52","15","7.0 %","11.7 %",".108",".271",".247",".306",".356",".300","80","-0.6","-12.9","2.9","0.6","1004750"
"1997","Deion Sanders","Reds","115","509","5","53","23","56","6.7 %","13.2 %",".090",".309",".273",".329",".363",".310","83","5.6","-5.6","-4.4","0.6","1011415"
"1994","Luis Polonia","Yankees","95","394","1","62","36","20","9.4 %","9.1 %",".103",".344",".311",".383",".414",".356","112","-1.3","4.9","-11.9","0.6","1010427"
"2007","Luis Gonzalez","Dodgers","139","526","15","70","68","6","10.6 %","10.6 %",".155",".289",".278",".359",".433",".348","109","-0.7","5.1","-16.4","0.6","55"
"2008","Adam Dunn","- - -","158","651","40","79","100","2","18.7 %","25.2 %",".277",".258",".236",".386",".513",".384","130","-2.0","22.1","-37.6","0.6","319"
"2001","Alex Ochoa","- - -","148","593","8","73","52","17","7.6 %","12.8 %",".127",".307",".276",".334",".403",".323","84","-2.3","-14.8","1.0","0.6","700"
"1997","Gregg Jefferies","Phillies","130","531","11","68","48","12","10.0 %","5.1 %",".134",".253",".256",".333",".391",".320","87","-0.1","-9.0","-2.3","0.6","1006379"
"1996","Garret Anderson","Angels","150","642","12","79","72","7","4.2 %","13.1 %",".120",".313",".285",".314",".405",".312","79","-2.8","-21.6","2.3","0.5","2"
"1999","Ben Grieve","Athletics","148","558","28","80","86","4","11.3 %","19.4 %",".216",".288",".265",".358",".481",".366","116","0.8","12.7","-25.8","0.5","1209"
"2000","Rickey Henderson","- - -","123","519","4","75","32","36","17.0 %","14.5 %",".071",".272",".233",".368",".305",".319","87","2.2","-7.2","-5.9","0.5","194"
"2010","Brennan Boesch","Tigers","133","512","14","49","67","7","7.8 %","19.3 %",".159",".297",".256",".320",".416",".322","96","-0.2","-2.4","-10.1","0.5","914"
"2010","Scott Podsednik","- - -","134","595","6","63","51","35","6.7 %","13.9 %",".085",".338",".297",".342",".382",".322","99","3.9","2.9","-17.9","0.5","1095"
"2006","Jason Michaels","Indians","123","548","9","77","55","9","7.8 %","18.4 %",".123",".315",".267",".326",".391",".315","87","4.2","-5.1","-8.7","0.5","1399"
"2011","Jason Bay","Mets","123","509","12","59","57","11","11.0 %","21.4 %",".128",".295",".245",".329",".374",".312","98","0.7","-0.7","-11.1","0.4","1717"
"1995","Bobby Higginson","Tigers","131","486","14","61","43","6","12.8 %","22.0 %",".168",".264",".224",".329",".393",".321","87","-0.7","-8.9","-3.4","0.4","469"
"2011","Juan Rivera","- - -","132","521","11","46","74","5","8.3 %","14.6 %",".124",".281",".258",".319",".382",".309","93","-2.4","-6.5","-6.0","0.4","843"
"2003","Pat Burrell","Phillies","146","599","21","57","64","0","12.0 %","23.7 %",".195",".244",".209",".309",".404",".313","88","-0.8","-10.4","-4.9","0.4","949"
"2013","Chris Carter","Astros","148","585","29","64","82","2","12.0 %","36.2 %",".227",".311",".223",".320",".451",".337","113","-3.1","5.4","-20.9","0.4","9911"
"1997","Dante Bichette","Rockies","151","602","26","81","118","6","5.0 %","15.0 %",".201",".325",".308",".343",".510",".367","97","-0.9","-2.9","-12.1","0.4","1000946"
"1999","Richie Sexson","Indians","134","525","31","72","116","3","6.5 %","22.3 %",".259",".268",".255",".305",".514",".345","98","-0.7","-2.2","-12.0","0.4","709"
"1997","Gerald Williams","Brewers","155","601","10","73","41","23","3.2 %","15.0 %",".117",".282",".253",".282",".369",".286","64","0.8","-26.8","9.5","0.4","1395"
"2012","Dayan Viciedo","White Sox","147","543","25","64","78","0","5.2 %","22.1 %",".188",".286",".255",".300",".444",".321","99","-3.1","-4.0","-10.2","0.4","3917"
"2006","Scott Podsednik","White Sox","139","592","3","86","45","40","9.1 %","16.2 %",".092",".312",".261",".330",".353",".305","76","4.2","-14.3","-2.6","0.3","1095"
"2002","Brian Daubach","Red Sox","137","506","20","62","78","2","10.1 %","24.9 %",".198",".325",".266",".348",".464",".351","112","-3.8","4.0","-18.3","0.3","186"
"2006","Craig Monroe","Tigers","147","585","28","89","92","2","6.3 %","21.5 %",".227",".280",".255",".301",".482",".329","96","0.4","-2.9","-14.3","0.3","1464"
"2003","Hideki Matsui","Yankees","163","695","16","82","106","2","9.1 %","12.4 %",".148",".309",".287",".353",".435",".342","109","-2.6","5.1","-26.9","0.2","1659"
"1998","Hal Morris","Royals","127","516","1","50","40","1","6.2 %","10.1 %",".072",".340",".309",".350",".381",".321","87","0.2","-8.6","-7.1","0.2","1009209"
"1994","Mike Greenwell","Red Sox","95","374","11","60","45","2","10.2 %","7.0 %",".183",".261",".269",".348",".453",".344","98","-0.5","-1.4","-9.3","0.2","1005006"
"2011","Vernon Wells","Angels","131","529","25","60","66","9","3.8 %","16.3 %",".194",".214",".218",".248",".412",".285","80","-1.5","-14.0","-1.3","0.2","1326"
"1995","Vince Coleman","- - -","115","500","5","66","29","42","7.4 %","16.0 %",".110",".340",".288",".343",".398",".330","93","1.7","-3.2","-12.1","0.2","1002433"
"1992","Luis Polonia","Angels","149","635","0","83","35","51","7.1 %","10.1 %",".043",".319",".286",".337",".329",".304","86","2.0","-8.1","-10.4","0.2","1010427"
"2011","Ryan Ludwick","- - -","139","558","13","56","75","1","9.1 %","22.2 %",".127",".287",".237",".310",".363",".298","92","-2.2","-7.7","-9.0","0.1","1260"
"2000","Al Martin","- - -","135","523","15","81","36","10","6.9 %","16.3 %",".167",".319",".285",".338",".452",".340","102","-2.1","-0.3","-15.9","0.1","1167"
"2006","Garret Anderson","Angels","141","588","17","63","85","1","6.5 %","16.2 %",".153",".308",".280",".323",".433",".319","90","-0.8","-8.7","-11.0","0.0","2"
"2011","Delmon Young","- - -","124","503","12","54","64","1","4.6 %","16.9 %",".125",".302",".268",".302",".393",".304","87","0.3","-7.1","-9.2","0.0","2140"
"2011","Carl Crawford","Red Sox","130","539","11","65","56","18","4.3 %","19.3 %",".150",".299",".255",".289",".405",".302","83","1.0","-9.6","-9.4","-0.2","1201"
"2005","Shannon Stewart","Twins","132","599","10","69","56","7","5.7 %","12.2 %",".114",".298",".274",".323",".388",".312","89","-1.4","-9.3","-13.1","-0.2","1322"
"2006","Jeff Conine","- - -","142","539","10","54","66","3","7.4 %","12.1 %",".131",".289",".268",".325",".399",".314","84","-1.5","-12.6","-8.3","-0.2","131"
"2009","Alfonso Soriano","Cubs","117","522","20","64","55","9","7.7 %","22.6 %",".182",".279",".241",".303",".423",".313","83","-0.1","-11.0","-8.2","-0.2","847"
"1992","Kevin Reimer","Rangers","148","547","16","56","58","2","7.7 %","18.8 %",".170",".309",".267",".336",".437",".348","118","-1.3","9.6","-30.8","-0.3","1010807"
"2005","Garret Anderson","Angels","142","603","17","68","96","1","3.8 %","13.9 %",".151",".305",".283",".308",".435",".316","93","-1.7","-6.5","-16.7","-0.3","2"
"2003","Terrence Long","Athletics","140","522","14","64","61","4","5.9 %","12.8 %",".140",".258",".245",".293",".385",".294","76","1.2","-14.7","-6.4","-0.3","927"
"1994","Phil Plantier","Padres","96","385","18","44","41","3","9.4 %","23.6 %",".220",".244",".220",".302",".440",".317","89","0.2","-5.5","-11.0","-0.4","1010388"
"2002","Roger Cedeno","Mets","149","562","7","65","41","25","7.5 %","16.4 %",".086",".304",".260",".318",".346",".297","80","3.3","-10.4","-11.2","-0.4","869"
"1991","Mel Hall","Yankees","141","527","19","67","80","0","4.9 %","7.6 %",".171",".276",".285",".321",".455",".340","110","-0.4","5.7","-27.1","-0.4","1005259"
"2010","Jonny Gomes","Reds","148","571","18","77","86","5","6.8 %","21.5 %",".164",".311",".266",".327",".431",".331","101","0.9","1.4","-23.5","-0.4","1845"
"1995","Joe Carter","Blue Jays","139","603","25","70","76","12","6.1 %","14.4 %",".176",".257",".253",".300",".428",".315","84","1.8","-10.6","-14.5","-0.5","1002018"
"1996","Tom Goodwin","Royals","143","587","1","80","35","66","6.6 %","13.5 %",".048",".330",".282",".334",".330",".303","71","3.1","-20.4","-7.3","-0.5","1114"
"1996","Joe Carter","Blue Jays","157","682","30","84","107","7","6.5 %","15.5 %",".222",".259",".253",".306",".475",".334","92","-1.4","-8.7","-22.4","-0.6","1002018"
"2008","Jose Guillen","Royals","153","633","20","66","97","2","3.6 %","16.7 %",".174",".291",".264",".300",".438",".319","90","-3.6","-11.8","-15.8","-0.6","57"
"2000","Ricky Ledee","- - -","137","531","13","59","77","13","11.1 %","18.5 %",".146",".270",".236",".322",".381",".311","76","-0.1","-17.5","-8.1","-0.6","1407"
"2006","Preston Wilson","- - -","135","537","17","58","72","12","5.4 %","22.5 %",".160",".314",".263",".307",".423",".313","85","3.4","-7.0","-19.4","-0.8","545"
"2008","Delmon Young","Twins","152","623","10","80","69","14","5.6 %","16.9 %",".115",".338",".290",".336",".405",".323","96","0.7","-2.4","-27.0","-0.8","2140"
"1995","Roberto Kelly","- - -","136","540","7","58","57","19","4.1 %","14.6 %",".095",".313",".278",".312",".373",".300","82","-0.7","-12.7","-14.5","-0.9","1006815"
"1999","Chad Allen","Twins","137","523","10","69","46","14","7.1 %","17.0 %",".119",".320",".277",".330",".395",".321","82","-0.4","-12.8","-15.0","-0.9","122"
"2000","Wil Cordero","- - -","127","536","16","64","68","1","6.0 %","14.2 %",".188",".299",".276",".328",".464",".342","96","-0.7","-3.4","-23.6","-0.9","770"
"2011","Juan Pierre","White Sox","158","711","2","80","50","27","6.0 %","5.8 %",".049",".294",".279",".329",".327",".296","80","2.9","-14.0","-17.8","-0.9","443"
"1990","Dan Gladden","Twins","136","571","5","64","40","25","4.6 %","11.7 %",".101",".305",".275",".314",".376",".310","88","1.2","-6.8","-20.9","-1.0","1004750"
"2009","Garret Anderson","Braves","135","534","13","52","61","1","5.1 %","13.7 %",".133",".286",".268",".303",".401",".306","83","-0.7","-11.6","-16.2","-1.1","2"
"2007","Jason Bay","Pirates","145","614","21","78","84","4","9.6 %","23.0 %",".171",".292",".247",".327",".418",".326","93","-0.2","-5.9","-25.7","-1.1","1717"
"1990","Jeffrey Leonard","Mariners","134","525","10","39","75","4","7.0 %","18.5 %",".105",".291",".251",".305",".356",".295","80","-0.2","-12.3","-16.5","-1.3","1007535"
"1996","Troy O'Leary","Red Sox","149","552","15","68","81","3","8.5 %","14.5 %",".167",".281",".260",".327",".427",".329","87","-0.4","-10.2","-23.2","-1.3","789"
"1996","Ruben Sierra","- - -","142","587","12","61","72","4","10.2 %","14.1 %",".127",".269",".247",".320",".375",".301","73","-1.1","-23.0","-13.2","-1.3","1099"
"1999","Brian Hunter","- - -","139","589","4","79","34","44","6.3 %","15.4 %",".069",".268",".232",".280",".301",".263","50","5.2","-34.0","-1.4","-1.3","562"
"1997","Joe Carter","Blue Jays","157","668","21","76","102","8","6.0 %","15.7 %",".165",".246",".234",".284",".399",".295","72","0.8","-23.0","-14.8","-1.4","1002018"
"2010","Melky Cabrera","Braves","147","509","4","50","42","7","8.3 %","12.6 %",".098",".288",".255",".317",".354",".292","77","-0.2","-14.2","-15.7","-1.4","4022"
"2010","Carlos Lee","Astros","157","649","24","67","89","3","5.7 %","9.1 %",".170",".238",".246",".291",".417",".310","89","-3.6","-11.8","-23.2","-1.5","243"
"1994","Vince Coleman","Royals","104","477","2","61","33","50","6.1 %","15.1 %",".100",".279",".240",".285",".340",".277","59","6.5","-19.6","-13.0","-1.6","1002433"
"2011","Raul Ibanez","Phillies","144","575","20","65","84","2","5.7 %","18.4 %",".174",".268",".245",".289",".419",".306","90","-1.6","-8.2","-25.5","-1.7","607"
"1990","Joe Carter","Padres","162","697","24","79","115","22","6.9 %","13.3 %",".159",".234",".232",".290",".391",".295","80","1.8","-14.7","-29.9","-2.0","1002018"
"1999","Dante Bichette","Rockies","151","659","34","104","133","6","8.2 %","12.7 %",".243",".295",".298",".354",".541",".379","100","-1.5","-1.8","-40.6","-2.1","1000946"
"1993","Luis Polonia","Angels","152","637","1","75","32","55","7.5 %","8.3 %",".056",".295",".271",".328",".326",".295","76","1.1","-17.3","-28.5","-2.6","1010427"
