"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1990","Candy Maldonado","Indians","155","651","22","76","95","3","7.5 %","20.6 %",".173",".315",".273",".330",".446",".344","114","-1.6","8.6","0.9","3.1","1008015"
"1999","Rondell White","Expos","138","588","22","83","64","10","5.4 %","14.5 %",".193",".333",".312",".359",".505",".372","115","-0.7","11.6","1.7","3.1","856"
"1998","Shannon Stewart","Blue Jays","144","605","12","90","55","51","11.1 %","12.7 %",".138",".308",".279",".377",".417",".357","111","2.4","11.3","-0.8","3.1","1322"
"1994","Brady Anderson","Orioles","111","525","12","78","48","31","10.9 %","14.3 %",".157",".291",".263",".356",".419",".344","102","5.8","7.0","6.1","3.0","364"
"2004","Jose Guillen","Angels","148","621","27","88","104","5","6.0 %","14.8 %",".204",".310",".294",".352",".497",".362","122","0.2","17.5","-7.8","3.0","57"
"2005","Manny Ramirez","Red Sox","152","650","45","112","144","1","12.3 %","18.3 %",".301",".295",".292",".388",".594",".411","152","-1.2","40.4","-32.6","3.0","210"
"1993","Moises Alou","Expos","136","535","18","70","85","17","7.1 %","9.9 %",".197",".287",".286",".340",".483",".354","116","1.0","11.3","-0.2","3.0","261"
"2002","Melvin Mora","Orioles","149","652","19","86","64","16","10.7 %","16.6 %",".171",".256",".233",".338",".404",".329","102","0.1","2.0","5.6","3.0","157"
"2008","Xavier Nady","- - -","148","607","25","76","97","2","6.4 %","17.0 %",".205",".334",".305",".357",".510",".375","128","-4.5","16.6","-6.7","3.0","1658"
"2005","Lance Berkman","Astros","132","565","24","76","82","4","16.1 %","12.7 %",".231",".302",".293",".411",".524",".399","144","-4.6","26.4","-14.7","3.0","548"
"2003","Shannon Stewart","- - -","136","644","13","90","73","4","8.1 %","10.2 %",".152",".323",".307",".364",".459",".356","115","-0.3","11.5","-3.4","3.0","1322"
"1999","Henry Rodriguez","Cubs","130","504","26","72","87","2","11.1 %","22.4 %",".239",".356",".304",".381",".544",".394","131","-1.4","19.5","-4.3","3.0","1427"
"1997","Michael Tucker","Braves","138","554","14","80","56","12","7.9 %","20.9 %",".162",".343",".283",".347",".445",".349","109","-0.6","6.0","6.5","3.0","635"
"2013","Alfonso Soriano","- - -","151","626","34","84","101","18","5.8 %","24.9 %",".234",".289",".255",".302",".489",".340","113","-0.6","8.6","-0.4","3.0","847"
"2005","Adam Dunn","Reds","160","671","40","107","101","4","17.0 %","25.0 %",".293",".279",".247",".387",".540",".392","138","0.8","32.4","-24.4","3.0","319"
"1997","B.J. Surhoff","Orioles","147","595","18","80","88","1","8.2 %","10.1 %",".174",".287",".284",".345",".458",".341","104","-0.2","3.1","6.0","3.0","117"
"1992","Ron Gant","Braves","153","602","17","74","80","32","7.5 %","16.8 %",".156",".287",".259",".321",".415",".330","105","2.4","5.8","3.6","3.0","1032"
"2005","Pat Burrell","Phillies","154","669","32","78","117","0","14.8 %","23.9 %",".222",".336",".281",".389",".504",".384","131","-8.8","17.7","-9.8","2.9","949"
"1995","Brady Anderson","Orioles","143","657","16","108","64","26","13.2 %","16.9 %",".182",".301",".262",".371",".444",".361","113","2.0","13.2","-5.3","2.9","364"
"2007","Carlos Lee","Astros","162","697","32","93","119","10","7.6 %","9.0 %",".225",".290",".303",".354",".528",".371","123","-2.9","17.5","-10.4","2.9","243"
"1993","Brady Anderson","Orioles","142","664","13","87","66","24","12.3 %","14.9 %",".163",".295",".263",".363",".425",".352","113","0.0","10.9","-2.7","2.9","364"
"2012","Yoenis Cespedes","Athletics","129","540","23","70","82","16","8.0 %","18.9 %",".214",".326",".292",".356",".505",".368","137","1.4","24.6","-14.5","2.9","13110"
"2012","Shane Victorino","- - -","154","666","11","72","55","39","8.0 %","12.0 %",".128",".278",".255",".321",".383",".310","94","7.0","2.0","4.4","2.9","1677"
"2007","Ryan Church","Nationals","144","530","15","57","70","3","9.2 %","20.2 %",".191",".322",".272",".349",".464",".352","113","0.4","9.1","2.9","2.9","2106"
"2006","Manny Ramirez","Red Sox","130","558","35","79","102","0","17.9 %","18.3 %",".298",".341",".321",".439",".619",".436","163","-3.8","41.5","-30.8","2.9","210"
"2013","Gregor Blanco","Giants","141","511","3","50","41","14","10.2 %","18.6 %",".084",".328",".265",".341",".350",".307","100","1.2","1.1","10.3","2.9","3123"
"2011","Carlos Lee","Astros","155","653","18","66","94","4","9.0 %","9.2 %",".171",".279",".275",".342",".446",".341","115","-7.0","4.3","2.5","2.9","243"
"2008","Raul Ibanez","Mariners","162","707","23","85","110","2","9.1 %","15.6 %",".186",".321",".293",".358",".479",".359","122","1.0","20.6","-15.7","2.9","607"
"2004","Hideki Matsui","Yankees","162","680","31","109","108","3","12.9 %","15.1 %",".224",".314",".298",".390",".522",".391","140","0.4","34.8","-28.8","2.8","1659"
"2008","Conor Jackson","Diamondbacks","144","612","12","87","75","10","9.6 %","10.0 %",".146",".319",".300",".376",".446",".363","113","2.4","12.6","-4.2","2.8","5997"
"2007","Adam Dunn","Reds","152","632","40","101","106","9","16.0 %","26.1 %",".289",".305",".264",".386",".554",".398","135","1.1","30.2","-22.1","2.8","319"
"1994","Rickey Henderson","Athletics","87","376","6","66","20","22","19.1 %","12.0 %",".105",".287",".260",".411",".365",".361","117","1.3","9.9","6.0","2.8","194"
"1995","Bernard Gilkey","Cardinals","121","531","17","73","69","12","7.9 %","13.2 %",".192",".318",".298",".358",".490",".369","124","-0.3","16.0","-5.2","2.8","1004706"
"2010","Alfonso Soriano","Cubs","147","548","24","67","79","5","8.2 %","22.4 %",".238",".295",".258",".322",".496",".352","114","1.5","10.7","-1.0","2.8","847"
"1997","Garret Anderson","Angels","154","662","8","76","92","10","4.5 %","10.6 %",".106",".328",".303",".334",".409",".325","92","0.3","-6.4","11.2","2.8","2"
"2008","Jason Bay","- - -","155","670","31","111","101","10","12.1 %","20.4 %",".236",".321",".286",".373",".522",".384","133","3.0","30.5","-24.8","2.8","1717"
"1996","Greg Vaughn","- - -","145","609","41","98","117","9","13.5 %","21.3 %",".279",".266",".260",".365",".539",".383","124","0.3","20.8","-12.9","2.8","1233"
"2007","Kenny Lofton","- - -","136","559","7","86","38","23","10.0 %","9.1 %",".118",".316",".296",".367",".414",".346","108","0.8","6.1","2.8","2.8","246"
"1990","John Kruk","Phillies","142","515","7","52","67","10","13.4 %","13.6 %",".140",".332",".291",".386",".431",".360","122","-0.2","13.3","-5.2","2.7","1007184"
"2005","Matt Holliday","Rockies","125","526","19","68","87","14","6.8 %","15.0 %",".198",".332",".307",".361",".505",".372","116","2.2","13.0","-2.9","2.7","1873"
"2007","Hideki Matsui","Yankees","143","634","25","100","103","4","11.5 %","11.5 %",".203",".285",".285",".367",".488",".369","124","4.1","23.3","-17.6","2.7","1659"
"1991","Tim Raines","White Sox","155","709","5","102","50","51","11.7 %","9.6 %",".077",".293",".268",".359",".345",".322","100","4.2","4.6","-1.0","2.7","1406"
"2005","Hideki Matsui","Yankees","162","704","23","108","116","2","8.9 %","11.1 %",".191",".315",".305",".367",".496",".369","128","0.4","24.9","-22.0","2.7","1659"
"1996","Luis Gonzalez","Cubs","146","555","15","70","79","9","11.0 %","8.8 %",".172",".273",".271",".354",".443",".345","108","-1.0","4.5","6.1","2.7","55"
"2001","Garret Anderson","Angels","161","704","28","83","123","13","3.8 %","14.2 %",".189",".302",".289",".314",".478",".334","104","0.0","3.4","-0.6","2.7","2"
"2003","Carl Everett","- - -","147","602","28","93","92","8","8.8 %","14.0 %",".222",".294",".287",".366",".510",".374","125","-2.3","16.4","-10.2","2.7","1249"
"2005","Luis Gonzalez","Diamondbacks","155","672","24","90","79","4","11.6 %","13.4 %",".188",".284",".271",".366",".459",".356","110","-2.5","6.0","-1.3","2.6","55"
"2005","Kevin Mench","Rangers","150","615","25","71","73","4","8.1 %","11.1 %",".205",".261",".264",".328",".469",".342","105","2.0","5.4","-0.3","2.6","1261"
"1993","Paul O'Neill","Yankees","141","547","20","71","75","2","8.0 %","12.6 %",".193",".328",".311",".367",".504",".380","134","-1.1","21.6","-12.9","2.6","1009818"
"2009","Juan Rivera","Angels","138","572","25","72","88","0","6.3 %","10.0 %",".191",".281",".287",".332",".478",".350","111","-6.1","2.1","4.5","2.6","843"
"2013","Nate McLouth","Orioles","146","593","12","76","36","30","8.9 %","14.5 %",".141",".288",".258",".329",".399",".323","101","6.1","6.7","-2.2","2.6","3190"
"1997","Bobby Higginson","Tigers","146","623","27","94","101","12","11.2 %","13.6 %",".222",".311",".299",".379",".520",".389","133","-0.6","25.5","-20.6","2.6","469"
"1995","Rickey Henderson","Athletics","112","487","9","67","54","32","14.8 %","13.6 %",".147",".337",".300",".407",".447",".383","130","1.9","21.1","-10.9","2.6","194"
"1995","Mike Greenwell","Red Sox","120","525","15","67","76","9","7.2 %","6.7 %",".162",".294",".297",".349",".459",".352","105","-0.5","2.7","5.4","2.6","1005006"
"2010","Juan Pierre","White Sox","160","734","1","96","47","68","6.1 %","6.4 %",".041",".294",".275",".341",".316",".302","80","12.4","-4.7","4.6","2.6","443"
"1999","Ron Gant","Phillies","138","605","17","107","77","13","14.0 %","18.5 %",".171",".300",".260",".364",".430",".353","103","1.3","3.6","3.0","2.5","1032"
"2004","Geoff Jenkins","Brewers","157","681","27","88","93","3","6.8 %","22.3 %",".209",".306",".264",".325",".473",".336","100","0.5","0.6","2.6","2.5","690"
"2009","Chris Coghlan","Marlins","128","565","9","84","47","8","9.4 %","13.6 %",".139",".365",".321",".390",".460",".374","127","0.8","19.3","-12.2","2.5","6878"
"1991","Roberto Kelly","Yankees","126","543","20","68","69","32","8.3 %","14.2 %",".177",".279",".267",".333",".444",".346","114","2.8","11.7","-5.2","2.5","1006815"
"2000","Delino DeShields","Orioles","151","643","10","84","86","37","10.7 %","12.8 %",".148",".326",".296",".369",".444",".356","110","2.9","11.6","-7.4","2.5","275"
"2004","Miguel Cabrera","Marlins","160","685","33","101","112","5","9.9 %","21.6 %",".219",".335",".294",".366",".512",".374","129","0.3","26.0","-23.5","2.5","1744"
"1998","Dmitri Young","Reds","144","590","14","81","83","2","8.0 %","15.9 %",".172",".351",".310",".364",".481",".366","119","-1.3","13.0","-6.4","2.5","505"
"2002","Brian Jordan","Dodgers","128","515","18","65","80","2","6.6 %","16.7 %",".185",".313",".285",".338",".469",".348","117","2.4","13.1","-5.0","2.5","658"
"1990","Ivan Calderon","White Sox","158","667","14","85","74","32","7.6 %","11.8 %",".148",".291",".273",".327",".422",".331","106","-0.1","4.4","-1.7","2.5","1001825"
"1990","Tim Raines","Expos","130","538","9","65","62","49","13.0 %","8.0 %",".105",".295",".287",".379",".392",".347","115","3.2","12.7","-8.5","2.4","1406"
"2000","B.J. Surhoff","- - -","147","587","14","69","68","10","7.0 %","9.9 %",".152",".305",".291",".344",".443",".343","101","1.2","1.7","3.0","2.4","117"
"1990","Mike Greenwell","Red Sox","159","682","14","71","73","8","9.5 %","6.3 %",".138",".300",".297",".367",".434",".355","118","-1.5","12.5","-11.1","2.4","1005006"
"1991","Greg Vaughn","Brewers","145","614","27","81","98","2","10.1 %","20.4 %",".212",".264",".244",".319",".456",".343","114","-0.4","9.6","-6.1","2.4","1233"
"1995","Luis Gonzalez","- - -","133","541","13","69","69","6","10.5 %","11.6 %",".178",".292",".276",".357",".454",".352","113","-2.4","6.6","-0.4","2.4","55"
"1999","Rusty Greer","Rangers","147","662","20","107","101","2","14.5 %","10.1 %",".192",".310",".300",".405",".493",".393","129","-0.5","24.8","-21.6","2.4","1252"
"2008","Fred Lewis","Giants","133","521","9","81","40","21","9.8 %","23.8 %",".158",".365",".282",".351",".440",".346","107","5.8","10.5","-3.7","2.4","4693"
"1997","Bernard Gilkey","Mets","145","606","18","85","78","7","11.6 %","18.3 %",".168",".277",".249",".338",".417",".333","102","-3.3","-2.0","6.7","2.4","1004706"
"2010","Bobby Abreu","Angels","154","667","20","88","78","24","13.0 %","19.8 %",".180",".296",".255",".352",".435",".347","119","0.6","15.7","-15.3","2.4","945"
"2008","David DeJesus","Royals","135","577","12","70","73","11","8.0 %","12.3 %",".145",".335",".307",".366",".452",".358","116","-2.4","8.7","-4.7","2.3","1825"
"2001","Bubba Trammell","Padres","142","546","25","66","92","2","8.8 %","14.3 %",".206",".263",".261",".330",".467",".341","110","-0.5","6.7","-0.7","2.3","1057"
"1994","Geronimo Berroa","Athletics","96","391","13","55","65","7","10.5 %","15.9 %",".179",".335",".306",".379",".485",".376","127","0.5","14.5","-3.7","2.3","1000900"
"2002","Jose Cruz","Blue Jays","124","522","18","64","70","7","9.8 %","20.3 %",".193",".277",".245",".317",".438",".327","95","4.0","0.9","4.4","2.3","1296"
"2012","Carlos Gonzalez","Rockies","135","579","22","89","85","20","9.7 %","19.9 %",".207",".352",".303",".371",".510",".374","120","2.7","16.4","-12.6","2.3","7287"
"2012","Mark Trumbo","Angels","144","586","32","66","95","4","6.1 %","26.1 %",".222",".316",".268",".317",".491",".346","124","-0.9","15.4","-12.4","2.3","6876"
"1992","Candy Maldonado","Blue Jays","137","560","20","64","66","2","10.5 %","20.0 %",".190",".314",".272",".357",".462",".368","128","-0.5","17.4","-14.4","2.3","1008015"
"1997","Luis Gonzalez","Astros","152","631","10","78","68","10","11.3 %","10.6 %",".118",".276",".258",".345",".376",".322","96","-1.0","-4.5","7.5","2.3","55"
"1998","Darin Erstad","Angels","133","592","19","84","82","20","7.3 %","13.0 %",".190",".315",".296",".353",".486",".361","114","1.4","12.5","-9.6","2.3","11"
"2013","Yoenis Cespedes","Athletics","135","574","26","74","80","7","6.4 %","23.9 %",".202",".274",".240",".294",".442",".318","102","0.6","2.2","-0.1","2.3","13110"
"2002","Raul Ibanez","Royals","137","544","24","70","103","5","7.4 %","14.0 %",".243",".304",".294",".346",".537",".374","123","-2.5","13.1","-9.0","2.3","607"
"2000","Matt Lawton","Twins","156","664","13","84","88","23","13.7 %","9.5 %",".155",".322",".305",".405",".460",".380","120","1.5","19.4","-18.0","2.3","390"
"2013","Alejandro De Aza","White Sox","153","675","17","84","62","20","7.4 %","21.8 %",".142",".318",".264",".323",".405",".320","98","3.5","1.9","-3.2","2.3","3371"
"2008","Skip Schumaker","Cardinals","153","594","8","87","46","8","7.9 %","10.1 %",".104",".328",".302",".359",".406",".340","106","2.6","7.2","-4.0","2.3","3704"
"1995","Stan Javier","Athletics","130","504","8","81","56","36","9.7 %","12.5 %",".109",".307",".278",".353",".387",".332","98","4.9","3.3","2.4","2.2","1006372"
"1996","Marty Cordova","Twins","145","640","16","97","111","11","8.3 %","15.0 %",".169",".343",".309",".371",".478",".368","112","-0.2","10.2","-10.6","2.2","132"
"1996","Henry Rodriguez","Expos","145","576","36","81","103","2","6.4 %","27.8 %",".286",".326",".276",".325",".562",".370","125","0.3","18.7","-12.6","2.2","1427"
"2000","Greg Vaughn","Devil Rays","127","545","28","83","74","8","14.7 %","23.5 %",".245",".290",".254",".365",".499",".372","116","1.2","13.2","-8.8","2.2","1233"
"2008","Pat Burrell","Phillies","157","645","33","74","86","0","15.8 %","21.1 %",".257",".271",".250",".367",".507",".375","125","-4.0","16.4","-15.2","2.2","949"
"1998","Cliff Floyd","Marlins","153","641","22","85","90","27","7.3 %","17.5 %",".199",".315",".282",".337",".481",".351","115","-0.7","11.3","-8.8","2.2","518"
"2006","Carlos Lee","- - -","161","695","37","102","116","19","8.3 %","9.4 %",".240",".281",".300",".355",".540",".375","123","0.3","21.5","-22.3","2.2","243"
"2000","Ben Grieve","Athletics","158","675","27","92","104","3","10.8 %","19.3 %",".207",".314",".279",".359",".487",".365","115","0.7","14.1","-14.3","2.2","1209"
"1996","Rickey Henderson","Padres","148","602","9","110","29","37","20.8 %","15.0 %",".103",".280",".241",".410",".344",".356","122","0.4","17.1","-12.3","2.2","194"
"2005","David Dellucci","Rangers","128","518","29","97","65","5","14.7 %","23.4 %",".262",".279",".251",".367",".513",".379","130","0.9","19.7","-16.1","2.1","1402"
"1999","Rickey Henderson","Mets","121","526","12","89","42","37","15.6 %","15.6 %",".151",".363",".315",".423",".466",".396","135","1.0","26.0","-19.7","2.1","194"
"1993","Phil Plantier","Padres","138","536","34","67","100","4","11.4 %","23.1 %",".268",".249",".240",".335",".509",".363","121","-1.2","12.8","-10.7","2.1","1010388"
"1998","Chad Curtis","Yankees","151","545","10","79","56","21","13.8 %","14.7 %",".116",".272",".243",".355",".360",".324","93","2.0","-2.7","5.2","2.1","1002898"
"2005","Pedro Feliz","Giants","156","615","20","69","81","0","6.2 %","16.6 %",".172",".269",".250",".295",".422",".309","84","-0.3","-12.6","13.8","2.1","1112"
"2000","Carlos Lee","White Sox","152","619","24","107","92","13","6.1 %","15.2 %",".184",".322",".301",".345",".484",".357","106","0.8","5.8","-5.8","2.1","243"
"2008","Luke Scott","Orioles","148","536","23","67","65","2","9.9 %","19.0 %",".215",".280",".257",".336",".472",".345","106","-0.4","3.9","-1.4","2.1","3469"
"2005","Scott Podsednik","White Sox","129","568","0","80","25","59","8.3 %","13.2 %",".059",".336",".290",".351",".349",".315","88","7.1","-1.1","2.2","2.1","1095"
"1993","Joe Carter","Blue Jays","155","669","33","92","121","8","7.0 %","16.9 %",".235",".257",".254",".312",".489",".345","108","0.5","7.0","-8.0","2.0","1002018"
"1992","Albert Belle","Indians","153","651","34","81","112","8","8.0 %","19.7 %",".217",".274",".260",".320",".477",".354","121","0.7","15.9","-18.0","2.0","1000802"
"1992","Mel Hall","Yankees","152","622","15","67","81","4","4.7 %","8.5 %",".149",".282",".280",".310",".429",".328","105","-0.1","3.6","-4.2","2.0","1005259"
"2005","Raul Ibanez","Mariners","162","690","20","92","89","9","10.3 %","14.3 %",".156",".305",".280",".355",".436",".345","115","-1.2","11.1","-14.5","2.0","607"
"1999","Darin Erstad","Angels","142","638","13","84","53","13","7.4 %","15.8 %",".121",".285",".253",".308",".374",".301","70","-0.6","-25.8","22.5","2.0","11"
"2009","Scott Podsednik","White Sox","132","587","7","75","48","30","6.6 %","12.6 %",".108",".341",".304",".353",".412",".338","99","4.7","3.9","-4.0","2.0","1095"
"2003","Dmitri Young","Tigers","155","635","29","78","85","2","9.1 %","20.5 %",".240",".339",".297",".372",".537",".381","136","-2.5","26.5","-28.3","2.0","505"
"1997","Wil Cordero","Red Sox","140","609","18","82","72","1","5.1 %","20.0 %",".151",".327",".281",".320",".432",".325","90","-1.1","-9.0","7.6","2.0","770"
"1993","Jeff Conine","Marlins","162","658","12","75","79","2","7.9 %","20.5 %",".111",".357",".292",".351",".403",".338","105","-0.3","3.7","-7.3","2.0","131"
"1991","Juan Gonzalez","Rangers","142","595","27","78","102","4","7.1 %","19.8 %",".215",".290",".264",".321",".479",".351","118","-0.8","11.9","-13.1","1.9","1251"
"1997","Albert Belle","White Sox","161","701","30","90","116","4","7.6 %","15.0 %",".216",".284",".274",".332",".491",".352","113","-0.9","10.5","-15.6","1.9","1000802"
"1998","Rickey Henderson","Athletics","152","670","14","101","57","66","17.6 %","17.0 %",".111",".273",".236",".376",".347",".336","100","7.6","7.7","-11.4","1.9","194"
"2001","Terrence Long","Athletics","162","687","12","90","85","9","7.6 %","15.0 %",".129",".319",".283",".335",".412",".321","96","0.5","-2.8","-1.9","1.9","927"
"1999","Al Martin","Pirates","143","593","24","97","63","20","8.3 %","20.1 %",".229",".315",".277",".337",".506",".359","107","2.7","8.2","-7.7","1.9","1167"
"2001","Carlos Lee","White Sox","150","605","24","75","84","17","6.3 %","14.0 %",".199",".279",".269",".321",".468",".337","104","0.3","3.3","-5.2","1.9","243"
"2001","Johnny Damon","Athletics","155","719","9","108","49","27","8.5 %","9.7 %",".107",".274",".256",".324",".363",".304","85","0.2","-13.4","7.2","1.9","185"
"2013","Daniel Nava","Red Sox","134","536","12","77","66","0","9.5 %","17.4 %",".142",".352",".303",".385",".445",".366","128","0.4","17.8","-18.4","1.8","5450"
"2003","Jacque Jones","Twins","136","548","16","76","69","13","3.8 %","19.2 %",".161",".352",".304",".333",".464",".342","107","2.4","7.1","-7.4","1.8","735"
"1997","Rickey Henderson","- - -","120","509","8","84","34","45","19.1 %","16.7 %",".094",".295",".248",".400",".342",".348","112","5.6","13.2","-11.1","1.8","194"
"2011","Josh Willingham","Athletics","136","563","29","69","98","4","9.9 %","26.6 %",".232",".287",".246",".332",".477",".350","123","-2.8","12.0","-12.8","1.8","2103"
"2002","Carlos Lee","White Sox","140","576","26","82","80","1","13.0 %","12.7 %",".220",".260",".264",".359",".484",".363","120","-1.3","12.7","-14.3","1.8","243"
"1994","Tim Raines","White Sox","101","453","10","80","52","13","13.5 %","9.5 %",".143",".275",".266",".365",".409",".344","107","2.6","6.5","-3.3","1.8","1406"
"2008","Jack Cust","Athletics","148","598","33","77","77","0","18.6 %","32.9 %",".245",".306",".231",".375",".476",".372","131","-2.0","20.6","-22.6","1.8","1564"
"2006","Josh Willingham","Marlins","142","573","26","62","74","2","9.4 %","19.0 %",".219",".303",".277",".356",".496",".364","120","-2.5","12.1","-12.9","1.8","2103"
"1991","Mike Greenwell","Red Sox","147","598","9","76","83","15","7.2 %","5.9 %",".119",".304",".300",".350",".419",".342","106","1.0","5.4","-7.4","1.8","1005006"
"1995","Dante Bichette","Rockies","139","612","40","102","128","13","3.6 %","15.7 %",".280",".349",".340",".364",".620",".416","131","-1.5","22.2","-24.1","1.8","1000946"
"2003","Rondell White","- - -","137","534","22","62","87","1","5.8 %","14.8 %",".199",".304",".289",".341",".488",".355","118","-5.9","6.5","-6.1","1.8","856"
"2003","Carl Crawford","Devil Rays","151","661","5","80","54","55","3.9 %","15.4 %",".081",".327",".281",".309",".362",".293","76","6.5","-13.7","8.7","1.8","1201"
"1998","Luis Gonzalez","Tigers","154","620","23","84","71","12","9.2 %","10.0 %",".208",".262",".267",".340",".475",".349","106","-0.6","4.3","-7.9","1.7","55"
"2004","Pat Burrell","Phillies","127","534","24","66","84","2","14.6 %","24.3 %",".199",".303",".257",".365",".455",".354","109","-3.4","2.9","-3.1","1.7","949"
"2002","Brad Wilkerson","Expos","153","603","20","92","59","7","13.4 %","26.7 %",".203",".348",".266",".370",".469",".363","118","-1.2","12.1","-14.2","1.7","804"
"2000","Dmitri Young","Reds","152","593","18","68","88","0","6.1 %","13.5 %",".188",".325",".303",".346",".491",".356","104","-1.3","2.2","-4.0","1.7","505"
"2007","Josh Willingham","Marlins","144","604","21","75","89","8","10.9 %","20.2 %",".198",".309",".265",".364",".463",".363","117","0.4","13.4","-15.7","1.7","2103"
"1994","Luis Gonzalez","Astros","112","450","8","57","67","15","10.9 %","12.7 %",".156",".297",".273",".353",".429",".340","108","-2.7","2.0","0.2","1.7","55"
"2000","Eric Owens","Padres","145","636","6","87","51","29","7.1 %","9.9 %",".087",".319",".293",".346",".381",".323","92","-0.5","-7.3","3.6","1.7","534"
"1997","Jason Giambi","Athletics","142","588","20","66","81","0","9.4 %","15.1 %",".202",".316",".293",".362",".495",".371","123","-0.4","17.2","-20.5","1.7","818"
"1991","George Bell","Cubs","149","603","25","63","86","2","5.3 %","10.3 %",".183",".279",".285",".323",".468",".346","114","-2.0","7.5","-11.1","1.7","1000808"
"2000","Jeffrey Hammonds","Rockies","122","511","20","94","106","14","8.6 %","16.2 %",".194",".370",".335",".395",".529",".396","110","-0.3","6.7","-5.8","1.7","687"
"2013","Domonic Brown","Phillies","139","540","27","65","83","8","7.2 %","18.0 %",".222",".287",".272",".324",".494",".351","123","1.1","15.3","-15.9","1.7","3154"
"1990","Billy Hatcher","Reds","139","545","5","68","25","30","6.1 %","7.7 %",".105",".293",".276",".327",".381",".318","92","1.8","-3.2","0.2","1.7","1005486"
"2007","Andre Ethier","Dodgers","153","507","13","50","64","0","9.1 %","13.4 %",".168",".305",".284",".350",".452",".341","104","0.4","3.1","-2.9","1.6","6265"
"2009","Randy Winn","Giants","149","597","2","65","51","16","7.9 %","15.6 %",".091",".308",".262",".318",".353",".298","79","3.6","-12.0","9.2","1.6","1235"
"2003","Jay Payton","Rockies","157","658","28","93","89","6","6.5 %","11.7 %",".210",".307",".302",".354",".512",".370","109","-0.4","7.0","-11.8","1.6","890"
"1991","Luis Polonia","Angels","150","662","2","92","50","48","7.9 %","11.2 %",".083",".333",".296",".352",".379",".330","103","0.5","3.1","-8.9","1.6","1010427"
"2000","Richie Sexson","- - -","148","607","30","89","91","2","9.7 %","26.2 %",".227",".330",".272",".349",".499",".364","110","0.5","8.9","-12.5","1.6","709"
"1997","Johnny Damon","Royals","146","524","8","70","48","16","8.0 %","13.4 %",".110",".309",".275",".338",".386",".323","89","-1.1","-8.3","6.1","1.6","185"
"2004","Jeff Conine","Marlins","140","579","14","55","83","5","8.3 %","13.5 %",".152",".303",".280",".340",".432",".334","103","-0.5","1.5","-4.4","1.6","131"
"1992","Greg Vaughn","Brewers","141","573","23","77","78","15","10.5 %","21.5 %",".182",".253",".228",".313",".409",".328","104","-2.9","-0.1","-2.7","1.6","1233"
"2013","Michael Brantley","Indians","151","611","10","66","73","17","6.5 %","11.0 %",".112",".304",".284",".332",".396",".320","103","3.3","5.5","-10.8","1.6","4106"
"2010","Delmon Young","Twins","153","613","21","77","112","5","4.6 %","13.2 %",".195",".312",".298",".333",".493",".354","120","-3.7","10.9","-16.1","1.6","2140"
"1998","Ellis Burks","- - -","142","582","21","76","76","11","10.0 %","19.1 %",".204",".331",".292",".365",".496",".372","110","-1.3","5.9","-7.8","1.6","372"
"1999","Shannon Stewart","Blue Jays","145","682","11","102","67","37","8.7 %","12.2 %",".107",".336",".304",".371",".411",".351","103","1.1","3.4","-10.4","1.6","1322"
"1995","Gregg Jefferies","Phillies","114","521","11","69","56","9","6.7 %","5.0 %",".142",".303",".306",".349",".448",".347","108","-0.5","4.6","-6.0","1.6","1006379"
"1993","Eric Young","Rockies","144","565","3","82","42","42","11.2 %","7.3 %",".084",".287",".269",".355",".353",".323","81","0.6","-12.3","8.2","1.6","716"
"2006","Melky Cabrera","Yankees","130","524","7","75","50","12","10.7 %","11.3 %",".111",".309",".280",".360",".391",".333","98","2.2","1.1","-2.7","1.6","4022"
"2012","Jason Kubel","Diamondbacks","141","571","30","75","90","1","10.0 %","26.4 %",".253",".296",".253",".327",".506",".352","117","-3.5","8.1","-11.1","1.6","2161"
"2005","Carlos Lee","Brewers","162","688","32","85","114","13","8.3 %","12.6 %",".222",".259",".265",".324",".487",".343","106","-2.1","2.9","-9.7","1.5","243"
"2003","Raul Ibanez","Royals","157","671","18","95","90","8","7.3 %","12.1 %",".160",".310",".294",".345",".454",".343","103","1.1","3.3","-10.9","1.5","607"
"2007","Reggie Willits","Angels","136","518","0","74","34","27","13.3 %","16.0 %",".051",".358",".293",".391",".344",".338","104","3.7","6.0","-8.3","1.5","5590"
"2004","Larry Bigbie","Orioles","139","531","15","76","68","8","8.5 %","21.3 %",".146",".336",".280",".341",".427",".335","102","4.0","5.4","-8.1","1.5","128"
"1999","Juan Encarnacion","Tigers","132","538","19","62","74","33","2.6 %","21.0 %",".194",".293",".255",".287",".450",".315","80","1.1","-13.4","9.4","1.5","320"
"2000","Mark Quinn","Royals","135","544","20","76","78","5","6.4 %","16.7 %",".194",".324",".294",".342",".488",".357","101","0.1","1.1","-4.7","1.5","621"
"1998","Quinton McCracken","Devil Rays","155","675","7","77","59","19","6.1 %","15.9 %",".119",".339",".292",".335",".410",".327","92","-0.5","-7.3","-0.7","1.5","1377"
"1996","Al Martin","Pirates","155","694","18","101","72","38","7.8 %","16.7 %",".152",".340",".300",".354",".452",".352","111","2.0","11.4","-16.5","1.5","1167"
"1990","Pete Incaviglia","Rangers","153","587","24","59","85","3","7.7 %","24.9 %",".187",".273",".233",".302",".420",".321","99","-1.2","-1.6","-2.5","1.5","1006257"
