"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"2011","Starlin Castro","Cubs","158","715","10","91","66","22","4.9 %","13.4 %",".125",".344",".307",".341",".432",".338","109","0.7","7.8","-0.3","3.1","4579"
"2013","Alexei Ramirez","White Sox","158","674","6","68","48","30","3.9 %","10.1 %",".096",".309",".284",".313",".380",".304","86","4.4","-5.9","12.7","3.1","5133"
"2001","Orlando Cabrera","Expos","162","684","14","64","96","19","6.3 %","7.9 %",".152",".281",".276",".324",".428",".322","87","0.7","-10.9","20.2","3.1","766"
"2009","Elvis Andrus","Rangers","145","541","6","72","40","33","7.4 %","14.2 %",".106",".305",".267",".329",".373",".313","81","7.6","-5.6","18.3","3.1","8709"
"1990","Ozzie Smith","Cardinals","143","592","1","61","50","32","10.3 %","5.6 %",".051",".264",".254",".330",".305",".293","78","3.8","-11.5","21.4","3.1","1012186"
"2010","Alex Gonzalez","- - -","157","640","23","74","88","1","4.8 %","18.4 %",".197",".275",".250",".294",".447",".321","96","-1.0","-3.8","12.5","3.1","520"
"1993","Tony Fernandez","- - -","142","594","5","65","64","21","9.4 %","7.6 %",".114",".296",".279",".348",".394",".332","100","0.2","0.4","10.6","3.1","1004002"
"2012","Derek Jeter","Yankees","159","740","15","99","58","9","6.1 %","12.2 %",".113",".347",".316",".362",".429",".347","117","0.8","15.5","-10.6","3.0","826"
"1999","Rey Ordonez","Mets","154","588","1","49","60","8","8.3 %","10.0 %",".060",".285",".258",".319",".317",".282","62","-0.2","-30.7","41.1","3.0","889"
"2002","Omar Vizquel","Indians","151","663","14","85","72","18","8.4 %","9.7 %",".143",".284",".275",".341",".418",".331","102","2.0","3.6","3.7","3.0","411"
"2008","Miguel Tejada","Astros","158","666","13","92","66","7","3.6 %","10.8 %",".131",".302",".283",".314",".415",".317","90","-0.6","-8.6","16.9","3.0","941"
"2004","Khalil Greene","Padres","139","554","15","67","65","4","9.6 %","17.0 %",".174",".305",".273",".349",".446",".339","110","0.8","7.7","4.2","3.0","1826"
"1990","Howard Johnson","Mets","154","668","23","89","90","34","10.3 %","15.0 %",".190",".254",".244",".319",".434",".329","106","3.4","8.4","-3.7","3.0","1006462"
"2010","Juan Uribe","Giants","148","575","24","64","85","1","7.8 %","16.0 %",".192",".256",".248",".310",".440",".324","102","-2.0","-0.5","11.0","3.0","454"
"2009","Asdrubal Cabrera","Indians","131","581","6","81","68","17","7.6 %","15.3 %",".130",".360",".308",".361",".438",".351","112","3.4","12.1","-2.5","2.9","4962"
"1997","Royce Clayton","Cardinals","154","619","9","75","61","30","5.3 %","17.6 %",".132",".311",".266",".306",".398",".307","81","1.7","-13.3","22.9","2.9","226"
"1993","Andujar Cedeno","Astros","149","569","11","69","56","9","8.4 %","17.0 %",".129",".328",".283",".346",".412",".333","106","-1.0","3.3","5.6","2.9","1002099"
"2004","Rafael Furcal","Braves","143","632","14","103","59","29","9.2 %","11.2 %",".135",".296",".279",".344",".414",".330","97","10.5","8.0","0.5","2.9","88"
"2008","Marco Scutaro","Blue Jays","145","592","7","76","60","7","9.6 %","11.0 %",".089",".290",".267",".341",".356",".315","89","-1.1","-9.0","17.9","2.9","1555"
"2004","Michael Young","Rangers","160","739","22","114","99","12","6.0 %","12.0 %",".170",".333",".313",".353",".483",".359","110","6.7","15.9","-11.6","2.9","1286"
"1999","Rey Sanchez","Royals","134","518","2","66","56","11","4.2 %","9.3 %",".075",".322",".294",".329",".370",".310","74","-0.1","-18.3","29.0","2.9","213"
"2001","Shane Halter","Tigers","136","507","12","53","65","3","7.3 %","19.7 %",".182",".337",".284",".344",".467",".346","115","-0.7","8.7","3.0","2.9","468"
"2004","Bobby Crosby","Athletics","151","623","22","70","64","7","9.3 %","22.6 %",".187",".278",".239",".319",".426",".324","93","1.4","-3.9","11.8","2.8","1818"
"2012","Hanley Ramirez","- - -","157","667","24","79","92","21","8.1 %","19.8 %",".180",".290",".257",".322",".437",".328","106","3.0","7.6","-1.7","2.8","8001"
"1993","Greg Gagne","Royals","159","581","10","66","57","10","5.7 %","16.0 %",".126",".320",".280",".319",".406",".321","92","-2.9","-8.5","18.2","2.8","1004427"
"2008","Cristian Guzman","Nationals","138","612","9","77","55","6","3.8 %","9.3 %",".124",".337",".316",".345",".440",".344","106","-1.9","2.7","5.5","2.8","728"
"1996","John Valentin","Red Sox","131","606","13","84","59","9","10.4 %","9.7 %",".140",".310",".296",".374",".436",".360","106","-2.9","2.4","4.4","2.8","1375"
"1990","Jody Reed","Red Sox","155","691","5","70","51","4","10.9 %","9.4 %",".100",".316",".289",".371",".390",".346","112","-1.1","8.1","-3.6","2.8","1010771"
"2011","Emilio Bonifacio","Marlins","152","641","5","78","36","40","9.2 %","20.1 %",".097",".372",".296",".360",".393",".335","109","5.1","11.6","-5.3","2.8","4054"
"2002","Rafael Furcal","Braves","154","693","8","95","47","27","6.2 %","16.5 %",".112",".324",".275",".323",".387",".313","88","4.2","-5.9","11.3","2.8","88"
"1999","Royce Clayton","Rangers","133","520","14","69","52","8","7.5 %","19.2 %",".157",".339",".288",".346",".445",".347","98","-1.1","-2.3","13.1","2.8","226"
"1999","Miguel Tejada","Athletics","159","674","21","93","84","8","8.5 %","13.9 %",".175",".265",".251",".325",".427",".328","92","-1.6","-9.2","14.4","2.8","941"
"2013","Elvis Andrus","Rangers","156","698","4","91","67","42","7.4 %","13.9 %",".060",".312",".271",".328",".331",".296","78","9.9","-7.6","10.1","2.8","8709"
"2007","Khalil Greene","Padres","153","659","27","89","97","4","4.9 %","19.4 %",".214",".274",".254",".291",".468",".321","98","2.2","0.1","6.4","2.8","1826"
"2012","Asdrubal Cabrera","Indians","143","616","16","70","68","9","8.4 %","16.1 %",".153",".303",".270",".338",".423",".332","112","0.0","8.4","-2.3","2.7","4962"
"2006","Orlando Cabrera","Angels","153","675","9","95","72","27","7.6 %","8.6 %",".122",".294",".282",".335",".404",".322","92","7.4","0.4","4.6","2.7","766"
"2012","J.J. Hardy","Orioles","158","713","22","85","68","0","5.3 %","14.9 %",".151",".253",".238",".282",".389",".290","79","0.4","-17.2","19.8","2.7","3797"
"1993","Mike Lansing","Expos","141","555","3","64","45","23","8.3 %","10.1 %",".081",".317",".287",".352",".369",".327","98","2.7","1.3","6.0","2.7","1007334"
"2003","Angel Berroa","Royals","158","635","17","92","73","21","4.6 %","15.7 %",".164",".319",".287",".338",".451",".340","101","2.5","3.1","2.1","2.7","591"
"1997","Omar Vizquel","Indians","153","642","5","89","49","43","8.9 %","9.0 %",".088",".304",".280",".347",".368",".323","89","3.5","-5.4","10.1","2.7","411"
"2003","Julio Lugo","- - -","139","556","15","64","55","12","7.9 %","18.0 %",".139",".311",".271",".333",".410",".326","97","2.2","0.2","7.8","2.7","565"
"2009","Jimmy Rollins","Phillies","155","725","21","100","77","31","6.1 %","9.7 %",".173",".251",".250",".296",".423",".312","85","4.9","-8.3","11.5","2.7","971"
"2001","Carlos Guillen","Mariners","140","523","5","72","53","4","10.1 %","17.0 %",".096",".307",".259",".333",".355",".307","89","0.3","-7.2","15.7","2.6","1079"
"2008","Michael Young","Rangers","155","708","12","102","82","10","7.8 %","15.4 %",".118",".323",".284",".339",".402",".328","95","5.2","0.5","1.9","2.6","1286"
"2007","Brendan Harris","Devil Rays","137","576","12","72","59","4","7.3 %","16.7 %",".148",".331",".286",".343",".434",".341","107","3.7","8.4","-1.5","2.6","2178"
"2000","Damian Jackson","Padres","138","541","6","68","37","28","11.5 %","20.0 %",".121",".318",".255",".345",".377",".324","93","2.9","-2.4","11.7","2.6","471"
"2010","Derek Jeter","Yankees","157","739","10","111","67","18","8.5 %","14.3 %",".100",".307",".270",".340",".370",".318","93","4.7","-1.5","1.8","2.6","826"
"2003","Alex Gonzalez","Marlins","150","582","18","52","77","0","5.7 %","18.2 %",".188",".286",".256",".313",".443",".318","93","-0.9","-6.3","13.7","2.6","520"
"1993","Ozzie Smith","Cardinals","141","603","1","75","53","21","7.1 %","3.0 %",".068",".293",".288",".337",".356",".313","90","1.0","-6.5","11.0","2.6","1012186"
"2001","Rey Sanchez","- - -","149","579","0","56","37","11","2.6 %","8.5 %",".055",".306",".281",".300",".336",".279","61","1.7","-27.4","33.4","2.6","213"
"2006","Aaron Hill","Blue Jays","155","606","6","70","50","5","6.9 %","10.9 %",".095",".319",".291",".349",".386",".323","90","4.2","-3.5","9.1","2.5","6104"
"1991","Tony Fernandez","Padres","145","621","4","81","38","23","8.9 %","11.9 %",".088",".308",".272",".337",".360",".319","99","1.0","0.2","3.8","2.5","1004002"
"2000","Omar Vizquel","Indians","156","717","7","101","66","22","12.1 %","10.0 %",".088",".314",".287",".377",".375",".343","96","-0.1","-4.2","5.8","2.5","411"
"2000","Rich Aurilia","Giants","141","571","20","67","79","1","9.5 %","15.8 %",".173",".293",".271",".339",".444",".340","100","-0.6","-0.4","8.1","2.5","1106"
"2005","David Eckstein","Cardinals","158","713","8","90","61","11","8.1 %","6.2 %",".102",".304",".294",".363",".395",".338","105","-1.2","3.6","-1.6","2.5","10"
"2010","Jose Reyes","Mets","133","603","11","83","54","30","5.1 %","10.4 %",".146",".301",".282",".321",".428",".325","102","2.3","3.7","1.4","2.5","1736"
"2002","Rich Aurilia","Giants","133","589","15","76","61","1","6.3 %","15.3 %",".156",".280",".257",".305",".413",".313","91","-0.2","-6.7","12.2","2.4","1106"
"2012","Jhonny Peralta","Tigers","150","585","13","58","63","1","8.4 %","17.9 %",".145",".275",".239",".305",".384",".301","85","-3.5","-13.8","18.0","2.4","1738"
"2007","Michael Young","Rangers","156","692","9","80","94","13","6.8 %","15.5 %",".103",".366",".315",".366",".418",".346","105","1.1","5.8","-4.9","2.4","1286"
"2009","Miguel Tejada","Astros","158","674","14","83","86","5","2.8 %","7.1 %",".142",".318",".313",".340",".455",".345","110","-0.2","7.9","-5.5","2.4","941"
"1995","Royce Clayton","Giants","138","557","5","56","58","24","6.8 %","19.6 %",".098",".299",".244",".298",".342",".288","72","0.7","-18.9","24.2","2.4","226"
"2007","Jack Wilson","Pirates","135","535","12","67","56","2","7.1 %","8.6 %",".145",".303",".296",".350",".440",".340","102","-0.9","0.4","6.2","2.4","1017"
"2000","Deivi Cruz","Tigers","156","615","10","68","82","1","2.1 %","7.0 %",".148",".309",".302",".318",".449",".329","92","-1.6","-7.9","11.0","2.4","1025"
"1996","Mark Grudzielanek","Expos","153","696","6","99","49","33","3.7 %","11.9 %",".091",".342",".306",".340",".397",".326","96","3.3","-0.6","4.2","2.4","653"
"2003","Jimmy Rollins","Phillies","156","689","8","85","62","20","7.8 %","16.4 %",".124",".308",".263",".320",".387",".309","85","1.1","-11.8","13.1","2.3","971"
"2007","Miguel Tejada","Orioles","133","569","18","72","81","2","7.2 %","9.7 %",".146",".302",".296",".357",".442",".346","108","-2.7","3.4","0.6","2.3","941"
"1994","Wil Cordero","Expos","110","467","15","65","63","16","8.8 %","13.3 %",".195",".314",".294",".363",".489",".369","120","1.9","13.7","-5.0","2.3","770"
"1998","Gary DiSarcina","Angels","157","595","3","73","56","11","3.5 %","8.6 %",".098",".310",".287",".321",".385",".312","83","-0.8","-13.8","16.5","2.3","1003322"
"2012","Zack Cozart","Reds","138","600","15","72","35","4","5.2 %","18.8 %",".153",".282",".246",".288",".399",".298","83","1.3","-11.0","13.9","2.3","2616"
"2009","Ryan Theriot","Cubs","154","677","7","81","54","21","7.5 %","13.7 %",".085",".323",".284",".343",".369",".319","87","1.5","-9.3","10.3","2.3","3811"
"2013","Brandon Crawford","Giants","149","550","9","52","43","1","7.6 %","17.5 %",".114",".290",".248",".311",".363",".296","92","-0.5","-5.4","10.1","2.3","5343"
"1996","Derek Jeter","Yankees","157","654","10","104","78","14","7.3 %","15.6 %",".115",".361",".314",".370",".430",".354","106","-0.5","5.3","-5.5","2.2","826"
"1996","Alex Gonzalez","Blue Jays","147","587","14","64","64","16","7.7 %","21.6 %",".156",".283",".235",".300",".391",".305","74","0.4","-20.5","21.1","2.2","281"
"1994","Royce Clayton","Giants","108","423","3","38","30","23","7.1 %","17.5 %",".091",".284",".236",".295",".327",".278","65","3.3","-15.6","23.7","2.2","226"
"2005","Juan Uribe","White Sox","146","540","16","58","71","4","6.3 %","14.3 %",".160",".264",".252",".301",".412",".308","84","0.4","-10.4","14.2","2.2","454"
"2005","Omar Vizquel","Giants","152","651","3","66","45","24","8.6 %","8.9 %",".079",".297",".271",".341",".350",".311","86","-0.7","-12.4","13.5","2.2","411"
"1993","Royce Clayton","Giants","153","607","6","54","70","11","6.3 %","15.0 %",".089",".325",".282",".331",".372",".315","94","-1.8","-6.5","7.2","2.2","226"
"2001","David Eckstein","Angels","153","664","4","82","41","29","6.5 %","9.0 %",".072",".312",".285",".355",".357",".321","95","4.0","-0.5","0.1","2.2","10"
"1998","Jose Hernandez","Cubs","149","533","23","76","75","4","7.5 %","26.3 %",".217",".309",".254",".311",".471",".335","100","-1.8","-1.9","7.5","2.2","688"
"2012","Alcides Escobar","Royals","155","648","5","68","52","35","4.2 %","15.4 %",".098",".344",".293",".331",".390",".316","97","8.2","6.0","-6.4","2.2","6310"
"2009","Alexei Ramirez","White Sox","148","606","15","71","68","14","8.1 %","10.9 %",".113",".288",".277",".333",".389",".319","86","1.4","-9.1","10.2","2.2","5133"
"2004","Jose Valentin","White Sox","125","504","30","73","70","8","8.5 %","27.6 %",".258",".237",".216",".287",".473",".320","88","0.2","-7.5","12.4","2.2","256"
"2004","David Eckstein","Angels","142","637","2","92","35","16","6.6 %","7.7 %",".057",".298",".276",".339",".332",".304","83","5.0","-9.0","9.3","2.2","10"
"1993","Walt Weiss","Marlins","158","591","1","50","39","7","13.4 %","12.4 %",".042",".307",".266",".367",".308",".310","86","0.3","-9.6","10.2","2.1","1013748"
"2007","Omar Vizquel","Giants","145","575","4","54","51","14","7.7 %","8.3 %",".070",".263",".246",".305",".316",".277","60","2.8","-27.2","30.2","2.1","411"
"1997","Jose Vizcaino","Giants","151","630","5","77","50","8","7.6 %","13.8 %",".085",".306",".266",".323",".350",".303","82","-1.8","-16.2","17.6","2.1","577"
"1990","Ozzie Guillen","White Sox","160","563","1","61","58","13","4.6 %","6.6 %",".062",".296",".279",".312",".341",".290","78","-4.3","-18.2","21.4","2.1","1005125"
"1995","Mike Bordick","Athletics","126","478","8","46","44","11","7.3 %","10.0 %",".086",".280",".264",".325",".350",".305","81","0.8","-11.4","16.5","2.1","129"
"1999","Rich Aurilia","Giants","152","614","22","68","80","2","7.0 %","11.6 %",".163",".287",".281",".336",".444",".339","99","-0.9","-1.6","3.9","2.1","1106"
"2001","Jimmy Rollins","Phillies","158","720","14","97","54","46","6.7 %","15.0 %",".145",".308",".274",".323",".419",".320","93","5.7","-1.3","-0.9","2.1","971"
"2003","Rich Aurilia","Giants","129","545","13","65","58","2","6.6 %","15.0 %",".133",".308",".277",".325",".410",".322","94","-1.5","-5.5","8.8","2.1","1106"
"2006","Adam Everett","Astros","150","566","6","52","59","9","6.0 %","12.5 %",".113",".265",".239",".290",".352",".278","62","-1.2","-29.5","31.7","2.1","1430"
"2001","Alex Gonzalez","Blue Jays","154","703","17","79","76","18","6.1 %","21.2 %",".135",".300",".253",".303",".388",".300","78","-1.2","-20.6","17.1","2.1","281"
"2010","Marco Scutaro","Red Sox","150","695","11","92","56","5","7.6 %","10.2 %",".112",".295",".275",".333",".388",".321","93","2.1","-3.7","0.2","2.1","1555"
"2005","Adam Everett","Astros","152","595","11","58","54","21","4.4 %","17.3 %",".117",".285",".248",".290",".364",".287","70","3.4","-19.1","20.3","2.1","1430"
"2013","Zack Cozart","Reds","151","618","12","74","63","0","4.2 %","16.5 %",".127",".285",".254",".284",".381",".289","78","2.6","-12.5","13.1","2.0","2616"
"1996","Jay Bell","Pirates","151","598","13","65","71","6","9.0 %","18.1 %",".140",".289",".250",".323",".391",".313","85","-0.7","-12.3","15.0","2.0","48"
"2000","Edgar Renteria","Cardinals","150","643","16","94","76","21","9.8 %","12.0 %",".146",".293",".278",".346",".423",".337","95","-1.7","-6.2","6.5","2.0","1178"
"1994","Mike Gallego","Yankees","89","357","6","39","41","0","10.6 %","12.9 %",".121",".260",".239",".327",".359",".309","81","-0.4","-9.2","17.0","2.0","1004458"
"2010","Elvis Andrus","Rangers","148","674","0","88","35","32","9.5 %","14.2 %",".036",".317",".265",".342",".301",".298","75","8.0","-11.8","8.2","2.0","8709"
"2009","Stephen Drew","Diamondbacks","135","595","12","71","65","5","8.2 %","14.6 %",".167",".288",".261",".320",".428",".321","87","1.6","-7.8","8.3","2.0","4251"
"2012","Jamey Carroll","Twins","138","537","1","65","40","9","9.7 %","12.1 %",".049",".306",".268",".343",".317",".299","87","-2.1","-10.3","11.6","2.0","1591"
"1990","Jay Bell","Pirates","159","696","7","93","52","10","9.3 %","15.7 %",".108",".298",".254",".329",".362",".315","97","-0.6","-3.4","-2.5","2.0","48"
"2000","Mike Bordick","- - -","156","644","20","88","80","9","7.6 %","15.4 %",".158",".311",".285",".341",".443",".342","101","-0.9","0.2","-1.2","2.0","129"
"2001","Craig Counsell","Diamondbacks","141","535","4","76","38","6","11.4 %","14.2 %",".087",".318",".275",".359",".362",".321","88","-2.3","-11.0","13.2","2.0","52"
"2011","Jamey Carroll","Dodgers","146","510","0","52","17","10","9.2 %","11.4 %",".058",".332",".290",".359",".347",".317","103","2.6","4.1","-1.5","1.9","1591"
"1994","Ozzie Smith","Cardinals","98","433","3","51","30","6","8.8 %","6.0 %",".087",".272",".262",".326",".349",".301","79","-0.1","-12.0","17.1","1.9","1012186"
"2011","Derek Jeter","Yankees","131","607","6","84","61","16","7.6 %","13.3 %",".092",".336",".297",".355",".388",".331","104","-1.7","1.3","-2.4","1.9","826"
"2010","Starlin Castro","Cubs","125","506","3","53","41","10","5.7 %","14.0 %",".108",".346",".300",".347",".408",".329","99","0.0","-0.8","3.6","1.9","4579"
"2004","Edgar Renteria","Cardinals","149","642","10","84","72","17","6.1 %","12.1 %",".114",".311",".287",".327",".401",".314","88","1.3","-8.7","7.0","1.9","1178"
"2005","Jack Wilson","Pirates","158","639","8","60","52","7","4.9 %","9.1 %",".106",".272",".257",".299",".363",".288","71","0.4","-22.7","21.3","1.9","1017"
"2012","Alexei Ramirez","White Sox","158","621","9","59","73","20","2.6 %","12.4 %",".099",".290",".265",".287",".364",".282","72","3.0","-17.4","15.4","1.9","5133"
"2006","Felipe Lopez","- - -","156","714","11","98","52","44","11.3 %","17.6 %",".107",".327",".274",".358",".381",".330","96","7.3","3.3","-7.7","1.9","1311"
"1999","Jose Hernandez","- - -","147","568","19","79","62","11","9.2 %","25.5 %",".159",".336",".266",".339",".425",".334","92","0.9","-5.1","6.4","1.9","688"
"1994","Jeff Blauser","Braves","96","434","6","56","45","1","8.8 %","14.7 %",".124",".291",".258",".329",".382",".316","86","-1.1","-8.8","13.2","1.9","1001062"
"1996","Royce Clayton","Cardinals","129","531","6","64","35","33","6.2 %","16.8 %",".094",".325",".277",".321",".371",".305","82","-0.3","-12.4","15.2","1.9","226"
"2001","Jose Hernandez","Brewers","152","592","25","67","78","5","6.6 %","31.3 %",".194",".327",".249",".300",".443",".313","85","-0.8","-12.1","11.6","1.9","688"
"2002","Orlando Cabrera","Expos","153","626","7","64","56","25","7.7 %","8.5 %",".117",".278",".263",".321",".380",".308","81","6.5","-8.2","6.4","1.8","766"
"2001","Ricky Gutierrez","Cubs","147","606","10","76","66","4","6.6 %","9.2 %",".112",".302",".290",".345",".402",".327","96","-0.5","-3.4","2.3","1.8","387"
"2004","Cristian Guzman","Twins","145","624","8","84","46","10","4.8 %","10.3 %",".109",".295",".274",".309",".384",".300","77","2.5","-15.9","13.1","1.8","728"
"2005","Jose Reyes","Mets","161","733","7","99","58","60","3.7 %","10.6 %",".114",".298",".273",".300",".386",".299","80","8.3","-10.3","4.7","1.8","1736"
"1995","Kurt Abbott","Marlins","120","468","17","60","60","4","7.7 %","23.5 %",".198",".302",".255",".318",".452",".332","99","-0.6","-1.4","4.0","1.8","1000013"
"2001","Melvin Mora","Orioles","128","503","7","49","48","11","8.2 %","18.1 %",".112",".296",".250",".329",".362",".306","88","0.4","-7.2","7.9","1.8","157"
"1993","Jose Vizcaino","Cubs","151","617","4","74","54","12","7.5 %","11.5 %",".071",".318",".287",".340",".358",".315","89","-1.2","-9.9","5.8","1.8","577"
"1995","Jose Offerman","Dodgers","119","511","4","69","33","2","13.5 %","13.1 %",".089",".332",".287",".389",".375",".352","118","-2.8","9.1","-7.9","1.8","205"
"2011","Alcides Escobar","Royals","158","598","4","69","46","26","4.2 %","12.2 %",".089",".285",".254",".290",".343",".280","70","1.6","-19.3","16.8","1.8","6310"
"2010","Yunel Escobar","- - -","135","567","4","60","35","6","9.9 %","10.1 %",".062",".282",".256",".337",".318",".301","83","-0.5","-11.8","10.2","1.7","4191"
"2001","Edgar Renteria","Cardinals","141","549","10","54","57","17","7.1 %","13.3 %",".112",".284",".260",".314",".371",".298","78","1.6","-14.2","13.8","1.7","1178"
"1995","Greg Gagne","Royals","120","482","6","58","49","3","7.9 %","12.4 %",".119",".282",".256",".316",".374",".307","77","-1.7","-16.2","17.0","1.7","1004427"
"2005","Edgar Renteria","Red Sox","153","692","8","100","70","9","7.9 %","14.5 %",".109",".315",".276",".335",".385",".319","90","3.9","-4.7","-1.9","1.7","1178"
"1993","Omar Vizquel","Mariners","158","630","2","68","31","12","7.9 %","11.3 %",".043",".288",".255",".319",".298",".286","69","-3.3","-27.1","24.0","1.7","411"
"1999","Deivi Cruz","Tigers","155","553","13","64","58","1","2.2 %","10.3 %",".143",".296",".284",".302",".427",".316","80","-1.6","-16.2","14.0","1.7","1025"
"1998","Mike Caruso","White Sox","133","555","5","81","55","22","2.5 %","6.8 %",".084",".321",".306",".331",".390",".319","89","1.8","-5.9","3.9","1.7","595"
"2013","Erick Aybar","Angels","138","589","6","68","54","12","3.9 %","10.0 %",".111",".292",".271",".301",".382",".299","91","2.5","-3.5","-0.4","1.7","4082"
"2013","Jimmy Rollins","Phillies","160","666","6","65","39","22","8.9 %","14.0 %",".097",".288",".252",".318",".348",".295","85","3.1","-8.5","4.1","1.7","971"
"2000","Rey Sanchez","Royals","143","555","1","68","38","7","5.0 %","9.9 %",".049",".303",".273",".314",".322",".288","57","0.1","-32.0","28.2","1.7","213"
"1997","Mark Grudzielanek","Expos","156","688","4","76","51","25","3.3 %","11.0 %",".111",".302",".273",".307",".384",".305","79","1.2","-16.8","11.4","1.6","653"
"1998","Chris Gomez","Padres","145","516","4","55","39","1","9.9 %","16.9 %",".111",".321",".267",".346",".379",".321","97","-1.1","-2.9","3.4","1.6","1208"
"2008","Stephen Drew","Diamondbacks","152","663","21","91","67","3","6.2 %","16.4 %",".211",".322",".291",".333",".502",".355","109","-3.4","3.7","-9.2","1.6","4251"
"2007","Jhonny Peralta","Indians","152","647","21","87","72","4","9.4 %","22.6 %",".160",".324",".270",".341",".430",".337","105","-4.2","-0.3","-5.6","1.6","1738"
"2006","Yuniesky Betancourt","Mariners","157","584","8","68","47","11","2.9 %","9.2 %",".115",".308",".289",".310",".403",".309","86","-0.2","-10.6","7.3","1.6","8585"
"2006","David Eckstein","Cardinals","123","552","2","68","23","7","5.6 %","7.4 %",".052",".313",".292",".350",".344",".313","87","0.5","-9.1","6.6","1.6","10"
"2012","Mike Aviles","Red Sox","136","546","13","57","60","14","4.2 %","14.1 %",".131",".269",".250",".282",".381",".288","75","3.0","-12.9","9.7","1.5","5986"
"1995","Walt Weiss","Rockies","137","537","1","65","25","15","18.2 %","10.6 %",".061",".297",".260",".403",".321",".340","81","1.5","-11.7","9.0","1.5","1013748"
"1996","Kevin Elster","Rangers","157","596","24","79","99","4","8.7 %","23.2 %",".210",".291",".252",".317",".462",".334","89","0.2","-8.7","2.4","1.5","1003758"
"2002","Jimmy Rollins","Phillies","154","705","11","82","60","31","7.7 %","14.6 %",".135",".275",".245",".306",".380",".301","81","5.1","-11.3","3.6","1.5","971"
"2011","Jason Bartlett","Padres","139","618","2","61","40","23","7.8 %","15.9 %",".061",".291",".245",".308",".307",".279","79","3.4","-11.3","6.2","1.5","8219"
"1991","Ozzie Guillen","White Sox","154","555","3","52","49","21","2.0 %","6.8 %",".067",".286",".273",".284",".340",".278","72","-1.7","-20.1","16.9","1.5","1005125"
"1991","Shawon Dunston","Cubs","142","534","12","59","50","21","4.3 %","12.0 %",".146",".272",".260",".292",".407",".305","86","1.8","-6.7","3.4","1.5","1401"
"1992","Tony Fernandez","Padres","155","694","4","84","37","20","8.1 %","8.9 %",".084",".299",".275",".337",".359",".318","98","-3.8","-5.1","-3.7","1.5","1004002"
"1997","Jose Valentin","Brewers","136","546","17","58","58","19","7.1 %","20.0 %",".154",".290",".253",".310",".407",".313","82","0.4","-12.3","8.0","1.5","256"
"1997","Kevin Stocker","Phillies","149","560","4","51","40","11","9.1 %","16.3 %",".089",".317",".266",".335",".355",".308","79","-0.3","-15.1","11.8","1.4","1012549"
"2007","Rafael Furcal","Dodgers","138","643","6","87","47","25","8.6 %","10.6 %",".084",".296",".270",".333",".355",".308","82","2.2","-12.5","6.0","1.4","88"
"2007","Yuniesky Betancourt","Mariners","155","559","9","72","67","5","2.7 %","8.6 %",".129",".302",".289",".308",".418",".313","89","0.5","-7.0","2.3","1.4","8585"
"1998","Royce Clayton","- - -","142","608","9","89","53","24","8.7 %","13.7 %",".115",".280",".251",".319",".366",".306","79","0.0","-15.9","10.6","1.4","226"
"1990","Dickie Thon","Phillies","149","595","8","54","48","12","6.2 %","12.9 %",".094",".284",".255",".305",".350",".291","77","0.2","-15.8","8.8","1.4","1013033"
"1995","Omar Vizquel","Indians","136","622","6","87","56","29","9.5 %","9.5 %",".085",".283",".266",".333",".351",".310","80","0.8","-15.3","8.3","1.4","411"
"2008","Bobby Crosby","Athletics","145","605","7","66","61","7","7.8 %","15.9 %",".112",".275",".237",".296",".349",".288","74","3.4","-15.9","9.4","1.4","1818"
"2004","Royce Clayton","Rockies","146","652","8","95","54","10","7.4 %","19.2 %",".118",".343",".279",".338",".397",".324","80","4.2","-12.4","4.7","1.4","226"
"2012","Yunel Escobar","Blue Jays","145","608","9","58","51","5","5.8 %","11.5 %",".091",".273",".253",".300",".344",".284","73","1.6","-17.7","10.8","1.4","4191"
"1993","Jose Offerman","Dodgers","158","696","1","77","62","30","10.2 %","10.8 %",".061",".303",".269",".346",".331",".308","89","0.8","-8.7","-2.3","1.4","205"
"1991","Alvaro Espinoza","Yankees","148","509","5","51","33","4","3.1 %","11.2 %",".088",".281",".256",".282",".344",".282","72","0.4","-16.5","13.4","1.3","1003828"
"2002","Carlos Guillen","Mariners","134","528","9","73","56","4","8.7 %","17.2 %",".133",".304",".261",".326",".394",".315","96","-1.1","-4.0","-1.0","1.3","1079"
"2000","Ricky Gutierrez","Cubs","125","542","11","73","56","8","12.2 %","10.7 %",".125",".294",".276",".375",".401",".350","104","0.8","3.5","-6.8","1.3","387"
"2010","Erick Aybar","Angels","138","589","5","69","29","22","5.9 %","13.8 %",".077",".289",".253",".306",".330",".286","78","4.8","-10.6","3.2","1.3","4082"
"1994","Greg Gagne","Royals","107","409","7","39","51","10","6.6 %","19.3 %",".133",".310",".259",".314",".392",".313","81","-5.5","-15.6","13.7","1.2","1004427"
"1999","Edgar Renteria","Cardinals","154","653","11","92","63","37","8.1 %","12.6 %",".125",".301",".275",".334",".400",".325","87","3.8","-8.0","-0.2","1.2","1178"
"2001","Neifi Perez","- - -","136","623","8","83","59","9","4.2 %","10.9 %",".117",".303",".279",".309",".396",".305","66","-0.8","-27.9","19.0","1.2","620"
