"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"2000","Rafael Furcal","Braves","131","542","4","87","37","40","13.5 %","14.8 %",".088",".349",".295",".394",".382",".355","107","1.6","6.5","10.7","3.3","88"
"2008","Yunel Escobar","Braves","136","587","10","71","60","2","10.1 %","10.6 %",".113",".311",".288",".366",".401",".341","106","0.6","5.1","8.8","3.3","4191"
"2013","Jean Segura","Brewers","146","623","12","74","49","44","4.0 %","13.5 %",".129",".326",".294",".329",".423",".329","106","2.4","6.5","5.3","3.3","5933"
"2003","Miguel Tejada","Athletics","162","703","27","98","106","10","7.5 %","9.2 %",".193",".272",".278",".336",".472",".344","109","3.9","12.2","-3.3","3.3","941"
"2008","Ryan Theriot","Cubs","149","661","1","85","38","22","11.0 %","8.8 %",".052",".339",".307",".387",".359",".341","99","3.1","2.4","8.4","3.2","3811"
"1996","Omar Vizquel","Indians","151","623","9","98","64","35","9.0 %","6.7 %",".120",".304",".297",".362",".417",".346","98","2.8","1.4","9.1","3.2","411"
"2009","Rafael Furcal","Dodgers","150","680","9","92","47","12","9.0 %","13.1 %",".106",".302",".269",".335",".375",".317","93","3.8","-2.4","12.2","3.2","88"
"2006","Omar Vizquel","Giants","153","659","4","88","58","24","8.5 %","7.7 %",".093",".316",".295",".361",".389",".331","95","-1.4","-5.6","16.1","3.2","411"
"2012","Starlin Castro","Cubs","162","691","14","78","78","25","5.2 %","14.5 %",".147",".315",".283",".323",".430",".323","99","-0.1","-0.9","9.2","3.2","4579"
"2004","Omar Vizquel","Indians","148","651","7","82","59","19","8.8 %","9.5 %",".097",".313",".291",".353",".388",".329","99","5.4","4.5","5.6","3.2","411"
