"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1999","Juan Gonzalez","Rangers","144","629","39","114","128","3","8.1 %","16.7 %",".276",".335",".326",".378",".601",".409","139","-0.7","31.6","-14.5","3.6","1251"
"2006","Vladimir Guerrero","Angels","156","665","33","92","116","15","7.5 %","10.2 %",".222",".327",".329",".382",".552",".386","134","-2.3","26.8","-11.8","3.6","778"
"1996","Bobby Higginson","Tigers","130","515","26","75","81","6","12.6 %","12.8 %",".257",".325",".320",".404",".577",".415","141","-0.3","29.1","-9.8","3.6","469"
"1999","Albert Belle","Orioles","161","722","37","108","117","17","14.0 %","11.4 %",".244",".291",".297",".400",".541",".400","139","2.1","39.9","-25.6","3.6","1000802"
"1993","Bobby Bonilla","Mets","139","582","34","81","87","3","12.4 %","16.5 %",".257",".261",".265",".352",".522",".373","128","-0.5","19.9","-4.5","3.6","1001168"
"2001","Magglio Ordonez","White Sox","160","671","31","97","113","25","10.4 %","10.4 %",".228",".303",".305",".382",".533",".388","138","1.9","34.0","-20.2","3.6","248"
"2001","Moises Alou","Astros","136","581","27","79","108","5","9.8 %","9.8 %",".222",".327",".331",".396",".554",".396","136","0.5","27.9","-10.2","3.6","261"
"2011","Matt Joyce","Rays","141","522","19","69","75","13","9.4 %","20.3 %",".201",".317",".277",".347",".478",".353","126","4.8","20.7","-4.3","3.5","3353"
"1995","David Justice","Braves","120","491","24","73","78","4","14.9 %","13.8 %",".226",".247",".253",".365",".479",".367","120","-0.2","12.3","6.7","3.5","923"
"1996","Juan Gonzalez","Rangers","134","592","47","89","144","2","7.6 %","13.9 %",".329",".296",".314",".368",".643",".418","141","0.3","33.7","-18.9","3.5","1251"
"2001","Trot Nixon","Red Sox","148","633","27","100","88","7","12.5 %","17.9 %",".224",".307",".280",".376",".505",".378","131","-0.4","24.0","-10.5","3.5","204"
"2006","Emil Brown","Royals","147","601","15","77","81","6","9.8 %","15.8 %",".171",".319",".287",".358",".457",".351","110","2.3","9.9","5.3","3.5","1197"
"2011","Nick Swisher","Yankees","150","635","23","81","85","2","15.0 %","19.7 %",".188",".295",".260",".374",".449",".360","124","-5.4","12.3","-0.1","3.5","4599"
"2006","Bobby Abreu","- - -","156","686","15","98","107","30","18.1 %","20.1 %",".164",".366",".297",".424",".462",".388","132","5.6","33.9","-21.8","3.4","945"
"1993","Orlando Merced","Pirates","137","527","8","68","70","3","14.6 %","12.1 %",".130",".350",".313",".414",".443",".381","132","-0.5","20.4","-4.8","3.4","1393"
"1998","Shawn Green","Blue Jays","158","689","35","106","100","35","7.3 %","20.6 %",".232",".307",".278",".334",".510",".362","115","1.8","15.1","-4.1","3.4","651"
"1998","Mark Kotsay","Marlins","154","623","11","72","68","10","5.5 %","9.8 %",".125",".295",".279",".318",".403",".316","92","-0.2","-6.6","21.0","3.4","1042"
"2010","Torii Hunter","Angels","152","646","23","76","90","9","9.4 %","16.4 %",".183",".307",".281",".354",".464",".357","126","-4.4","15.1","-4.4","3.4","731"
"2005","Ichiro Suzuki","Mariners","162","739","15","111","68","33","6.5 %","8.9 %",".133",".316",".303",".350",".436",".331","106","5.6","10.6","-2.5","3.4","1101"
"1990","Von Hayes","Phillies","129","568","17","70","73","16","15.3 %","14.3 %",".152",".277",".261",".375",".413",".349","115","0.2","10.1","2.5","3.4","1005531"
"2007","Jeff Francoeur","Braves","162","696","19","84","105","5","6.0 %","18.5 %",".151",".337",".293",".338",".444",".338","101","-2.5","-1.8","13.1","3.4","4792"
"2007","Austin Kearns","Nationals","161","674","16","84","74","2","10.5 %","15.7 %",".145",".299",".266",".355",".411",".338","104","0.5","3.8","8.1","3.3","332"
"1995","Bobby Bonilla","- - -","141","614","28","96","99","0","8.8 %","12.9 %",".247",".341",".329",".388",".576",".409","148","-2.3","35.7","-21.9","3.3","1001168"
"1990","David Justice","Braves","127","504","28","76","78","11","12.7 %","18.3 %",".253",".300",".282",".373",".535",".400","145","-0.4","25.9","-12.3","3.3","923"
"2002","Cliff Floyd","- - -","146","609","28","86","79","15","12.5 %","17.4 %",".244",".314",".288",".388",".533",".387","139","2.1","31.5","-18.4","3.3","518"
"1993","Darryl Hamilton","Brewers","135","573","9","74","48","21","7.9 %","10.8 %",".096",".338",".310",".367",".406",".347","109","-1.1","5.3","9.5","3.3","1005272"
"1999","Brian Jordan","Braves","153","645","23","100","115","13","7.9 %","12.6 %",".182",".291",".283",".346",".465",".351","104","-1.0","2.3","10.4","3.3","658"
"1993","Tony Gwynn","Padres","122","534","7","70","59","14","6.7 %","3.6 %",".139",".357",".358",".398",".497",".388","137","2.5","27.1","-13.2","3.3","1005166"
"1995","Orlando Merced","Pirates","132","545","15","75","83","7","9.5 %","13.6 %",".168",".325",".300",".365",".468",".361","115","0.4","10.6","4.2","3.3","1393"
"2003","Larry Walker","Rockies","143","564","16","86","79","7","17.4 %","15.4 %",".192",".321",".284",".422",".476",".389","121","1.6","16.7","-1.9","3.3","455"
"1994","Reggie Sanders","Reds","107","447","17","66","62","21","9.2 %","25.5 %",".218",".324",".263",".332",".480",".349","109","0.2","5.7","12.3","3.3","1129"
"2007","Vladimir Guerrero","Angels","150","660","27","89","125","2","10.8 %","9.4 %",".223",".324",".324",".403",".547",".396","143","-6.8","28.6","-18.4","3.2","778"
"2003","Aubrey Huff","Devil Rays","162","706","34","91","107","2","7.5 %","11.3 %",".244",".309",".311",".367",".555",".384","136","-3.0","29.0","-20.7","3.2","1213"
"2011","Giancarlo Stanton","Marlins","150","601","34","79","87","5","11.6 %","27.6 %",".275",".314",".262",".356",".537",".381","141","-12.5","15.6","-3.9","3.2","4949"
"1998","Eric Davis","Orioles","131","508","28","81","89","7","8.7 %","21.3 %",".254",".372",".327",".388",".582",".414","151","-1.2","32.7","-17.1","3.2","1003048"
"1995","Manny Ramirez","Indians","137","571","31","85","107","6","13.1 %","19.6 %",".250",".341",".308",".402",".558",".413","145","-1.6","32.3","-18.4","3.2","210"
"2012","Carlos Beltran","Cardinals","151","619","32","83","97","13","10.5 %","20.0 %",".227",".291",".269",".346",".495",".355","125","-2.7","15.5","-4.5","3.2","589"
"2000","Moises Alou","Astros","126","517","30","82","114","3","10.1 %","8.7 %",".269",".338",".355",".416",".623",".436","154","-0.7","37.2","-19.3","3.2","261"
"2008","Andre Ethier","Dodgers","141","596","20","90","77","6","9.9 %","14.8 %",".206",".330",".305",".375",".510",".383","134","1.0","26.5","-14.3","3.2","6265"
"2000","Shawn Green","Dodgers","162","714","24","98","99","24","12.6 %","16.9 %",".203",".297",".269",".367",".472",".362","116","2.6","18.4","-8.3","3.2","651"
"2003","Jody Gerut","Indians","127","525","22","66","75","4","6.7 %","13.3 %",".215",".287",".279",".336",".494",".354","117","-1.6","9.9","4.0","3.2","1696"
"2003","Jose Cruz","Giants","158","650","20","90","68","5","15.7 %","18.6 %",".163",".284",".250",".366",".414",".343","108","-2.8","4.1","6.7","3.2","1296"
"2006","Brian Giles","Padres","158","717","14","87","83","9","14.5 %","8.4 %",".134",".272",".263",".374",".397",".342","111","1.1","11.2","-2.8","3.2","990"
"2002","Tim Salmon","Angels","138","568","22","84","88","6","12.5 %","18.0 %",".217",".317",".286",".380",".503",".381","135","-2.8","21.7","-9.7","3.1","32"
"2013","Alex Rios","- - -","156","662","18","83","81","42","6.2 %","16.3 %",".154",".311",".278",".324",".432",".330","104","7.8","10.5","-3.3","3.1","2090"
"2007","Bobby Abreu","Yankees","158","699","16","123","101","25","12.0 %","16.5 %",".162",".322",".283",".369",".445",".358","117","2.3","17.4","-9.6","3.1","945"
"1994","Kirby Puckett","Twins","108","482","20","79","112","6","5.8 %","9.8 %",".223",".314",".317",".362",".540",".381","124","-0.1","15.3","0.4","3.1","1010557"
"2008","Matt Kemp","Dodgers","155","657","18","93","76","35","7.0 %","23.3 %",".168",".361",".290",".340",".459",".345","109","5.3","12.8","-3.1","3.1","5631"
"2013","Justin Upton","Braves","149","643","27","94","70","8","11.7 %","25.0 %",".201",".321",".263",".354",".464",".357","128","5.6","25.9","-16.3","3.1","5222"
"1990","Candy Maldonado","Indians","155","651","22","76","95","3","7.5 %","20.6 %",".173",".315",".273",".330",".446",".344","114","-1.6","8.6","0.9","3.1","1008015"
"1992","Ruben Sierra","- - -","151","656","17","83","87","14","6.9 %","10.4 %",".165",".285",".278",".323",".443",".335","110","1.1","8.7","-0.2","3.1","1099"
"2008","Hunter Pence","Astros","157","642","25","78","83","11","6.2 %","19.3 %",".197",".301",".269",".318",".466",".338","104","1.2","4.8","4.9","3.1","8252"
"1995","Paul O'Neill","Yankees","127","543","22","82","96","1","13.1 %","14.0 %",".226",".311",".300",".387",".526",".390","135","-0.8","23.9","-10.7","3.1","1009818"
"1998","Matt Lawton","Twins","152","662","21","91","77","16","13.0 %","9.7 %",".199",".282",".278",".387",".478",".377","122","-0.3","18.8","-10.3","3.1","390"
"1997","Darren Bragg","Red Sox","153","586","9","65","57","10","10.4 %","17.4 %",".129",".303",".257",".337",".386",".321","87","-0.5","-10.0","20.2","3.1","83"
"2009","Nelson Cruz","Rangers","128","515","33","75","76","20","9.5 %","22.9 %",".264",".278",".260",".332",".524",".363","114","1.5","10.2","2.6","3.0","2434"
"2010","Corey Hart","Brewers","145","614","31","91","102","7","7.3 %","22.8 %",".242",".324",".283",".340",".525",".373","130","2.3","24.5","-14.5","3.0","1945"
"2012","Ben Revere","Twins","124","553","0","70","32","40","5.2 %","9.8 %",".049",".325",".294",".333",".342",".300","87","7.5","-0.9","11.6","3.0","4712"
"1993","Moises Alou","Expos","136","535","18","70","85","17","7.1 %","9.9 %",".197",".287",".286",".340",".483",".354","116","1.0","11.3","-0.2","3.0","261"
"2011","Jay Bruce","Reds","157","664","32","84","97","8","10.7 %","23.8 %",".217",".297",".256",".341",".474",".349","119","0.7","15.1","-7.4","3.0","9892"
"2008","Xavier Nady","- - -","148","607","25","76","97","2","6.4 %","17.0 %",".205",".334",".305",".357",".510",".375","128","-4.5","16.6","-6.7","3.0","1658"
"1997","Jay Buhner","Mariners","157","665","40","104","109","0","17.9 %","26.3 %",".263",".279",".243",".383",".506",".388","132","0.1","27.5","-20.0","3.0","1001638"
"1997","Michael Tucker","Braves","138","554","14","80","56","12","7.9 %","20.9 %",".162",".343",".283",".347",".445",".349","109","-0.6","6.0","6.5","3.0","635"
"2001","Jeromy Burnitz","Brewers","154","651","34","104","100","0","12.3 %","23.0 %",".253",".280",".251",".347",".504",".358","115","-1.8","10.9","-1.9","3.0","867"
"2006","Jermaine Dye","White Sox","146","611","44","103","120","7","9.7 %","19.3 %",".306",".328",".315",".385",".622",".418","151","-2.8","37.1","-27.4","3.0","911"
"1991","Felix Jose","Cardinals","154","625","8","69","77","20","8.0 %","18.1 %",".134",".365",".305",".360",".438",".353","125","-0.8","16.7","-8.7","3.0","1610"
"1997","Derek Bell","Astros","129","547","15","67","71","15","7.3 %","17.2 %",".162",".313",".276",".344",".438",".344","110","0.0","6.9","5.5","2.9","1000801"
"2009","Nick Swisher","Yankees","150","607","29","84","82","0","16.0 %","20.8 %",".249",".272",".249",".371",".498",".376","125","-1.3","17.5","-8.9","2.9","4599"
"2002","Reggie Sanders","Giants","140","571","23","75","85","18","8.2 %","21.2 %",".206",".280",".250",".324",".455",".336","107","2.7","7.3","3.4","2.9","1129"
"2012","Andre Ethier","Dodgers","149","618","20","79","89","2","8.1 %","20.1 %",".176",".333",".284",".351",".460",".350","123","-0.2","16.8","-8.6","2.9","6265"
"2006","Mark DeRosa","Rangers","136","572","13","78","74","4","7.7 %","17.8 %",".160",".346",".296",".357",".456",".353","107","-1.6","3.7","6.8","2.9","1392"
"1993","Danny Tartabull","Yankees","138","611","31","87","102","0","15.1 %","25.5 %",".253",".294",".250",".363",".503",".376","131","0.1","23.2","-13.7","2.9","1012829"
"2007","Shane Victorino","Phillies","131","510","12","78","46","37","7.3 %","12.2 %",".143",".302",".281",".347",".423",".340","98","6.9","5.8","7.0","2.9","1677"
"2003","Raul Mondesi","- - -","143","586","24","83","71","22","9.6 %","16.6 %",".212",".291",".272",".343",".484",".353","113","-0.1","9.3","0.0","2.9","1314"
"2013","Andre Ethier","Dodgers","142","553","12","54","52","4","11.0 %","17.2 %",".151",".315",".272",".360",".423",".340","120","0.5","12.9","-2.7","2.9","6265"
"2004","Jeromy Burnitz","Rockies","150","606","37","94","110","5","9.6 %","20.5 %",".276",".304",".283",".356",".559",".383","119","-1.1","14.0","-4.8","2.9","867"
"2013","Will Venable","Padres","151","515","22","64","53","22","5.6 %","22.9 %",".216",".313",".268",".312",".484",".342","122","3.3","15.9","-4.6","2.9","211"
"1992","Joe Carter","Blue Jays","158","683","34","97","119","12","5.3 %","16.0 %",".235",".264",".264",".309",".498",".355","120","0.3","15.4","-10.5","2.9","1002018"
"2006","Michael Cuddyer","Twins","150","635","24","102","109","6","9.8 %","20.5 %",".221",".328",".284",".362",".504",".368","123","0.0","19.2","-11.4","2.9","1534"
"1996","Geronimo Berroa","Athletics","153","643","36","101","106","0","7.3 %","19.0 %",".242",".309",".290",".344",".532",".374","120","-1.5","15.9","-10.2","2.8","1000900"
"2001","Matt Lawton","- - -","151","657","13","95","64","29","12.9 %","12.2 %",".138",".303",".277",".382",".415",".352","113","2.3","13.4","-7.0","2.8","390"
"1997","Paul O'Neill","Yankees","149","637","21","89","117","10","11.8 %","14.4 %",".190",".352",".324",".399",".514",".393","139","-0.5","31.2","-24.7","2.8","1009818"
"1996","Orlando Merced","Pirates","120","507","17","69","80","8","10.1 %","14.6 %",".170",".310",".287",".357",".457",".354","112","-0.3","7.3","5.9","2.8","1393"
"1990","Tony Gwynn","Padres","141","629","4","79","72","17","7.0 %","3.7 %",".106",".315",".309",".357",".415",".336","106","0.0","4.6","0.5","2.8","1005166"
"1992","Darryl Hamilton","Brewers","128","528","5","67","62","41","8.5 %","8.0 %",".102",".314",".298",".356",".400",".343","114","2.7","11.1","-1.9","2.8","1005272"
"1993","Dante Bichette","Rockies","141","581","21","93","89","14","4.8 %","17.0 %",".216",".343",".310",".348",".526",".378","117","-0.4","11.9","-4.7","2.8","1000946"
"1994","Mark Whiten","Cardinals","92","374","14","57","53","10","9.9 %","20.1 %",".192",".340",".293",".364",".485",".361","118","-0.2","8.5","7.0","2.7","1013886"
"2003","Sammy Sosa","Cubs","137","589","40","99","103","0","10.5 %","24.3 %",".275",".307",".279",".358",".553",".382","131","-1.9","21.6","-13.0","2.7","302"
"2001","Richard Hidalgo","Astros","146","593","19","70","80","3","9.1 %","18.0 %",".180",".307",".275",".356",".455",".349","106","-1.6","2.8","5.6","2.7","561"
"1994","Darrin Jackson","White Sox","104","403","10","43","51","7","6.7 %","13.9 %",".144",".344",".312",".362",".455",".356","114","1.0","8.5","5.6","2.7","1006296"
"2009","Bobby Abreu","Angels","152","667","15","96","103","30","14.1 %","16.9 %",".142",".338",".293",".390",".435",".363","120","3.5","20.1","-15.8","2.7","945"
"2007","Mark Teahen","Royals","144","608","7","78","60","13","9.0 %","20.9 %",".125",".359",".285",".353",".410",".333","99","3.5","2.5","4.1","2.7","4511"
"2011","Andre Ethier","Dodgers","135","551","11","67","62","0","10.5 %","18.7 %",".129",".348",".292",".368",".421",".345","122","-5.7","8.2","0.1","2.7","6265"
"1993","Ellis Burks","White Sox","146","574","17","75","74","6","10.5 %","16.9 %",".166",".305",".275",".352",".441",".351","116","-2.4","8.7","-0.1","2.7","372"
"1992","Andre Dawson","Cubs","143","582","22","60","90","6","5.2 %","12.0 %",".179",".281",".277",".316",".456",".340","113","0.3","8.4","-1.1","2.7","1003091"
"2010","Hunter Pence","Astros","156","658","25","93","91","18","6.2 %","16.0 %",".179",".304",".282",".325",".461",".342","111","2.4","11.3","-6.4","2.7","8252"
"1996","Derek Bell","Astros","158","684","17","84","113","29","5.8 %","18.0 %",".155",".298",".263",".311",".418",".313","92","4.3","-2.2","8.0","2.6","1000801"
"2009","Michael Cuddyer","Twins","153","650","32","93","94","6","8.3 %","18.2 %",".245",".295",".276",".342",".520",".369","124","3.3","22.9","-18.9","2.6","1534"
"2005","Kevin Mench","Rangers","150","615","25","71","73","4","8.1 %","11.1 %",".205",".261",".264",".328",".469",".342","105","2.0","5.4","-0.3","2.6","1261"
"1993","Paul O'Neill","Yankees","141","547","20","71","75","2","8.0 %","12.6 %",".193",".328",".311",".367",".504",".380","134","-1.1","21.6","-12.9","2.6","1009818"
"1999","Paul O'Neill","Yankees","153","675","19","70","110","11","9.8 %","13.2 %",".174",".303",".285",".353",".459",".353","108","-1.9","5.3","-1.7","2.6","1009818"
"2011","Michael Cuddyer","Twins","139","584","20","70","70","11","8.2 %","16.3 %",".176",".312",".284",".346",".459",".351","120","0.2","14.1","-8.3","2.6","1534"
"2002","Trot Nixon","Red Sox","152","612","24","81","94","4","10.6 %","17.8 %",".214",".276",".256",".338",".470",".349","111","-1.0","7.2","-2.2","2.6","204"
"1997","Bobby Higginson","Tigers","146","623","27","94","101","12","11.2 %","13.6 %",".222",".311",".299",".379",".520",".389","133","-0.6","25.5","-20.6","2.6","469"
"1995","Jay Buhner","Mariners","126","539","40","86","121","0","11.1 %","22.3 %",".304",".263",".262",".343",".566",".382","127","-0.5","18.1","-9.8","2.6","1001638"
"2004","Ryan Freel","Reds","143","592","3","74","28","37","11.3 %","14.9 %",".091",".331",".277",".375",".368",".337","99","4.5","4.0","2.6","2.6","1207"
"1993","Mark McLemore","Orioles","148","663","4","81","72","21","9.7 %","13.9 %",".084",".328",".284",".353",".368",".326","96","-1.9","-5.0","9.7","2.6","1088"
"1997","Dave Martinez","White Sox","145","573","12","78","55","12","9.6 %","12.0 %",".127",".308",".286",".356",".413",".338","103","-0.1","2.0","3.9","2.6","1008160"
"2006","Brad Hawpe","Rockies","150","575","22","67","84","5","12.9 %","21.4 %",".222",".348",".293",".383",".515",".379","118","-0.5","13.2","-6.2","2.6","1885"
"2010","Justin Upton","Diamondbacks","133","571","17","73","69","18","11.2 %","26.6 %",".170",".354",".273",".356",".442",".349","109","0.8","7.1","-0.6","2.5","5222"
"2009","Andre Ethier","Dodgers","160","685","31","92","106","6","10.5 %","16.9 %",".237",".289",".272",".361",".508",".371","129","-0.8","23.8","-20.6","2.5","6265"
"1993","Reggie Sanders","Reds","138","563","20","90","83","27","9.1 %","21.0 %",".169",".317",".274",".343",".444",".344","107","1.4","6.3","-0.9","2.5","1129"
"2009","Kosuke Fukudome","Cubs","146","603","11","79","54","6","15.4 %","18.6 %",".162",".310",".259",".375",".421",".353","110","-1.6","5.9","0.0","2.5","3263"
"2011","Jeff Francoeur","Royals","153","656","20","77","87","22","5.6 %","18.8 %",".191",".323",".285",".329",".476",".347","115","-3.5","8.3","-5.7","2.5","4792"
"1992","Jose Canseco","- - -","119","512","26","74","87","6","12.3 %","25.0 %",".212",".280",".244",".344",".456",".361","130","-1.6","15.9","-9.0","2.5","1001918"
"1991","Andre Dawson","Cubs","149","596","31","69","104","4","3.7 %","13.4 %",".217",".266",".272",".302",".488",".346","114","-1.2","8.0","-3.1","2.5","1003091"
"2007","Jack Cust","Athletics","124","507","26","61","82","0","20.7 %","32.3 %",".248",".355",".256",".408",".504",".397","145","-6.4","22.3","-14.2","2.5","1564"
"2011","Jon Jay","Cardinals","159","503","10","56","37","6","5.6 %","16.1 %",".127",".340",".297",".344",".424",".338","115","0.3","9.1","-1.2","2.5","5227"
"1997","Sammy Sosa","Cubs","162","694","36","90","119","22","6.5 %","25.1 %",".229",".286",".251",".300",".480",".330","93","-0.7","-6.9","9.7","2.5","302"
"2013","Torii Hunter","Tigers","144","652","17","90","84","3","4.0 %","17.3 %",".162",".344",".304",".334",".465",".346","116","0.0","11.9","-10.5","2.5","731"
"2004","Miguel Cabrera","Marlins","160","685","33","101","112","5","9.9 %","21.6 %",".219",".335",".294",".366",".512",".374","129","0.3","26.0","-23.5","2.5","1744"
"1993","Wayne Kirby","Indians","131","511","6","71","60","17","7.2 %","11.4 %",".103",".293",".269",".323",".371",".311","87","1.4","-6.6","15.2","2.5","1006964"
"2000","Mark Kotsay","Marlins","152","578","12","87","57","19","7.3 %","8.0 %",".145",".307",".298",".347",".443",".344","102","-0.3","1.6","4.7","2.5","1042"
"1994","Jay Buhner","Mariners","101","436","21","74","68","0","15.1 %","14.4 %",".263",".283",".279",".394",".542",".400","138","-0.4","21.5","-10.6","2.5","1001638"
"2007","Michael Cuddyer","Twins","144","623","16","87","81","5","10.3 %","17.2 %",".157",".315",".276",".356",".433",".348","111","-0.7","8.2","-4.7","2.4","1534"
"2013","Michael Cuddyer","Rockies","130","540","20","74","84","10","8.5 %","18.5 %",".198",".382",".331",".389",".530",".396","139","1.1","24.9","-18.5","2.4","1534"
"1997","Gary Sheffield","Marlins","135","582","21","86","71","11","20.8 %","13.6 %",".196",".260",".250",".424",".446",".388","138","-0.8","27.0","-20.8","2.4","114"
"2004","Sammy Sosa","Cubs","126","539","35","69","80","0","10.4 %","24.7 %",".264",".275",".253",".332",".517",".358","114","-2.7","6.7","-0.4","2.4","302"
"2010","Bobby Abreu","Angels","154","667","20","88","78","24","13.0 %","19.8 %",".180",".296",".255",".352",".435",".347","119","0.6","15.7","-15.3","2.4","945"
"2005","Jay Gibbons","Orioles","139","518","26","72","79","0","5.4 %","10.8 %",".240",".268",".277",".317",".516",".353","117","-1.7","9.1","-3.2","2.4","141"
"2008","Vladimir Guerrero","Angels","143","600","27","85","91","5","8.5 %","12.8 %",".218",".311",".303",".365",".521",".374","129","-1.7","20.0","-16.6","2.4","778"
"2012","Ichiro Suzuki","- - -","162","663","9","77","55","29","3.3 %","9.2 %",".107",".300",".283",".307",".390",".300","90","2.3","-5.2","6.1","2.4","1101"
"2010","Nick Markakis","Orioles","160","709","12","79","60","7","10.3 %","13.1 %",".138",".331",".297",".370",".436",".353","116","-2.0","11.7","-12.8","2.4","5930"
"2012","Norichika Aoki","Brewers","151","588","10","81","50","30","7.3 %","9.4 %",".144",".304",".288",".355",".433",".344","113","0.5","9.5","-5.7","2.3","13075"
"2001","Bubba Trammell","Padres","142","546","25","66","92","2","8.8 %","14.3 %",".206",".263",".261",".330",".467",".341","110","-0.5","6.7","-0.7","2.3","1057"
"2012","Cody Ross","Red Sox","130","528","22","70","81","2","8.0 %","24.4 %",".214",".317",".267",".326",".481",".345","114","-0.6","8.2","-3.1","2.3","1760"
"2002","Jose Cruz","Blue Jays","124","522","18","64","70","7","9.8 %","20.3 %",".193",".277",".245",".317",".438",".327","95","4.0","0.9","4.4","2.3","1296"
"2012","Shin-Soo Choo","Indians","155","686","16","88","67","21","10.6 %","21.9 %",".159",".353",".283",".373",".441",".359","130","-0.7","23.4","-23.6","2.3","3174"
"2011","Jayson Werth","Nationals","150","649","20","69","58","19","11.4 %","24.7 %",".157",".286",".232",".330",".389",".319","100","4.7","4.4","-2.7","2.3","1327"
"2011","Torii Hunter","Angels","156","649","23","80","82","5","9.6 %","19.3 %",".167",".297",".262",".336",".429",".337","115","-1.1","10.0","-9.0","2.3","731"
"1992","Felix Jose","Cardinals","131","551","14","62","75","28","7.3 %","18.1 %",".138",".343",".295",".347",".432",".348","121","0.9","13.8","-9.7","2.3","1610"
"1996","Dave Nilsson","Brewers","123","516","17","81","84","2","11.0 %","13.2 %",".194",".358",".331",".407",".525",".402","131","-1.1","21.2","-15.8","2.3","1009601"
"2007","Randy Winn","Giants","155","653","14","73","65","15","6.7 %","13.0 %",".145",".329",".300",".353",".445",".348","106","1.7","6.8","-4.7","2.3","1235"
"1995","Tony Gwynn","Padres","135","577","9","82","90","17","6.1 %","2.6 %",".116",".364",".368",".404",".484",".387","137","1.0","28.3","-23.8","2.3","1005166"
"2005","Jermaine Dye","White Sox","145","579","31","74","86","11","6.7 %","17.1 %",".238",".284",".274",".333",".512",".361","119","0.0","13.6","-10.5","2.3","911"
"2000","Magglio Ordonez","White Sox","153","665","32","102","126","18","9.0 %","9.6 %",".231",".302",".315",".371",".546",".387","125","1.8","24.8","-22.8","2.3","248"
"2004","Shawn Green","Dodgers","157","671","28","92","86","5","10.6 %","17.0 %",".193",".287",".266",".352",".459",".350","113","-0.4","10.7","-9.9","2.3","651"
"2013","Giancarlo Stanton","Marlins","116","504","24","62","62","1","14.7 %","27.8 %",".231",".313",".249",".365",".480",".368","134","-0.3","19.2","-13.1","2.3","4949"
"1990","Andre Dawson","Cubs","147","581","27","72","100","16","7.2 %","11.2 %",".225",".308",".310",".358",".535",".380","132","2.2","23.6","-23.0","2.3","1003091"
"1993","Jay Buhner","Mariners","158","675","27","90","98","2","14.8 %","21.3 %",".204",".315",".272",".379",".476",".374","127","-1.5","20.9","-19.7","2.3","1001638"
"2000","Marvin Benard","Giants","149","633","12","102","55","22","10.0 %","15.3 %",".134",".298",".263",".342",".396",".330","94","1.3","-4.3","6.8","2.3","1382"
"2000","Matt Lawton","Twins","156","664","13","84","88","23","13.7 %","9.5 %",".155",".322",".305",".405",".460",".380","120","1.5","19.4","-18.0","2.3","390"
"1994","Gary Sheffield","Marlins","87","384","27","61","78","12","13.3 %","13.0 %",".307",".248",".276",".380",".584",".399","142","-0.2","20.6","-9.8","2.3","114"
"2010","J.D. Drew","Red Sox","139","546","22","69","68","3","11.0 %","19.2 %",".197",".282",".255",".341",".452",".347","110","0.1","6.8","-3.4","2.3","1152"
"1998","Bobby Higginson","Tigers","157","686","25","92","85","3","9.2 %","14.7 %",".196",".304",".284",".355",".480",".363","115","-0.7","12.6","-13.1","2.3","469"
"2005","Gary Sheffield","Yankees","154","675","34","104","123","10","11.6 %","11.3 %",".221",".284",".291",".379",".512",".382","137","2.4","33.2","-34.1","2.2","114"
"1997","Juan Gonzalez","Rangers","133","579","42","87","131","0","5.7 %","18.5 %",".293",".294",".296",".335",".589",".385","127","0.0","19.8","-17.3","2.2","1251"
"1995","Mickey Tettleton","Rangers","134","547","32","76","78","0","19.6 %","20.1 %",".273",".241",".238",".396",".510",".395","132","-0.2","22.6","-18.2","2.2","1012939"
"1991","Willie McGee","Giants","131","543","4","67","43","17","6.3 %","13.6 %",".097",".359",".312",".357",".408",".344","121","-0.2","12.6","-9.6","2.2","1008513"
"1998","Raul Mondesi","Dodgers","148","617","30","85","90","16","4.9 %","18.2 %",".217",".299",".279",".316",".497",".346","114","-1.1","10.0","-7.0","2.2","1314"
"2009","Ryan Ludwick","Cardinals","139","542","22","63","97","4","7.6 %","19.6 %",".181",".296",".265",".329",".447",".337","106","3.8","7.7","-3.6","2.2","1260"
"2012","Justin Upton","Diamondbacks","150","628","17","107","67","18","10.0 %","19.3 %",".150",".327",".280",".355",".430",".341","110","3.0","10.3","-9.7","2.1","5222"
"1993","Eric Anthony","Astros","145","540","15","70","66","3","9.1 %","16.3 %",".148",".275",".249",".319",".397",".320","97","-1.4","-3.1","5.4","2.1","1000273"
"2006","Nick Markakis","Orioles","147","542","16","72","62","2","7.9 %","13.3 %",".157",".314",".291",".351",".448",".345","106","2.4","6.4","-2.9","2.1","5930"
"1995","Kirby Puckett","Twins","137","602","23","83","99","3","9.3 %","14.8 %",".201",".339",".314",".379",".515",".380","123","-0.4","17.9","-16.6","2.1","1010557"
"2003","Tim Salmon","Angels","148","621","19","78","72","3","12.4 %","15.0 %",".189",".299",".275",".374",".464",".364","124","-2.0","16.6","-16.8","2.1","32"
"1994","Tim Salmon","Angels","100","435","23","67","70","1","12.4 %","23.4 %",".244",".335",".287",".382",".531",".392","132","-1.1","17.6","-10.5","2.1","32"
"2012","Jay Bruce","Reds","155","633","34","89","99","9","9.8 %","24.5 %",".263",".283",".252",".327",".514",".352","119","-3.1","11.5","-11.6","2.1","9892"
