"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"1993","Jeff King","Pirates","158","683","9","82","98","8","8.6 %","7.9 %",".111",".308",".295",".356",".406",".340","105","-0.7","3.8","7.5","3.5","1006931"
"2004","Chone Figgins","Angels","148","638","5","83","60","34","7.7 %","14.7 %",".123",".346",".296",".350",".419",".337","105","5.1","9.2","5.4","3.5","1580"
"1995","Travis Fryman","Tigers","144","640","15","79","81","4","9.8 %","15.6 %",".134",".307",".275",".347",".409",".335","96","-0.2","-3.4","17.3","3.5","385"
"2006","Eric Chavez","Athletics","137","576","22","74","72","3","14.6 %","17.4 %",".194",".257",".241",".351",".435",".340","105","-1.3","2.3","14.6","3.5","906"
"2013","Chase Headley","Padres","141","600","13","59","50","8","11.2 %","23.7 %",".150",".319",".250",".347",".400",".330","113","-3.0","5.7","9.2","3.5","4720"
"2010","David Wright","Mets","157","670","29","87","103","19","10.3 %","24.0 %",".220",".335",".283",".354",".503",".366","129","-1.8","21.4","-8.7","3.5","3787"
"2011","Alberto Callaspo","Angels","141","536","6","54","46","8","10.8 %","9.0 %",".086",".310",".288",".366",".375",".328","109","0.0","5.5","10.3","3.5","3336"
"2011","Kevin Youkilis","Red Sox","120","517","17","68","80","3","13.2 %","19.3 %",".202",".296",".258",".373",".459",".366","126","0.8","16.7","-0.3","3.5","1935"
"2005","Bill Hall","Brewers","146","546","17","69","62","18","7.1 %","18.9 %",".204",".336",".291",".342",".495",".358","116","3.1","13.9","3.3","3.5","1605"
"2011","Michael Young","Rangers","159","689","11","88","106","6","6.8 %","11.3 %",".136",".367",".338",".380",".474",".369","127","4.2","25.8","-15.1","3.5","1286"
"2004","Casey Blake","Indians","152","668","28","93","88","5","10.2 %","20.8 %",".215",".310",".271",".354",".486",".361","120","-1.0","16.4","-3.5","3.5","719"
"2006","Nick Punto","Twins","135","524","1","73","45","17","9.0 %","13.0 %",".083",".332",".290",".352",".373",".322","93","2.6","-2.3","20.1","3.5","1429"
"2002","Jose Valentin","White Sox","135","527","25","70","75","3","8.2 %","18.8 %",".230",".262",".249",".311",".479",".337","102","0.1","1.6","14.8","3.4","256"
"1996","Dave Hollins","- - -","149","616","16","88","78","6","13.6 %","19.0 %",".149",".309",".262",".377",".411",".352","102","-1.7","0.2","11.9","3.4","1391"
"1999","Adrian Beltre","Dodgers","152","614","15","84","67","18","9.9 %","17.1 %",".152",".314",".275",".352",".428",".338","100","0.4","0.8","14.4","3.4","639"
"1991","Travis Fryman","Tigers","149","612","21","65","91","12","6.5 %","24.3 %",".189",".313",".259",".309",".447",".335","106","0.4","4.6","8.5","3.4","385"
"1995","Gary Gaetti","Royals","137","578","35","76","96","3","8.1 %","15.7 %",".257",".251",".261",".329",".518",".360","111","-0.8","7.5","6.9","3.3","1004422"
"1996","Vinny Castilla","Rockies","160","673","40","97","113","7","5.2 %","13.1 %",".245",".299",".304",".343",".548",".377","106","0.4","5.6","8.4","3.3","84"
"1995","Bobby Bonilla","- - -","141","614","28","96","99","0","8.8 %","12.9 %",".247",".341",".329",".388",".576",".409","148","-2.3","35.7","-21.9","3.3","1001168"
"2009","David Wright","Mets","144","618","10","88","72","27","12.0 %","22.7 %",".140",".394",".307",".390",".447",".366","125","1.4","20.8","-7.5","3.3","3787"
"1993","Wade Boggs","Yankees","143","644","2","83","59","0","11.5 %","7.6 %",".061",".322",".302",".378",".363",".337","106","-0.2","4.3","8.3","3.3","1001124"
"2001","Mike Lowell","Marlins","146","614","18","65","100","1","7.0 %","12.9 %",".165",".297",".283",".340",".448",".338","106","-0.7","4.2","9.1","3.3","527"
"2011","Aramis Ramirez","Cubs","149","626","26","80","93","1","6.9 %","11.0 %",".204",".308",".306",".361",".510",".375","134","-5.7","18.9","-7.5","3.3","1002"
"2013","Todd Frazier","Reds","150","600","19","63","73","6","8.3 %","20.8 %",".173",".269",".234",".314",".407",".319","99","1.3","0.8","11.7","3.3","785"
"1999","Fernando Tatis","Cardinals","149","639","34","104","107","21","12.8 %","20.0 %",".255",".332",".298",".404",".553",".411","141","0.1","35.8","-20.7","3.2","798"
"2005","Brandon Inge","Tigers","160","694","16","75","72","7","9.1 %","20.2 %",".157",".311",".261",".330",".419",".327","100","0.1","0.5","7.9","3.2","470"
"2004","Chipper Jones","Braves","137","567","30","69","96","2","14.8 %","16.9 %",".237",".246",".248",".362",".485",".360","116","-0.3","11.7","2.3","3.2","97"
"2002","David Bell","Giants","154","628","20","82","73","1","8.6 %","12.7 %",".168",".270",".261",".333",".429",".333","104","0.7","4.2","7.6","3.2","1108"
"1990","Wade Boggs","Red Sox","155","713","6","89","63","0","12.2 %","9.5 %",".116",".328",".302",".386",".418",".356","118","-0.3","14.4","-6.9","3.2","1001124"
"2001","David Bell","Mariners","135","510","15","62","64","2","5.5 %","11.6 %",".155",".268",".260",".303",".415",".309","90","-0.1","-6.4","20.9","3.2","1108"
"2004","Joe Randa","Royals","128","539","8","65","56","0","7.4 %","14.3 %",".122",".321",".287",".343",".408",".329","91","-0.3","-6.4","20.4","3.2","623"
"2009","Mark Reynolds","Diamondbacks","155","662","44","98","102","24","11.5 %","33.7 %",".284",".338",".260",".349",".543",".381","127","0.0","22.1","-11.9","3.1","7619"
"2005","Aramis Ramirez","Cubs","123","506","31","72","92","0","6.9 %","11.9 %",".266",".291",".302",".358",".568",".392","136","-5.3","17.6","-2.6","3.1","1002"
"1998","Bill Mueller","Giants","145","622","9","93","59","3","12.7 %","13.3 %",".101",".331",".294",".383",".395",".351","115","-0.7","11.2","1.2","3.1","295"
"2012","Mike Moustakas","Royals","149","614","20","69","73","5","6.4 %","20.2 %",".171",".274",".242",".296",".412",".305","90","-1.1","-8.3","18.0","3.1","4892"
"1993","Dave Hollins","Phillies","143","640","18","104","93","2","13.3 %","17.0 %",".169",".307",".273",".372",".442",".362","119","-0.7","14.0","-5.8","3.1","1391"
"2013","Pedro Alvarez","Pirates","152","614","36","70","100","2","7.8 %","30.3 %",".240",".276",".233",".296",".473",".330","111","0.6","8.6","1.8","3.1","2495"
"2003","Adrian Beltre","Dodgers","158","608","23","50","80","2","6.1 %","16.9 %",".184",".253",".240",".290",".424",".305","86","-0.7","-11.4","22.9","3.1","639"
"2008","Chone Figgins","Angels","116","520","1","72","22","34","11.9 %","15.4 %",".042",".333",".276",".367",".318",".316","91","6.2","0.1","13.3","3.1","1580"
"1996","Wade Boggs","Yankees","132","574","2","80","41","1","11.7 %","5.6 %",".078",".326",".311",".389",".389",".349","103","-0.9","1.8","8.6","3.1","1001124"
"1997","Travis Fryman","Tigers","154","657","22","90","102","16","7.0 %","17.2 %",".166",".299",".274",".326",".440",".331","95","2.0","-2.4","10.4","3.1","385"
"2005","Troy Glaus","Diamondbacks","149","634","37","78","97","4","13.2 %","22.9 %",".264",".283",".258",".363",".522",".379","125","1.9","22.1","-12.1","3.1","15"
"2007","Adrian Beltre","Mariners","149","639","26","87","99","14","5.9 %","16.3 %",".207",".294",".276",".319",".482",".343","110","0.6","8.4","0.9","3.1","639"
"1997","Vinny Castilla","Rockies","159","668","40","94","113","2","6.6 %","16.2 %",".243",".312",".304",".356",".547",".384","109","-1.3","6.2","3.4","3.0","84"
"1994","Bobby Bonilla","Mets","108","460","20","60","67","1","12.0 %","22.0 %",".213",".342",".290",".374",".504",".375","129","-1.1","16.1","-0.1","3.0","1001168"
"1998","Edgardo Alfonzo","Mets","144","630","17","94","78","8","10.3 %","12.2 %",".149",".296",".278",".355",".427",".347","112","0.3","9.8","1.3","3.0","859"
"1994","Robin Ventura","White Sox","109","474","18","57","78","3","12.9 %","14.6 %",".177",".295",".282",".373",".459",".354","112","0.2","8.0","6.9","3.0","854"
"2000","Jeff Cirillo","Rockies","157","684","11","111","115","3","9.8 %","10.5 %",".151",".349",".326",".392",".477",".378","99","-1.1","-2.5","11.3","3.0","1073"
"1994","Edgar Martinez","Mariners","89","387","13","47","51","6","13.7 %","10.9 %",".196",".292",".285",".387",".482",".379","124","0.3","12.7","5.1","3.0","1086"
"2002","Placido Polanco","- - -","147","595","9","75","49","5","4.4 %","6.9 %",".115",".299",".288",".330",".403",".323","96","1.7","-1.2","11.8","3.0","1176"
"1990","Howard Johnson","Mets","154","668","23","89","90","34","10.3 %","15.0 %",".190",".254",".244",".319",".434",".329","106","3.4","8.4","-3.7","3.0","1006462"
"1996","B.J. Surhoff","Orioles","143","590","21","74","82","0","8.0 %","13.4 %",".190",".311",".292",".352",".482",".358","108","-0.6","6.1","2.7","3.0","117"
"1996","Dean Palmer","Rangers","154","652","38","98","107","2","9.0 %","22.2 %",".247",".309",".280",".348",".527",".372","113","0.2","11.7","-4.7","3.0","482"
"2013","Ryan Zimmerman","Nationals","147","633","26","84","79","6","9.5 %","21.0 %",".190",".316",".275",".344",".465",".353","125","2.8","20.8","-12.3","2.9","4220"
"2012","Alberto Callaspo","Angels","138","520","10","55","53","4","10.8 %","11.3 %",".109",".268",".252",".331",".361",".308","98","0.4","-1.0","12.1","2.9","3336"
"1996","Ed Sprague","Blue Jays","159","670","36","88","101","0","9.0 %","21.8 %",".249",".264",".247",".325",".496",".350","103","-0.1","2.3","3.2","2.9","1012356"
"2008","Melvin Mora","Orioles","135","570","23","77","104","3","6.5 %","12.3 %",".199",".289",".285",".342",".483",".356","114","-0.2","9.7","0.3","2.9","157"
"2006","Mark DeRosa","Rangers","136","572","13","78","74","4","7.7 %","17.8 %",".160",".346",".296",".357",".456",".353","107","-1.6","3.7","6.8","2.9","1392"
"2004","Vinny Castilla","Rockies","148","648","35","93","131","0","7.9 %","17.4 %",".264",".278",".271",".332",".535",".362","105","1.5","5.8","2.1","2.9","84"
"2008","Marco Scutaro","Blue Jays","145","592","7","76","60","7","9.6 %","11.0 %",".089",".290",".267",".341",".356",".315","89","-1.1","-9.0","17.9","2.9","1555"
"1990","Gary Sheffield","Brewers","125","547","10","67","67","25","8.0 %","7.5 %",".127",".299",".294",".350",".421",".345","118","0.8","11.9","-1.9","2.9","114"
"1995","Chipper Jones","Braves","140","602","23","87","86","8","12.1 %","16.4 %",".185",".286",".265",".353",".450",".354","112","-0.3","8.8","0.3","2.9","97"
"1993","Scott Cooper","Red Sox","156","597","9","67","63","5","9.7 %","13.6 %",".118",".314",".279",".355",".397",".331","96","0.3","-2.7","12.3","2.9","1002600"
"2001","Shane Halter","Tigers","136","507","12","53","65","3","7.3 %","19.7 %",".182",".337",".284",".344",".467",".346","115","-0.7","8.7","3.0","2.9","468"
"2009","Martin Prado","Braves","128","503","11","64","49","1","7.2 %","11.7 %",".158",".331",".307",".358",".464",".358","119","-0.7","10.9","1.4","2.8","3312"
"2012","Hanley Ramirez","- - -","157","667","24","79","92","21","8.1 %","19.8 %",".180",".290",".257",".322",".437",".328","106","3.0","7.6","-1.7","2.8","8001"
"2010","Casey McGehee","Brewers","157","670","23","70","104","1","7.5 %","15.2 %",".179",".306",".285",".337",".464",".347","113","-2.2","8.3","-2.3","2.8","6086"
"2010","Casey Blake","Dodgers","146","571","17","56","64","0","8.4 %","24.2 %",".159",".305",".248",".320",".407",".321","101","0.2","0.6","8.2","2.8","719"
"2009","Michael Young","Rangers","135","593","22","76","68","8","7.9 %","15.2 %",".196",".351",".322",".374",".518",".385","128","-6.7","14.1","-6.5","2.8","1286"
"1990","Kevin Seitzer","Royals","158","697","6","91","38","7","9.6 %","9.5 %",".095",".299",".275",".346",".370",".327","104","-0.9","2.2","2.4","2.8","1011730"
"2007","Akinori Iwamura","Devil Rays","123","559","7","82","34","12","10.4 %","20.4 %",".126",".355",".285",".359",".411",".341","107","0.4","5.1","4.0","2.8","7781"
"2007","Casey Blake","Indians","156","662","18","81","78","4","8.2 %","18.6 %",".167",".312",".270",".339",".437",".339","106","0.1","5.2","0.1","2.8","719"
"1995","Jeff King","Pirates","122","509","18","61","87","7","10.8 %","12.4 %",".191",".269",".265",".342",".456",".346","105","-0.5","2.8","7.8","2.7","1006931"
"1992","Leo Gomez","Orioles","137","552","17","62","64","2","11.4 %","14.1 %",".160",".281",".265",".356",".425",".353","120","-0.9","11.3","-3.7","2.7","1004822"
"2001","Robin Ventura","Mets","142","549","21","70","61","2","16.0 %","18.4 %",".182",".257",".237",".359",".419",".337","105","-1.8","1.9","8.0","2.7","854"
"2005","Chone Figgins","Angels","158","720","8","113","57","62","8.9 %","14.0 %",".107",".331",".290",".352",".397",".331","104","8.6","11.8","-9.3","2.7","1580"
"2013","Chris Johnson","Braves","142","547","12","54","68","0","5.3 %","21.2 %",".136",".394",".321",".358",".457",".354","126","-2.1","14.1","-5.2","2.7","1191"
"2010","Kevin Kouzmanoff","Athletics","143","586","16","59","71","2","4.1 %","16.4 %",".149",".270",".247",".283",".396",".296","84","0.3","-11.1","17.4","2.7","5995"
"1991","Carlos Baerga","Indians","158","654","11","80","69","3","7.3 %","11.3 %",".110",".313",".288",".346",".398",".335","107","-0.2","5.0","-0.4","2.7","175"
"1993","Mike Lansing","Expos","141","555","3","64","45","23","8.3 %","10.1 %",".081",".317",".287",".352",".369",".327","98","2.7","1.3","6.0","2.7","1007334"
"2002","Mike Lowell","Marlins","160","678","24","88","92","4","9.6 %","13.6 %",".194",".287",".276",".346",".471",".350","116","-2.0","11.4","-6.4","2.7","527"
"2008","Jorge Cantu","Marlins","155","685","29","92","95","6","5.8 %","16.2 %",".204",".293",".277",".327",".481",".346","107","2.6","8.5","-4.1","2.7","2521"
"1994","Jerry Browne","Marlins","101","388","3","42","30","3","13.4 %","5.9 %",".103",".308",".295",".392",".398",".355","113","0.6","7.3","7.1","2.7","1001525"
"2000","Tony Batista","Blue Jays","154","664","41","96","114","5","5.3 %","18.2 %",".256",".265",".263",".307",".519",".348","100","-0.8","-0.8","5.3","2.7","124"
"1998","Travis Fryman","Indians","146","608","28","74","96","10","7.2 %","20.6 %",".217",".324",".287",".340",".504",".364","115","-1.5","10.0","-3.9","2.6","385"
"1997","Bobby Bonilla","Marlins","153","648","17","77","96","6","11.3 %","14.5 %",".171",".327",".297",".378",".468",".368","124","-1.3","18.6","-12.0","2.6","1001168"
"2013","Nolan Arenado","Rockies","133","514","10","49","52","2","4.5 %","14.0 %",".138",".296",".267",".301",".405",".308","78","-0.6","-13.4","22.6","2.6","9777"
"2000","Mike Lowell","Marlins","140","583","22","73","91","4","9.3 %","12.9 %",".205",".273",".270",".344",".474",".350","106","0.9","5.7","3.0","2.6","527"
"2003","Sean Burroughs","Padres","146","578","7","62","58","7","7.6 %","13.0 %",".116",".321",".286",".352",".402",".332","104","-0.8","2.5","5.4","2.6","1021"
"1992","Kevin Seitzer","Brewers","148","615","5","74","71","13","9.3 %","7.2 %",".096",".282",".270",".337",".367",".320","99","-1.8","-2.7","8.3","2.6","1011730"
"2002","Aaron Boone","Reds","162","685","26","83","87","32","8.2 %","16.2 %",".198",".254",".241",".314",".439",".326","94","4.5","-1.0","5.1","2.6","311"
"1997","Dave Hollins","Angels","149","648","16","101","85","16","9.6 %","19.1 %",".142",".341",".288",".363",".430",".352","110","0.7","8.7","-4.7","2.6","1391"
"2007","Melvin Mora","Orioles","126","527","14","67","58","9","8.9 %","15.7 %",".143",".304",".274",".341",".418",".332","99","0.7","0.1","8.4","2.6","157"
"2006","Mike Lowell","Red Sox","153","631","20","79","80","2","7.4 %","9.7 %",".190",".287",".284",".339",".475",".346","103","-3.9","-1.2","6.5","2.6","527"
"1991","Todd Zeile","Cardinals","155","638","11","76","81","17","9.7 %","14.7 %",".133",".315",".280",".353",".412",".344","118","-1.0","12.3","-8.6","2.6","457"
"1998","Ken Caminiti","Padres","131","536","29","87","82","6","13.2 %","20.1 %",".257",".263",".252",".353",".509",".368","129","0.3","19.7","-9.9","2.6","1001863"
"2004","Ryan Freel","Reds","143","592","3","74","28","37","11.3 %","14.9 %",".091",".331",".277",".375",".368",".337","99","4.5","4.0","2.6","2.6","1207"
"2000","Corey Koskie","Twins","146","559","9","79","65","5","13.8 %","18.6 %",".141",".365",".300",".400",".441",".371","114","-0.8","10.0","-2.1","2.6","738"
"2009","Chipper Jones","Braves","143","596","18","80","71","4","16.9 %","14.9 %",".166",".287",".264",".388",".430",".355","116","-0.6","11.2","-4.9","2.6","97"
"1997","Todd Zeile","Dodgers","160","672","31","89","90","8","12.6 %","16.7 %",".191",".281",".268",".365",".459",".360","122","-1.4","17.4","-12.5","2.5","457"
"2009","Kevin Kouzmanoff","Padres","141","573","18","50","88","1","4.7 %","18.5 %",".164",".285",".255",".302",".420",".313","95","0.6","-2.9","9.9","2.5","5995"
"1999","Tony Fernandez","Blue Jays","142","576","6","73","75","6","13.4 %","10.8 %",".122",".363",".328",".427",".449",".388","127","-2.0","18.5","-11.0","2.5","1004002"
"1995","Kevin Seitzer","Brewers","132","570","5","56","69","2","11.2 %","10.0 %",".110",".342",".311",".395",".421",".367","115","0.2","11.3","-4.7","2.5","1011730"
"2003","Joe Randa","Royals","131","566","16","80","72","1","7.2 %","10.8 %",".161",".301",".291",".348",".452",".348","106","0.1","4.3","1.7","2.5","623"
"2002","Shea Hillenbrand","Red Sox","156","676","18","94","83","4","3.7 %","14.1 %",".166",".319",".293",".330",".459",".340","105","3.1","7.1","-5.1","2.5","196"
"2011","Placido Polanco","Phillies","122","523","5","46","50","3","8.0 %","8.4 %",".062",".292",".277",".335",".339",".303","88","-0.8","-8.0","15.5","2.5","1176"
"1991","Ken Caminiti","Astros","152","632","13","65","80","4","7.3 %","13.4 %",".131",".275",".253",".312",".383",".310","97","-1.2","-3.4","7.3","2.5","1001863"
"1998","Tony Fernandez","Blue Jays","138","551","9","71","72","13","8.2 %","9.6 %",".138",".342",".321",".387",".459",".370","120","-0.9","13.5","-6.7","2.5","1004002"
"2008","Alex Gordon","Royals","134","571","16","72","59","9","11.6 %","21.0 %",".172",".309",".260",".351",".432",".343","106","3.3","7.3","-1.6","2.5","5209"
"1999","Todd Zeile","Rangers","156","656","24","80","98","1","8.5 %","14.3 %",".196",".310",".293",".354",".488",".363","109","-0.7","7.1","-3.7","2.5","457"
"2010","Michael Young","Rangers","157","718","21","99","91","4","7.0 %","16.0 %",".160",".311",".284",".330",".444",".336","101","2.1","2.6","-3.2","2.4","1286"
"1999","Aaron Boone","Reds","139","521","14","56","72","17","5.8 %","15.2 %",".165",".307",".280",".330",".445",".336","92","0.7","-5.2","13.2","2.4","311"
"1994","Tim Wallach","Dodgers","113","466","23","68","78","0","9.9 %","17.2 %",".222",".297",".280",".356",".502",".371","129","-0.9","16.8","-7.0","2.4","1013554"
"2005","Adrian Beltre","Mariners","156","650","19","69","87","3","5.8 %","16.6 %",".158",".281",".255",".303",".413",".308","90","-1.1","-9.3","11.1","2.4","639"
"2013","Martin Prado","Diamondbacks","155","664","14","70","82","3","7.1 %","8.0 %",".135",".288",".282",".333",".417",".328","104","-4.8","-1.7","4.1","2.4","3312"
"1999","Joe Randa","Royals","156","689","16","92","84","5","7.3 %","11.6 %",".159",".336",".314",".363",".473",".362","107","-0.8","6.0","-4.6","2.4","623"
"2009","Andy LaRoche","Pirates","150","590","12","64","64","3","8.5 %","14.2 %",".143",".286",".258",".330",".401",".324","96","-0.4","-3.6","8.3","2.4","6444"
"2012","Brett Lawrie","Blue Jays","125","536","11","73","48","13","6.2 %","16.0 %",".132",".311",".273",".324",".405",".319","97","0.7","-1.2","6.3","2.4","5247"
"1999","Troy Glaus","Angels","154","631","29","85","79","5","11.3 %","22.7 %",".211",".270",".240",".331",".450",".341","96","0.6","-2.7","5.3","2.4","15"
"2008","Kevin Kouzmanoff","Padres","154","668","23","71","84","0","3.4 %","20.8 %",".173",".297",".260",".299",".433",".316","96","1.0","-2.3","4.0","2.4","5995"
"1998","Matt Williams","Diamondbacks","135","557","20","72","71","5","7.7 %","18.3 %",".173",".298",".267",".327",".439",".331","95","0.6","-2.9","9.2","2.3","77"
"2013","Pablo Sandoval","Giants","141","584","14","52","79","0","8.0 %","13.5 %",".139",".301",".278",".341",".417",".331","116","-3.6","7.1","-2.8","2.3","5409"
"2007","Pedro Feliz","Giants","150","590","20","61","72","2","4.9 %","11.9 %",".165",".257",".253",".290",".418",".306","79","-4.9","-21.3","25.7","2.3","1112"
"2005","Shea Hillenbrand","Blue Jays","152","645","18","91","82","5","4.0 %","12.2 %",".158",".310",".291",".343",".449",".345","109","2.5","9.3","-8.2","2.3","196"
"1995","Charlie Hayes","Phillies","141","589","11","58","85","5","8.5 %","14.9 %",".130",".310",".276",".340",".406",".331","97","0.4","-1.6","5.3","2.3","1005525"
"1990","Gary Gaetti","Twins","154","625","16","61","85","6","5.8 %","16.2 %",".147",".248",".229",".274",".376",".290","74","0.6","-17.7","21.2","2.3","1004422"
"2004","Sean Burroughs","Padres","130","564","2","76","47","5","5.5 %","9.2 %",".067",".328",".298",".348",".365",".317","95","2.2","-1.3","6.0","2.3","1021"
"1998","Todd Zeile","- - -","158","653","19","85","94","4","10.6 %","13.8 %",".166",".289",".271",".350",".437",".345","108","-1.0","6.0","-3.6","2.3","457"
"2008","Casey Blake","- - -","152","601","21","71","81","3","8.2 %","20.0 %",".188",".316",".274",".345",".463",".347","111","-1.2","7.0","-4.0","2.3","719"
"1995","Vinny Castilla","Rockies","139","571","32","82","90","2","5.3 %","15.2 %",".254",".316",".309",".347",".564",".388","112","-3.2","5.7","-1.6","2.3","84"
"2003","Vinny Castilla","Braves","147","578","22","65","76","1","4.5 %","14.9 %",".185",".291",".277",".310",".461",".329","96","0.0","-3.1","7.2","2.3","84"
"1995","Terry Pendleton","Marlins","133","557","14","70","78","1","6.8 %","15.1 %",".148",".322",".290",".339",".439",".338","103","-0.8","1.1","3.2","2.3","1010157"
"2003","Aramis Ramirez","- - -","159","670","27","75","106","2","6.3 %","14.8 %",".193",".280",".272",".324",".465",".337","101","-3.0","-1.8","2.9","2.3","1002"
"2012","Pedro Alvarez","Pirates","149","586","30","64","85","1","9.7 %","30.7 %",".223",".308",".244",".317",".467",".335","112","1.5","10.0","-7.0","2.3","2495"
"1997","Gary Gaetti","Cardinals","148","554","17","63","69","7","6.5 %","15.9 %",".153",".270",".251",".305",".404",".310","83","0.1","-11.7","16.6","2.2","1004422"
"1992","Charlie Hayes","Yankees","142","549","18","52","66","3","5.1 %","18.2 %",".151",".285",".257",".297",".409",".317","98","-1.4","-2.5","6.1","2.2","1005525"
"1998","Jose Hernandez","Cubs","149","533","23","76","75","4","7.5 %","26.3 %",".217",".309",".254",".311",".471",".335","100","-1.8","-1.9","7.5","2.2","688"
"2001","Vinny Castilla","- - -","146","581","25","69","91","1","6.0 %","18.6 %",".206",".281",".260",".308",".467",".328","93","-1.6","-6.5","9.2","2.2","84"
"2007","Kevin Kouzmanoff","Padres","145","534","18","57","74","1","6.0 %","17.6 %",".182",".304",".275",".329",".457",".339","109","-1.3","5.1","-0.8","2.1","5995"
"1996","Gary Gaetti","Cardinals","141","574","23","71","80","2","6.1 %","16.9 %",".199",".295",".274",".326",".473",".341","106","-0.6","4.0","0.5","2.1","1004422"
"2005","Pedro Feliz","Giants","156","615","20","69","81","0","6.2 %","16.6 %",".172",".269",".250",".295",".422",".309","84","-0.3","-12.6","13.8","2.1","1112"
"2003","Joe Crede","White Sox","151","580","19","68","75","1","5.5 %","12.9 %",".172",".271",".261",".308",".433",".320","90","-1.0","-8.0","9.1","2.1","227"
"1996","Travis Fryman","Tigers","157","688","22","90","100","4","8.3 %","17.2 %",".169",".294",".268",".329",".437",".333","90","-0.7","-9.8","5.7","2.1","385"
"1992","Gregg Jefferies","Royals","152","657","10","66","75","19","6.5 %","4.4 %",".119",".282",".285",".329",".404",".328","101","0.2","1.1","-2.8","2.1","1006379"
"2003","Casey Blake","Indians","152","621","17","80","67","7","6.1 %","17.6 %",".154",".287",".257",".312",".411",".314","91","0.9","-6.2","5.7","2.1","719"
"2003","Aaron Boone","- - -","160","656","24","92","96","23","7.0 %","15.9 %",".186",".288",".267",".327",".453",".337","102","2.3","3.8","-4.7","2.1","311"
"2000","Joe Randa","Royals","158","665","15","88","106","6","5.4 %","9.9 %",".134",".316",".304",".343",".438",".339","90","-0.1","-9.3","7.2","2.1","623"
"2007","Alex Gordon","Royals","151","601","15","60","60","14","6.8 %","22.8 %",".164",".303",".247",".314",".411",".316","87","1.0","-8.7","8.9","2.0","5209"
"2002","Joe Randa","Royals","151","617","11","63","80","2","7.5 %","11.2 %",".144",".300",".282",".341",".426",".335","97","-3.2","-5.3","4.6","2.0","623"
"1993","Dave Magadan","- - -","137","544","5","49","50","2","14.7 %","11.6 %",".084",".303",".273",".378",".356",".335","102","0.1","1.8","0.3","2.0","1007961"
"2005","Garrett Atkins","Rockies","138","573","13","62","89","0","7.9 %","12.6 %",".139",".311",".287",".347",".426",".339","94","-1.4","-5.6","7.4","2.0","1790"
"2000","Eric Chavez","Athletics","153","569","26","89","86","2","10.9 %","16.5 %",".218",".293",".277",".355",".495",".361","112","-0.5","9.0","-7.0","2.0","906"
"2001","Jose Macias","Tigers","137","534","8","62","51","21","6.0 %","10.1 %",".123",".287",".268",".316",".391",".308","89","1.6","-5.7","7.4","2.0","476"
"1994","Todd Zeile","Cardinals","113","477","19","62","75","1","10.9 %","11.7 %",".202",".265",".267",".348",".470",".353","113","-1.1","6.6","-2.0","2.0","457"
"1992","Steve Buechele","- - -","145","590","9","52","64","1","8.8 %","17.8 %",".111",".310",".261",".334",".372",".321","101","-1.1","-0.2","0.3","2.0","1001630"
"2012","Jamey Carroll","Twins","138","537","1","65","40","9","9.7 %","12.1 %",".049",".306",".268",".343",".317",".299","87","-2.1","-10.3","11.6","2.0","1591"
"2007","Garrett Atkins","Rockies","157","684","25","83","111","3","9.8 %","14.0 %",".185",".318",".301",".367",".486",".368","112","-1.3","9.2","-11.6","2.0","1790"
"1994","Scott Cooper","Red Sox","104","406","13","49","53","0","7.4 %","16.0 %",".171",".307",".282",".333",".453",".339","95","-1.3","-3.8","9.9","2.0","1002600"
"1998","Shane Andrews","Expos","150","559","25","48","69","1","10.4 %","24.5 %",".217",".273",".238",".314",".455",".331","98","-2.4","-4.1","6.3","1.9","1588"
"1994","Travis Fryman","Tigers","114","528","18","66","85","2","8.5 %","24.2 %",".211",".314",".263",".326",".474",".342","101","-0.5","0.0","2.0","1.9","385"
"1992","Todd Zeile","Cardinals","126","514","7","51","48","7","13.2 %","13.6 %",".107",".287",".257",".352",".364",".328","108","-2.6","1.8","0.1","1.9","457"
"2000","Robin Ventura","Mets","141","551","24","61","84","3","13.6 %","16.5 %",".207",".237",".232",".338",".439",".332","95","-1.6","-5.1","6.9","1.9","854"
"2012","Alex Rodriguez","Yankees","122","529","18","74","57","13","9.6 %","21.9 %",".158",".323",".272",".353",".430",".342","113","-0.1","8.2","-7.1","1.9","1274"
"2001","Tony Batista","- - -","156","622","25","70","87","5","5.1 %","18.2 %",".197",".252",".238",".280",".435",".303","83","0.1","-13.3","10.8","1.9","124"
"1998","Dean Palmer","Royals","152","639","34","84","119","8","7.5 %","21.0 %",".233",".300",".278",".333",".510",".359","111","0.7","9.8","-12.2","1.9","482"
"1997","Willie Greene","Reds","151","578","26","62","91","6","13.5 %","19.2 %",".206",".274",".253",".354",".459",".355","112","1.2","9.9","-8.9","1.9","1005015"
"2005","Joe Randa","- - -","150","609","17","71","68","0","7.7 %","13.3 %",".177",".296",".276",".335",".452",".340","107","1.2","6.6","-7.4","1.9","623"
"1992","Carney Lansford","Athletics","135","561","7","65","75","7","7.7 %","7.0 %",".107",".269",".262",".325",".369",".317","102","0.5","1.8","-2.1","1.9","1007331"
"2011","Chipper Jones","Braves","126","512","18","56","70","2","10.0 %","15.6 %",".196",".295",".275",".344",".470",".348","120","-4.3","7.7","-5.9","1.9","97"
