"Season","Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"2003","Carlos Delgado","Blue Jays","161","705","42","117","145","0","15.5 %","19.4 %",".291",".327",".302",".426",".593",".423","159","-3.9","47.9","-19.7","5.2","1297"
"1999","Jason Giambi","Athletics","158","695","33","115","123","1","15.1 %","15.3 %",".238",".333",".315",".422",".553",".418","150","-0.2","46.1","-14.9","5.2","818"
"2009","Miguel Cabrera","Tigers","160","685","34","96","103","6","9.9 %","15.6 %",".223",".348",".324",".396",".547",".402","143","-1.6","35.1","-6.7","5.2","1744"
"1997","Jim Thome","Indians","147","627","40","104","102","1","19.1 %","23.3 %",".292",".321",".286",".423",".579",".425","156","-0.2","44.8","-14.4","5.1","409"
"1995","Mo Vaughn","Red Sox","140","636","39","98","126","11","10.7 %","23.6 %",".275",".345",".300",".388",".575",".406","139","0.3","32.9","-2.6","5.1","899"
"1991","Will Clark","Giants","148","622","29","84","116","4","8.2 %","14.6 %",".235",".314",".301",".359",".536",".388","151","0.0","35.7","-7.5","5.1","1002318"
"1998","Andres Galarraga","Braves","153","648","44","103","121","7","9.7 %","22.5 %",".290",".338",".305",".397",".595",".418","156","-1.2","45.0","-14.0","5.0","1390"
"2004","Brad Wilkerson","Expos","160","688","32","112","67","13","15.4 %","22.1 %",".243",".292",".255",".374",".498",".373","121","3.9","22.8","5.0","5.0","804"
"1993","Mark Grace","Cubs","155","676","14","86","98","8","10.5 %","4.7 %",".150",".321",".325",".393",".475",".378","129","0.1","24.7","0.7","4.9","56"
"2006","Nick Johnson","Nationals","147","628","23","100","77","10","17.5 %","15.8 %",".230",".320",".290",".428",".520",".404","147","-1.2","37.5","-7.6","4.9","828"
"1991","John Kruk","Phillies","152","615","21","84","92","7","10.9 %","16.3 %",".190",".322",".294",".367",".483",".369","134","1.4","24.8","2.8","4.9","1007184"
"2009","Mark Teixeira","Yankees","156","707","39","103","122","2","11.5 %","16.1 %",".273",".302",".292",".383",".565",".402","142","-1.0","36.1","-11.0","4.9","1281"
"2011","Prince Fielder","Brewers","162","692","38","95","120","1","15.5 %","15.3 %",".267",".306",".299",".415",".566",".410","160","-6.1","42.0","-17.3","4.9","4613"
"1993","John Kruk","Phillies","150","651","14","100","85","6","17.1 %","13.4 %",".159",".353",".316",".430",".475",".401","144","0.6","36.2","-10.5","4.9","1007184"
"2002","Jeff Bagwell","Astros","158","691","31","94","98","7","14.6 %","18.8 %",".228",".322",".291",".401",".518",".394","138","2.5","35.2","-8.9","4.9","547"
"1999","Eric Karros","Dodgers","153","639","34","74","112","8","8.3 %","18.6 %",".246",".329",".304",".362",".550",".389","133","-0.7","27.9","2.1","4.8","659"
"2003","Jason Giambi","Yankees","156","690","41","97","107","2","18.7 %","20.3 %",".277",".259",".250",".412",".527",".402","149","-1.2","41.2","-16.0","4.8","818"
"1994","Fred McGriff","Braves","113","478","34","81","94","7","10.5 %","15.9 %",".304",".319",".318",".389",".623",".423","156","0.1","34.8","-0.8","4.8","293"
"2010","Daric Barton","Athletics","159","686","10","79","57","7","16.0 %","14.9 %",".131",".316",".273",".393",".405",".360","126","1.6","23.0","0.4","4.8","5928"
"2012","Prince Fielder","Tigers","162","690","30","83","108","1","12.3 %","12.2 %",".215",".321",".313",".412",".528",".398","152","-6.7","35.2","-12.3","4.8","4613"
"1995","Mark Grace","Cubs","143","627","16","97","92","6","10.4 %","7.3 %",".190",".330",".326",".395",".516",".393","137","0.2","29.7","-2.7","4.7","56"
"2013","Freddie Freeman","Braves","147","629","23","89","109","1","10.5 %","19.2 %",".181",".371",".319",".396",".501",".387","149","-1.2","33.6","-8.7","4.7","5361"
"1997","Mark Grace","Cubs","151","654","13","87","78","2","13.5 %","6.9 %",".146",".325",".319",".409",".465",".386","130","-1.3","23.4","3.1","4.7","56"
"2002","John Olerud","Mariners","154","668","22","85","102","0","14.7 %","9.9 %",".190",".302",".300",".403",".490",".386","144","-0.7","35.1","-12.0","4.6","1093"
"2007","Prince Fielder","Brewers","158","681","50","109","119","2","13.2 %","17.8 %",".330",".283",".288",".395",".618",".419","153","-2.6","44.5","-20.0","4.6","4613"
"2001","John Olerud","Mariners","159","679","21","91","95","3","13.8 %","10.3 %",".170",".311",".302",".401",".472",".372","132","0.1","27.6","-4.6","4.6","1093"
"1994","Rafael Palmeiro","Orioles","111","498","23","82","76","7","10.8 %","12.7 %",".232",".326",".319",".392",".550",".404","140","0.1","26.7","3.3","4.6","1266"
"1992","Jeff Bagwell","Astros","162","697","18","87","96","10","12.1 %","13.9 %",".171",".293",".273",".368",".444",".360","133","-0.5","24.5","-3.6","4.5","547"
"2010","Adrian Gonzalez","Padres","160","693","31","87","101","0","13.4 %","16.5 %",".213",".322",".298",".393",".511",".379","142","-1.3","33.9","-12.2","4.5","1908"
"2002","Mike Sweeney","Royals","126","545","24","81","86","9","11.2 %","8.4 %",".223",".333",".340",".417",".563",".415","151","0.5","34.8","-8.4","4.5","634"
"1995","Jeff Bagwell","Astros","114","539","21","88","87","12","14.7 %","18.9 %",".205",".329",".290",".399",".496",".387","140","0.1","27.0","0.8","4.5","547"
"1993","Fred McGriff","- - -","151","640","37","111","101","5","11.9 %","16.6 %",".259",".298",".291",".375",".549",".399","143","-0.1","34.1","-11.8","4.5","293"
"1995","Tino Martinez","Mariners","141","593","31","92","111","0","10.5 %","15.3 %",".258",".300",".293",".369",".551",".387","130","-0.1","23.0","2.7","4.5","1168"
"1995","Eric Karros","Dodgers","143","620","32","83","105","4","9.8 %","18.5 %",".238",".324",".298",".369",".535",".390","143","-1.1","32.7","-7.7","4.5","659"
"1996","Rafael Palmeiro","Orioles","162","732","39","110","142","8","13.0 %","13.1 %",".257",".285",".289",".381",".546",".392","129","1.4","30.8","-11.1","4.5","1266"
"2002","Rafael Palmeiro","Rangers","155","663","43","99","105","2","15.7 %","14.2 %",".299",".255",".273",".391",".571",".402","143","-2.2","32.6","-10.7","4.5","1266"
"2009","Joey Votto","Reds","131","544","25","82","84","4","12.9 %","19.5 %",".245",".372",".322",".414",".567",".418","155","0.3","37.4","-10.4","4.5","4314"
"1992","Mark Grace","Cubs","158","689","9","72","79","6","10.4 %","5.2 %",".123",".311",".307",".380",".430",".364","128","0.6","22.1","-1.7","4.4","56"
"1996","Jeff Conine","Marlins","157","670","26","84","95","1","9.3 %","18.1 %",".191",".326",".293",".360",".484",".366","124","-1.8","19.0","6.4","4.4","131"
"1997","John Olerud","Mets","154","630","22","90","102","0","13.5 %","10.6 %",".195",".298",".294",".400",".489",".389","138","0.1","30.3","-5.5","4.4","1093"
"2000","Jim Thome","Indians","158","684","37","106","106","1","17.3 %","25.0 %",".262",".319",".269",".398",".531",".399","131","0.3","29.5","-7.1","4.4","409"
"1994","Larry Walker","Expos","103","452","19","76","86","15","10.4 %","16.4 %",".266",".351",".322",".394",".587",".414","149","0.8","29.4","0.8","4.4","455"
"1992","John Kruk","Phillies","144","607","10","86","70","3","15.2 %","14.5 %",".134",".370",".323",".423",".458",".396","154","-1.5","34.3","-12.9","4.4","1007184"
"2011","Albert Pujols","Cardinals","147","651","37","105","99","9","9.4 %","8.9 %",".242",".277",".299",".366",".541",".384","147","-2.7","32.5","-11.6","4.4","1177"
"2009","Ryan Howard","Phillies","160","703","45","105","141","8","10.7 %","26.5 %",".292",".325",".279",".360",".571",".392","139","-1.7","32.4","-11.5","4.4","2154"
"2002","Ryan Klesko","Padres","146","625","29","90","95","6","12.2 %","13.8 %",".237",".310",".300",".388",".537",".393","147","1.9","38.4","-15.1","4.3","1041"
"2005","Todd Helton","Rockies","144","626","20","92","79","3","16.9 %","12.8 %",".214",".349",".320",".445",".534",".416","145","-1.6","33.9","-10.8","4.3","432"
"1990","Rafael Palmeiro","Rangers","154","651","14","72","89","3","6.1 %","9.1 %",".149",".332",".319",".361",".468",".365","130","-0.9","21.2","-0.3","4.3","1266"
"1991","Jeff Bagwell","Astros","156","650","15","79","82","7","11.5 %","17.8 %",".143",".344",".294",".387",".437",".370","138","-0.2","27.9","-8.1","4.3","547"
"1992","Paul Molitor","Brewers","158","701","12","89","89","31","10.4 %","9.4 %",".141",".338",".320",".389",".461",".377","137","3.7","32.9","-15.6","4.3","1009040"
"1993","Andres Galarraga","Rockies","120","506","22","71","98","2","4.7 %","14.4 %",".232",".399",".370",".403",".602",".429","150","-1.1","30.4","-5.9","4.2","1390"
"1999","Jim Thome","Indians","146","629","33","101","108","0","20.2 %","27.2 %",".263",".354",".277",".426",".540",".413","142","0.0","35.7","-12.4","4.2","409"
"2001","Rafael Palmeiro","Rangers","160","714","47","98","123","1","14.1 %","12.6 %",".290",".249",".273",".381",".563",".396","139","-0.3","35.2","-16.5","4.2","1266"
"2007","Todd Helton","Rockies","154","682","17","86","91","0","17.0 %","10.9 %",".174",".340",".320",".434",".494",".401","133","-6.1","23.1","-2.2","4.2","432"
"1990","George Brett","Royals","142","607","14","82","87","9","9.2 %","10.4 %",".186",".348",".329",".387",".515",".392","147","0.8","33.6","-12.8","4.2","1001400"
"2005","Nick Johnson","Nationals","131","547","15","66","74","3","14.6 %","15.9 %",".190",".329",".289",".408",".479",".385","138","-4.6","21.7","2.8","4.2","828"
"2007","Mark Teixeira","- - -","132","575","30","86","105","0","12.5 %","19.5 %",".257",".342",".306",".400",".563",".407","146","0.6","34.1","-10.7","4.2","1281"
"2002","Carlos Delgado","Blue Jays","143","628","33","103","108","1","16.2 %","20.1 %",".271",".302",".277",".406",".549",".401","145","-5.4","29.2","-9.5","4.1","1297"
"2005","Jason Giambi","Yankees","139","545","32","74","87","0","19.8 %","20.0 %",".264",".292",".271",".440",".535",".422","165","-2.6","40.5","-18.0","4.1","818"
"2005","Richie Sexson","Mariners","156","656","39","99","121","1","13.6 %","25.5 %",".278",".304",".263",".369",".541",".387","144","-0.2","34.7","-16.5","4.1","709"
"1999","Sean Casey","Reds","151","669","25","103","99","0","9.1 %","13.2 %",".207",".354",".332",".399",".539",".400","132","-0.9","28.3","-7.0","4.1","314"
"2013","Brandon Belt","Giants","150","571","17","76","67","5","9.1 %","21.9 %",".193",".351",".289",".360",".481",".365","140","0.0","25.5","-5.0","4.1","10264"
"2013","Edwin Encarnacion","Blue Jays","142","621","36","90","104","7","13.2 %","10.0 %",".262",".247",".272",".370",".534",".388","144","1.7","32.7","-15.9","4.0","2151"
"2001","Mike Sweeney","Royals","147","632","29","97","99","10","10.1 %","10.1 %",".238",".299",".304",".374",".542",".382","128","0.7","23.2","-4.1","4.0","634"
"1997","Mo Vaughn","Red Sox","141","628","35","91","96","2","13.7 %","24.5 %",".245",".384",".315",".420",".560",".418","150","-0.4","39.9","-20.8","4.0","899"
"1991","Hal Morris","Reds","136","537","14","72","59","10","8.6 %","11.4 %",".161",".337",".318",".374",".479",".375","136","0.4","22.4","-1.4","4.0","1009209"
"2002","Adam Dunn","Reds","158","676","26","84","71","19","18.9 %","25.1 %",".206",".313",".249",".400",".454",".373","125","1.3","22.6","-4.4","4.0","319"
"2001","Ryan Klesko","Padres","146","638","30","105","113","23","13.8 %","13.9 %",".253",".290",".286",".384",".539",".388","141","2.8","36.7","-16.6","4.0","1041"
"2011","Mark Teixeira","Yankees","156","684","39","90","111","4","11.1 %","16.1 %",".246",".239",".248",".341",".494",".361","124","-1.7","17.8","-2.1","4.0","1281"
"2012","Edwin Encarnacion","Blue Jays","151","644","42","93","110","13","13.0 %","14.6 %",".277",".266",".280",".384",".557",".396","150","1.0","38.5","-21.5","4.0","2151"
"2007","Kevin Youkilis","Red Sox","145","625","16","85","83","4","12.3 %","16.8 %",".165",".330",".288",".390",".453",".374","124","0.2","19.1","-0.1","4.0","1935"
"2004","Mark Teixeira","Rangers","145","625","38","101","112","4","10.9 %","18.7 %",".279",".293",".281",".370",".560",".388","129","-3.1","20.1","-0.9","4.0","1281"
"2001","Carlos Delgado","Blue Jays","162","704","39","102","102","3","15.8 %","19.3 %",".261",".301",".279",".408",".540",".397","143","0.5","38.6","-22.3","4.0","1297"
"2003","Jeff Bagwell","Astros","160","702","39","109","100","11","12.5 %","17.0 %",".246",".287",".278",".373",".524",".384","131","-1.6","26.1","-9.1","3.9","547"
"2013","Mike Napoli","Red Sox","139","578","23","79","92","1","12.6 %","32.4 %",".223",".367",".259",".360",".482",".367","130","-1.6","17.8","-0.6","3.9","3057"
"2004","Jim Thome","Phillies","143","618","42","97","105","0","16.8 %","23.3 %",".307",".298",".274",".396",".581",".400","140","-5.2","26.5","-7.0","3.9","409"
"2009","Victor Martinez","- - -","155","672","23","88","108","1","11.2 %","11.0 %",".177",".312",".303",".381",".480",".375","126","-1.4","20.4","-4.4","3.9","393"
"2005","Chad Tracy","Diamondbacks","145","553","27","73","72","3","6.3 %","14.1 %",".245",".317",".308",".359",".553",".385","130","3.3","23.9","-3.0","3.9","1888"
"2007","Nick Swisher","Athletics","150","659","22","84","78","3","15.2 %","19.9 %",".193",".301",".262",".381",".455",".362","122","3.6","21.9","-5.2","3.9","4599"
"1996","Mark Grace","Cubs","142","616","9","88","75","2","10.1 %","6.7 %",".124",".342",".331",".396",".455",".373","127","-1.1","19.6","1.6","3.9","56"
"2003","Jim Thome","Phillies","159","698","47","111","131","0","15.9 %","26.1 %",".306",".302",".266",".385",".573",".401","145","-6.8","33.9","-17.7","3.8","409"
"2003","Derrek Lee","Marlins","155","643","31","91","92","21","13.7 %","20.4 %",".237",".300",".271",".379",".508",".380","133","4.0","31.4","-13.5","3.8","525"
"1996","Kevin Seitzer","- - -","154","675","13","85","78","6","12.9 %","11.7 %",".140",".358",".326",".416",".466",".389","123","0.5","22.3","-7.7","3.8","1011730"
"2012","Nick Swisher","Yankees","148","624","24","75","93","2","12.3 %","22.6 %",".201",".324",".272",".364",".473",".363","128","-0.9","19.3","-3.4","3.8","4599"
"2006","Nick Swisher","Athletics","157","672","35","106","95","1","14.4 %","22.6 %",".239",".283",".254",".372",".493",".369","124","1.0","22.2","-5.9","3.8","4599"
"1996","Jeff King","Pirates","155","672","30","91","111","15","10.4 %","14.1 %",".227",".274",".271",".346",".497",".361","117","2.4","16.9","2.2","3.8","1006931"
"1991","Cecil Fielder","Tigers","162","712","44","102","133","0","11.0 %","21.2 %",".252",".275",".261",".347",".513",".375","132","0.0","26.8","-13.6","3.8","1004026"
